Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Target
the shamen,move any mountain,2010,03,0.66,0.991,7.0,-5.288,1.0,0.055,0.0031,0.000122,0.061,0.796,121.467,0
u2,the fly,1991,11,0.507,0.934,11.0,-8.888,0.0,0.0553,3.52e-05,0.0253,0.161,0.417,108.345,0
the klf,what time is love?,1992,08,0.618,0.749,6.0,-9.841,1.0,0.0803,0.00187,9.51e-05,0.213,0.669,120.099,0
red hot chili peppers,give it away,1991,09,0.666,0.936,7.0,-9.919,1.0,0.0476,0.00244,0.086,0.153,0.776,91.577,0
guns n roses,live and let die,1991,01,0.262,0.777,11.0,-8.671,1.0,0.0632,0.0109,0.113,0.12,0.264,152.5,0
ub40,groovin,1989,01,0.817,0.561,2.0,-13.311,1.0,0.0539,0.00204,0.00879,0.0421,0.904,99.02,0
emf,lies,1991,05,0.543,0.864,8.0,-9.874,1.0,0.0381,0.000611,0.00223,0.207,0.759,113.952,0
katy perry,roar,2013,01,0.554,0.772,7.0,-4.821,0.0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,0
miley cyrus,we cant stop,2013,10,0.613,0.622,1.0,-5.794,0.0,0.0334,0.00882,0.0,0.37,0.484,80.003,0
lady gaga,applause,2013,11,0.669,0.78,7.0,-4.287,0.0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,0
avicii,wake me up!,2013,01,0.518,0.784,2.0,-5.659,1.0,0.0524,0.00346,0.00187,0.171,0.588,124.102,0
maroon 5,love somebody,2012,01,0.675,0.792,1.0,-6.303,1.0,0.0368,0.145,0.0,0.12,0.395,120.016,0
luke bryan,thats my kind of night,2013,01,0.66,0.754,4.0,-2.84,0.0,0.051,0.0626,0.0,0.1,0.899,110.02,0
lorde,royals,2013,01,0.616,0.432,7.0,-9.546,1.0,0.133,0.106,0.0,0.132,0.302,84.778,0
one direction,best song ever,2013,11,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,0
brett eldredge,dont ya,2013,08,0.537,0.693,9.0,-5.256,1.0,0.0847,0.0566,0.0,0.146,0.581,176.004,0
florida georgia line,round here,2012,01,0.523,0.954,1.0,-3.051,1.0,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,0
thomas rhett,it goes like this,2013,01,0.543,0.837,11.0,-6.448,1.0,0.0608,0.117,0.0,0.0872,0.506,168.056,0
jason aldean,night train,2012,10,0.496,0.708,5.0,-5.175,1.0,0.0293,0.0512,1.06e-06,0.182,0.502,158.121,0
justin timberlake,take back the night,2013,09,0.588,0.664,7.0,-5.18,1.0,0.159,0.043,4.3e-05,0.639,0.333,106.502,0
paramore,still into you,2013,04,0.602,0.923,5.0,-3.763,1.0,0.044,0.0098,0.0,0.0561,0.765,136.01,0
sara bareilles,brave,2013,07,0.551,0.836,10.0,-3.838,0.0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,0
tyler farr,redneck crazy,2013,09,0.487,0.667,7.0,-4.216,0.0,0.0309,0.153,0.0,0.161,0.463,145.854,0
the finatticz,dont drop that thun thun!,2012,10,0.824,0.496,7.0,-9.24,0.0,0.0512,0.00114,0.0755,0.0598,0.464,97.999,0
billy currington,hey girl,2013,01,0.469,0.684,6.0,-5.296,1.0,0.0308,0.0156,0.0,0.0721,0.636,163.957,0
onerepublic,counting stars,2014,01,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.115,0.477,122.017,0
sage the gemini,red nose,2014,03,0.681,0.473,11.0,-5.733,0.0,0.449,0.414,0.0,0.0794,0.766,194.826,0
justin moore,point at you,2013,01,0.626,0.805,7.0,-5.81,1.0,0.0449,0.0126,0.0,0.156,0.882,116.03,0
rich homie quan,type of way,2013,04,0.846,0.497,6.0,-10.174,0.0,0.419,0.146,0.0,0.0733,0.796,134.875,0
tim mcgraw,southern girl,2013,01,0.735,0.772,7.0,-4.566,1.0,0.0256,0.0412,0.0,0.445,0.924,110.032,0
blake shelton,mine would be you,2013,03,0.572,0.529,0.0,-6.897,1.0,0.0282,0.146,0.0,0.335,0.321,139.876,0
lee brice,parking lot party,2012,04,0.54,0.86,1.0,-5.763,1.0,0.081,0.00646,0.0,0.629,0.856,171.72,0
french montana,aint worried about nothin,2013,01,0.69,0.907,1.0,-2.237,1.0,0.113,0.0249,0.0,0.0913,0.691,127.972,0
chris young,aw naw,2013,09,0.652,0.859,2.0,-3.746,1.0,0.0358,0.0639,0.0,0.0777,0.491,109.971,0
enrique iglesias,turn the night up,2014,01,0.78,0.74,0.0,-5.31,1.0,0.042,0.00554,1.33e-05,0.0979,0.214,128.002,0
passenger,let her go,2012,06,0.479,0.545,7.0,-7.346,1.0,0.0688,0.365,0.0,0.0963,0.244,74.897,0
the neighbourhood,sweater weather,2013,04,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,0
fifth harmony,miss movin on,2013,07,0.466,0.842,6.0,-2.937,1.0,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,0
karmin,acapella,2014,03,0.667,0.619,2.0,-4.933,1.0,0.151,0.126,0.0,0.101,0.427,169.865,0
lady antebellum,goodbye town,2013,01,0.678,0.72,4.0,-6.034,1.0,0.027,0.165,5.73e-06,0.114,0.538,95.027,0
j. dash,wop,2010,12,0.836,0.817,7.0,-5.672,1.0,0.0677,0.00968,0.0,0.114,0.647,112.007,0
taylor swift,red,2012,10,0.609,0.888,1.0,-4.183,0.0,0.0466,0.0856,0.000142,0.0924,0.623,124.966,0
panic! at the disco,this is gospel,2013,10,0.572,0.912,7.0,-4.875,1.0,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,0
kenny chesney,when i see this bar,2013,04,0.712,0.726,7.0,-7.346,1.0,0.0248,0.0284,4.48e-05,0.104,0.558,111.069,0
al b. sure!,right now,1992,09,0.635,0.522,2.0,-10.498,1.0,0.0536,0.306,0.0,0.127,0.47,163.881,0
the wanted,we own the night,2013,01,0.553,0.937,11.0,-4.056,1.0,0.12,0.00559,0.0,0.363,0.548,103.97,0
bastille,pompeii,2013,01,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,0
little big town,your side of the bed,2013,01,0.61,0.383,5.0,-7.543,1.0,0.0322,0.676,0.0,0.0949,0.164,137.766,0
john mayer,wildfire,2013,08,0.719,0.665,8.0,-8.589,1.0,0.0331,0.15,0.00092,0.144,0.763,96.999,0
marc anthony,vivir mi vida,2013,07,0.655,0.877,0.0,-3.23,0.0,0.0344,0.344,0.0,0.349,0.893,105.017,0
halsey,without me,2018,10,0.752,0.488,6.0,-7.05,1.0,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,0
patty smyth,sometimes love just aint enough,1992,01,0.557,0.448,10.0,-10.677,1.0,0.0248,0.35,0.0,0.213,0.272,82.98,0
tlc,baby-baby-baby,1992,02,0.679,0.597,11.0,-8.601,0.0,0.0439,0.0913,0.000673,0.0487,0.9,184.174,0
bobby brown,humpin around,1992,08,0.71,0.8,1.0,-7.141,1.0,0.04,0.00223,0.211,0.0455,0.61,110.211,0
guns n roses,november rain,1991,01,0.294,0.641,11.0,-9.316,1.0,0.0291,0.0163,0.22,0.112,0.226,79.759,0
house of pain,jump around,1992,07,0.854,0.71,4.0,-6.32,0.0,0.0793,0.0113,8.72e-05,0.166,0.818,106.894,0
jon secada,just another day,1992,01,0.717,0.642,1.0,-10.727,1.0,0.0287,0.0194,0.000249,0.043,0.732,105.894,0
elton john,the one,2007,01,0.657,0.724,0.0,-7.465,1.0,0.0648,0.301,5.54e-06,0.658,0.755,131.914,0
bryan adams,do i have to say the words?,1991,09,0.507,0.581,7.0,-9.315,1.0,0.0294,0.0804,3.19e-06,0.167,0.485,128.095,0
en vogue,giving him something he can feel,1992,03,0.496,0.298,9.0,-10.175,0.0,0.0405,0.306,1.72e-06,0.0875,0.705,203.824,0
arrested development,people everyday,2001,01,0.844,0.609,10.0,-10.675,1.0,0.217,0.0074,0.0,0.563,0.725,91.117,0
sir mix-a-lot,baby got back,1992,01,0.933,0.666,8.0,-11.277,1.0,0.308,0.00458,0.0,0.0908,0.635,128.466,0
def leppard,have you ever needed someone so bad,1992,03,0.497,0.726,4.0,-8.335,1.0,0.0272,0.0489,8.99e-06,0.049,0.735,136.792,0
rascal flatts,life is a highway,2006,01,0.582,0.952,5.0,-3.848,1.0,0.0731,0.00324,0.0,0.223,0.655,103.027,0
firehouse,when i look into your eyes,1992,03,0.396,0.612,6.0,-8.039,1.0,0.0277,0.00288,4.71e-05,0.233,0.241,146.759,0
jade,"i wanna love you (from ""class act"")",1992,05,0.731,0.707,0.0,-9.79,0.0,0.0769,0.0596,0.00654,0.264,0.838,200.306,0
madonna,this used to be my playground,1995,11,0.499,0.308,7.0,-11.692,0.0,0.0264,0.754,0.000928,0.125,0.0708,75.91,0
genesis,jesus he knows me,1991,11,0.561,0.883,3.0,-7.278,0.0,0.0462,0.53,1.36e-06,0.0772,0.606,94.997,0
en vogue,free your mind,1992,03,0.765,0.831,7.0,-6.522,1.0,0.0565,0.0894,0.0,0.393,0.809,100.026,0
n2deep,back to the hotel,1992,06,0.69,0.38,9.0,-12.845,1.0,0.0609,0.000168,0.000533,0.136,0.305,201.697,0
jodeci,come & talk to me,2005,10,0.72,0.657,11.0,-6.823,0.0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,0
charles & eddie,would i lie to you?,1992,01,0.547,0.538,11.0,-11.39,0.0,0.0567,0.473,0.0,0.0369,0.718,202.409,0
celine dion,nothing broken but my heart,1992,04,0.488,0.366,1.0,-13.507,0.0,0.0336,0.222,4.36e-05,0.195,0.116,171.832,0
cece peniston,keep on walkin,1992,01,0.774,0.705,6.0,-12.064,1.0,0.0448,0.00279,0.0128,0.247,0.63,104.983,0
del amitri,always the last to know,1992,01,0.571,0.698,9.0,-9.153,1.0,0.0281,0.229,6.36e-05,0.0825,0.62,122.944,0
mary j. blige,real love,1992,01,0.769,0.781,0.0,-5.472,1.0,0.0797,0.119,0.000371,0.0506,0.826,95.02,0
the soup dragons,divine thing,1992,01,0.682,0.951,7.0,-3.952,1.0,0.0757,0.0117,0.000134,0.755,0.823,118.399,0
peter cetera,restless heart,1992,06,0.558,0.915,2.0,-8.501,1.0,0.0444,0.116,8.5e-06,0.313,0.758,184.78,0
tlc,what about your friends,1992,02,0.744,0.851,10.0,-10.108,0.0,0.049,0.0267,0.00738,0.0989,0.626,105.882,0
red hot chili peppers,under the bridge,1991,09,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,0
cathy dennis,you lied to me,1992,01,0.761,0.851,4.0,-9.779,0.0,0.0524,0.0546,0.122,0.036,0.752,122.065,0
richard marx,take this heart,1997,01,0.612,0.694,0.0,-8.277,1.0,0.026,0.00142,0.0012,0.0749,0.551,115.53,0
annie lennox,walking on broken glass,1992,04,0.75,0.562,0.0,-8.45,1.0,0.0281,0.215,1.1e-06,0.105,0.807,115.008,0
en vogue,my lovin (youre never gonna get it),1992,03,0.767,0.839,8.0,-5.519,1.0,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,0
epmd,crossover,1992,07,0.815,0.627,10.0,-10.438,0.0,0.275,0.0301,0.000144,0.148,0.644,101.437,0
kris kross,warm it up,1992,03,0.865,0.778,1.0,-10.05,1.0,0.249,0.0411,0.0,0.303,0.763,103.008,0
the cure,friday im in love,1992,04,0.526,0.762,0.0,-12.437,0.0,0.0342,0.000972,0.000116,0.338,0.505,136.203,0
the movement,jump!,1992,09,0.521,0.765,0.0,-14.367,1.0,0.0912,0.0027,0.0419,0.33,0.0924,135.025,0
u2,even better than the real thing,1991,11,0.505,0.759,7.0,-6.871,1.0,0.0303,0.00112,0.000365,0.168,0.65,128.63,0
george lamond,where does that leave love,2017,07,0.619,0.978,4.0,-4.378,1.0,0.0844,0.00495,0.00549,0.0902,0.453,119.029,0
jessie j,bang bang,2014,10,0.706,0.786,0.0,-3.417,0.0,0.0909,0.26,0.0,0.38,0.749,150.035,0
brooks & dunn,boot scootin boogie,2009,09,0.656,0.817,11.0,-4.296,0.0,0.0435,0.22,0.0,0.306,0.862,130.446,0
2 unlimited,twilight zone,2014,05,0.7,0.99,3.0,-7.559,0.0,0.0499,0.0873,0.00211,0.151,0.77,127.884,0
george michael,too funky,1998,11,0.659,0.893,1.0,-8.324,1.0,0.076,0.0211,0.308,0.72,0.756,98.262,0
swing out sister,am i the same girl,2001,01,0.577,0.953,10.0,-6.416,0.0,0.0447,0.0255,0.00095,0.0994,0.677,92.176,0
mariah carey,ill be there,2001,12,0.404,0.511,5.0,-9.427,1.0,0.0315,0.716,0.0,0.871,0.279,82.025,0
michael jackson,jam,1991,11,0.884,0.96,2.0,-4.613,1.0,0.0721,0.0487,0.0228,0.271,0.617,116.273,0
dido,thank you,1999,06,0.722,0.595,1.0,-9.928,0.0,0.0415,0.284,0.000538,0.0694,0.738,79.98,0
jude cole,start the car,2005,11,0.691,0.731,4.0,-10.446,0.0,0.0343,0.21,0.000415,0.194,0.743,109.862,0
the black crowes,thorn in my pride,1992,01,0.566,0.824,4.0,-5.278,1.0,0.0378,0.0476,0.000107,0.0929,0.574,143.102,0
jon secada,do you believe in us,1992,01,0.662,0.891,3.0,-7.245,1.0,0.0349,0.0103,3.64e-06,0.634,0.743,107.75,0
2 unlimited,get ready for this,2006,10,0.82,0.921,11.0,-8.019,0.0,0.05,0.00291,0.83,0.0775,0.628,124.832,0
ephraim lewis,drowning in your eyes,1992,05,0.689,0.419,5.0,-12.625,0.0,0.0369,0.239,0.012,0.169,0.529,110.446,0
troop,sweet november,1992,06,0.505,0.438,2.0,-10.942,1.0,0.0447,0.237,0.0,0.503,0.346,60.064,0
queen,we are the champions,1977,10,0.467,0.486,10.0,-6.645,1.0,0.0274,0.389,0.0,0.121,0.184,95.205,0
pete rock & c.l. smooth,they reminisce over you (t.r.o.y.),1992,05,0.761,0.683,2.0,-10.889,1.0,0.164,0.141,0.0,0.342,0.671,101.787,0
vanessa williams,just for tonight,1991,01,0.567,0.373,9.0,-15.463,1.0,0.0318,0.381,0.0,0.128,0.291,141.979,0
nirvana,lithium,1991,09,0.68,0.65,7.0,-6.336,1.0,0.0378,0.00203,0.0,0.0622,0.486,123.238,0
annie lennox,why,1992,04,0.531,0.471,0.0,-9.267,1.0,0.0236,0.28,6.22e-05,0.133,0.119,90.941,0
vanessa williams,work to do,1991,01,0.765,0.668,0.0,-12.014,1.0,0.0603,0.054,3.15e-05,0.152,0.677,93.131,0
r. kelly & public announcement,honey love,2003,09,0.693,0.65,4.0,-4.204,1.0,0.0441,0.109,0.0,0.167,0.452,71.034,0
lady gaga,born this way,2011,01,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.494,123.907,0
the black eyed peas,just cant get enough,2011,05,0.475,0.44,0.0,-11.459,0.0,0.0395,0.116,0.715,0.126,0.107,93.993,0
glee cast,loser like me,2011,03,0.701,0.864,3.0,-4.351,1.0,0.0631,0.00331,0.0,0.0421,0.811,106.034,0
p!nk,f**kin perfect,2010,11,0.57,0.646,7.0,-4.748,1.0,0.0331,0.0412,0.0,0.362,0.485,91.954,0
bruno mars,grenade,2010,10,0.706,0.558,2.0,-7.237,0.0,0.0593,0.146,0.0,0.118,0.227,110.443,0
ke$ha,blow,2011,03,0.765,0.612,7.0,-6.342,1.0,0.0382,1.51e-05,0.873,0.159,0.229,119.997,0
katy perry,firework,2012,03,0.638,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.649,124.072,0
glee cast,get it right,2011,03,0.419,0.549,2.0,-5.696,1.0,0.0322,0.331,0.0,0.073,0.141,83.555,0
christina perri,jar of hearts,2011,05,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,0
usher,more,2010,11,0.551,0.893,7.0,-2.628,1.0,0.0543,0.00166,0.0,0.348,0.794,125.083,0
avril lavigne,what the hell,2011,03,0.578,0.926,6.0,-3.689,0.0,0.0548,0.00472,0.0127,0.14,0.877,149.976,0
selena gomez & the scene,who says,2011,01,0.682,0.927,4.0,-2.915,1.0,0.0479,0.0843,0.0,0.149,0.744,101.019,0
kanye west,all of the lights,2010,01,0.541,0.803,1.0,-3.284,1.0,0.0738,0.0796,1.71e-05,0.176,0.221,142.135,0
adele,rolling in the deep,2011,01,0.729,0.756,8.0,-5.119,1.0,0.0294,0.131,0.0,0.0527,0.522,104.945,0
keri hilson,pretty girl rock,2010,01,0.666,0.87,11.0,-5.004,0.0,0.246,0.203,0.0,0.0851,0.9,160.014,0
p!nk,raise your glass,2010,10,0.7,0.709,7.0,-5.006,1.0,0.0839,0.0048,0.0,0.0289,0.625,122.019,0
bruno mars,just the way you are,2010,10,0.637,0.843,5.0,-5.413,1.0,0.0432,0.0151,0.0,0.0876,0.434,109.012,0
lupe fiasco,the show goes on,2011,03,0.591,0.889,7.0,-3.839,1.0,0.115,0.0189,0.0,0.155,0.65,143.067,0
thompson square,are you gonna kiss me or not,2011,02,0.485,0.701,8.0,-3.807,1.0,0.0288,0.039,0.0,0.0977,0.613,151.948,0
wiz khalifa,black and yellow,2011,03,0.684,0.834,2.0,-4.524,0.0,0.0675,0.0646,0.0,0.271,0.538,164.02,0
train,marry me,2010,12,0.461,0.267,0.0,-8.514,1.0,0.0278,0.834,2.03e-05,0.107,0.481,87.918,0
glee cast,blackbird,2011,04,0.505,0.354,7.0,-9.079,1.0,0.0293,0.779,0.00136,0.141,0.341,92.957,0
zac brown band,colder weather,2010,09,0.667,0.381,3.0,-7.494,1.0,0.0294,0.458,0.0,0.116,0.199,135.979,0
jason aldean with kelly clarkson,dont you wanna stay,2010,11,0.445,0.631,11.0,-4.798,1.0,0.0304,0.129,0.0,0.0911,0.152,143.846,0
chris brown,yeah 3x,2011,03,0.705,0.882,11.0,-3.201,0.0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,0
britney spears,hold it against me,2011,03,0.648,0.722,0.0,-4.813,0.0,0.0427,0.0103,0.0,0.24,0.389,132.973,0
wiz khalifa,roll up,2011,03,0.523,0.805,3.0,-5.473,1.0,0.192,0.0524,0.0,0.0914,0.602,125.358,0
taio cruz,dynamite,2010,01,0.754,0.804,4.0,-3.177,1.0,0.0853,0.00332,0.0,0.0329,0.818,119.968,0
billy currington,let me down easy,2010,01,0.61,0.497,1.0,-4.885,1.0,0.027,0.362,0.0,0.107,0.163,125.029,0
the script,for the first time,2011,01,0.396,0.629,9.0,-4.78,1.0,0.0287,0.0328,0.0,0.183,0.358,173.794,0
glee cast,misery,2011,04,0.749,0.631,7.0,-5.826,1.0,0.0569,0.188,0.0,0.11,0.812,102.962,0
glee cast,hell to the no,2011,03,0.703,0.952,7.0,-3.079,1.0,0.135,0.0272,0.00721,0.0619,0.906,131.96,0
bruno mars,the lazy song,2010,10,0.738,0.804,11.0,-3.851,1.0,0.0621,0.332,0.0,0.279,0.949,174.943,0
sara evans,a little bit stronger,2011,03,0.536,0.65,2.0,-5.603,1.0,0.0337,0.282,1.16e-06,0.0876,0.288,147.93,0
rascal flatts,i wont let go,2010,01,0.557,0.406,4.0,-7.083,1.0,0.0278,0.742,0.0,0.113,0.222,131.96,0
jerrod niemann,what do you want,2010,07,0.555,0.496,4.0,-10.12,1.0,0.143,0.657,1.14e-06,0.106,0.543,153.301,0
darius rucker,this,2008,01,0.584,0.524,4.0,-6.001,1.0,0.0287,0.335,0.0,0.11,0.389,143.863,0
mumford & sons,the cave,2009,10,0.595,0.506,4.0,-9.682,1.0,0.0388,0.0464,0.000138,0.107,0.346,141.981,0
lady antebellum,hello world,2010,01,0.427,0.531,8.0,-6.985,1.0,0.0297,0.0555,0.00106,0.0835,0.145,111.079,0
trey songz,love faces,2010,09,0.654,0.599,11.0,-6.699,1.0,0.0563,0.0599,0.0,0.161,0.333,119.778,0
the black eyed peas,the time (dirty bit),2010,01,0.816,0.813,6.0,-7.798,0.0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,0
miranda lambert,heart like mine,2009,09,0.437,0.844,8.0,-3.394,1.0,0.0381,0.0642,1.42e-06,0.124,0.493,155.066,0
the band perry,you lie,2010,01,0.521,0.656,6.0,-5.015,1.0,0.0289,0.387,0.0,0.143,0.598,170.939,0
fabolous,you be killin em,2010,01,0.664,0.909,6.0,-3.552,0.0,0.22,0.444,0.0,0.525,0.557,93.977,0
blake shelton,who are you when im not looking,2010,08,0.412,0.457,4.0,-9.142,1.0,0.0288,0.409,0.0187,0.0978,0.202,74.824,0
glee cast,candles,2011,04,0.46,0.395,2.0,-8.479,1.0,0.038,0.849,0.0,0.104,0.192,176.21,0
rebecca black,friday,2011,03,0.684,0.889,8.0,-4.555,0.0,0.102,0.0307,2.57e-06,0.775,0.582,112.004,0
kenny chesney,somewhere with you,2010,09,0.68,0.849,1.0,-6.475,0.0,0.0376,0.0862,0.00013,0.174,0.536,111.969,0
my chemical romance,sing,2010,11,0.606,0.942,2.0,-3.618,1.0,0.0357,0.000233,7.07e-06,0.106,0.373,110.98,0
jamie foxx featuring drake,fall for your type,2013,06,0.596,0.395,1.0,-11.833,1.0,0.0897,0.404,5.73e-06,0.111,0.172,136.852,0
sugarland,little miss,2010,01,0.351,0.797,11.0,-4.286,1.0,0.0379,0.0959,4.12e-05,0.157,0.243,129.14,0
brad paisley,this is country music,2011,05,0.507,0.669,2.0,-5.104,1.0,0.0275,0.126,0.000263,0.111,0.484,88.525,0
eli young band,crazy girl,2011,01,0.358,0.708,4.0,-3.736,1.0,0.0315,0.0006,0.00498,0.281,0.227,150.966,0
kenny chesney,live a little,2010,09,0.642,0.886,7.0,-6.151,1.0,0.04,0.0207,0.0275,0.391,0.287,123.985,0
ronnie dunn,bleed red,2011,06,0.487,0.668,10.0,-4.251,1.0,0.0321,0.346,4.56e-05,0.107,0.184,90.083,0
sunny sweeney,from a table away,2011,01,0.547,0.805,8.0,-4.34,1.0,0.0293,0.0393,1.75e-05,0.332,0.557,110.027,0
dixie chicks,without you,1999,08,0.626,0.424,2.0,-8.952,1.0,0.0253,0.313,1.26e-05,0.134,0.173,91.812,0
tim mcgraw,felt good on my lips,2010,11,0.56,0.869,3.0,-3.804,1.0,0.0387,0.024,2.94e-06,0.136,0.519,136.001,0
mann,buzzin,2010,01,0.723,0.949,7.0,-4.216,0.0,0.228,0.132,0.0,0.355,0.59,104.004,0
miguel,sure thing,2010,11,0.684,0.603,11.0,-8.127,0.0,0.0989,0.0275,0.000311,0.191,0.504,81.0,0
travis porter,bring it back,2012,05,0.944,0.76,11.0,-4.355,0.0,0.0851,0.116,0.0,0.113,0.545,98.001,0
chris brown,no bs,2011,03,0.426,0.612,1.0,-6.359,0.0,0.0567,0.12,0.0,0.119,0.106,172.171,0
nickelback,far away,2005,09,0.518,0.797,6.0,-5.153,1.0,0.0309,0.000696,0.0,0.107,0.293,132.915,0
christina perri,arms,2011,05,0.463,0.755,4.0,-7.244,1.0,0.0634,0.11,4.89e-06,0.103,0.252,145.319,0
chris young,tomorrow,2011,07,0.441,0.644,11.0,-5.774,1.0,0.0363,0.56,0.0,0.109,0.349,141.733,0
chris young,voices,2009,08,0.552,0.788,0.0,-4.112,1.0,0.0525,0.38,0.0,0.15,0.641,76.528,0
kirk franklin,i smile,2011,03,0.745,0.753,1.0,-2.408,1.0,0.164,0.223,0.0,0.705,0.589,144.057,0
foo fighters,rope,2011,04,0.511,0.728,11.0,-4.874,0.0,0.037,2.52e-05,7.41e-05,0.0725,0.541,138.179,0
miranda cosgrove,dancing crazy,2010,12,0.667,0.813,9.0,-4.357,1.0,0.0553,0.00103,0.0,0.0861,0.636,105.976,0
britney spears,...baby one more time,1999,01,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,0
monica,angel of mine,1998,07,0.592,0.562,10.0,-6.869,0.0,0.0239,0.00373,3.23e-05,0.223,0.208,90.16,0
brandy,have you ever?,1998,05,0.698,0.533,2.0,-6.246,1.0,0.0437,0.542,0.0,0.333,0.275,134.001,0
deborah cox,nobodys supposed to be here,1998,09,0.662,0.531,8.0,-5.3,1.0,0.0361,0.202,1.16e-05,0.595,0.399,119.957,0
third eye blind,jumper,1997,04,0.599,0.543,0.0,-9.226,1.0,0.0302,0.0129,0.00193,0.291,0.624,91.105,0
eagle-eye cherry,save tonight,1998,07,0.547,0.693,0.0,-8.786,1.0,0.0353,9.24e-05,5.46e-05,0.113,0.583,119.567,0
gerald levert,taking everything,2010,08,0.679,0.71,3.0,-5.395,0.0,0.0453,0.0887,0.0,0.107,0.299,113.769,0
will smith,miami,1997,10,0.877,0.534,1.0,-6.18,1.0,0.151,0.0339,1.73e-05,0.0441,0.89,108.171,0
tyrese,lately,1998,08,0.541,0.701,7.0,-7.287,0.0,0.102,0.0761,0.0,0.0763,0.334,80.057,0
aerosmith,i dont want to miss a thing,1998,06,0.383,0.662,2.0,-5.162,1.0,0.0333,0.165,0.0,0.248,0.138,121.154,0
lauryn hill,doo wop (that thing),1998,08,0.535,0.505,2.0,-8.926,0.0,0.245,0.0393,0.0,0.0923,0.495,99.935,0
dru hill,these are the times,1998,01,0.717,0.483,9.0,-9.314,0.0,0.0284,0.13,0.0,0.0866,0.352,109.961,0
shania twain,from this moment on,2004,01,0.46,0.505,9.0,-5.487,1.0,0.0266,0.42,0.0,0.134,0.22,135.757,0
whitney houston feat. faith evans & kelly price,heartbreak hotel,1998,11,0.724,0.535,3.0,-7.616,0.0,0.0588,0.0477,0.0,0.0314,0.664,133.816,0
goo goo dolls,iris,1998,09,0.315,0.715,11.0,-8.072,0.0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,0
boyz ii men,i will get there,1998,01,0.314,0.299,1.0,-13.685,1.0,0.0333,0.827,0.0,0.0923,0.506,87.757,0
jo dee messina,stand beside me,1998,03,0.587,0.72,0.0,-7.746,1.0,0.0278,0.179,0.0,0.0878,0.33,99.916,0
2pac,changes,1998,01,0.862,0.676,7.0,-6.336,1.0,0.0859,0.0378,0.0,0.251,0.281,111.111,0
new radicals,you get what you give,1998,01,0.618,0.896,2.0,-5.357,1.0,0.0307,0.171,0.0,0.0875,0.711,113.961,0
tim mcgraw,for a little while,2015,06,0.554,0.815,7.0,-7.954,1.0,0.0256,0.133,0.0,0.0778,0.618,99.333,0
lenny kravitz,fly away,1998,05,0.586,0.872,7.0,-5.066,1.0,0.0483,0.018,0.0,0.622,0.729,159.925,0
faith hill,this kiss,1998,04,0.398,0.804,11.0,-5.559,1.0,0.0451,0.175,0.0,0.181,0.709,186.752,0
diamond rio,unbelievable,1998,07,0.765,0.596,11.0,-7.586,1.0,0.0518,0.5,0.0,0.289,0.941,158.112,0
sara evans,no place that far,1998,10,0.547,0.373,0.0,-7.336,1.0,0.0273,0.504,0.0,0.176,0.182,132.741,0
sheryl crow,my favorite mistake,1998,09,0.609,0.741,4.0,-8.193,0.0,0.0314,0.00643,0.000204,0.322,0.613,104.68,0
barenaked ladies,its all been done,1998,07,0.521,0.919,2.0,-3.146,1.0,0.0475,0.000173,0.00218,0.301,0.746,131.726,0
next,too close,1997,09,0.847,0.402,7.0,-9.952,1.0,0.0641,0.0118,0.0,0.283,0.752,99.693,0
lauryn hill,ex-factor,1998,08,0.593,0.619,3.0,-9.003,0.0,0.0976,0.118,0.0,0.484,0.668,80.02,0
matchbox 20,back 2 good,1996,10,0.559,0.504,7.0,-9.455,1.0,0.0246,0.106,0.0,0.13,0.479,89.051,0
randy travis,spirit of a boy  wisdom of a man,1998,01,0.462,0.406,3.0,-10.816,1.0,0.0276,0.667,3.39e-05,0.117,0.254,71.887,0
