Title,ArtistName,Rank,Weeks,isNew,Target
"bpop a cap in yo ass""""",,0,0,1,0
swing swang,,0,0,1,0
you say keep it gangsta,,0,0,1,0
use me,,0,0,1,0
living underground,,0,0,1,0
"bdont stop the music""""",,0,0,1,0
destination eschaton ,,0,0,1,0
all that you need,,0,0,1,0
innocence,,0,0,1,0
heal ,,0,0,1,0
redwing,,0,0,1,0
conscience ah heng dem ,,0,0,1,0
nur eine nacht mit dir,,0,0,1,0
never be ready,,0,0,1,0
if i know you,,0,0,1,0
unlove me,,0,0,1,0
nonfiction,,0,0,1,0
be healthy,,0,0,1,0
shut your eyes,,0,0,1,0
raketen,,0,0,1,0
apertura in jazz,,0,0,1,0
ready to go,,0,0,1,0
bust at you [,,0,0,1,0
disease,,0,0,1,0
away in a manger,,0,0,1,0
nordcore,,0,0,1,0
bmas p** ,,0,0,1,0
the epi-pen,,0,0,1,0
loba,,0,0,1,0
romantic rights,,0,0,1,0
vortex,,0,0,1,0
left to starve,,0,0,1,0
stairs to the attic,,0,0,1,0
if ever,,0,0,1,0
guidum,,0,0,1,0
cavasamba um ,,0,0,1,0
between me & you kid ,,0,0,1,0
secrets,,0,0,1,0
verde bosque,,0,0,1,0
maria de santiago,,0,0,1,0
"bshes little and shes low""""",,0,0,1,0
the girl from ipanema ,,0,0,1,0
spaced invader ,,0,0,1,0
now we know,,0,0,1,0
cnn war theme,,0,0,1,0
tien an man dream again,,0,0,1,0
down at the old corral ,,0,0,1,0
luna de miel en guama,,0,0,1,0
super rista,,0,0,1,0
spotlight,,0,0,1,0
breathless,,0,0,1,0
mill creek,,0,0,1,0
the money will roll right in,,0,0,1,0
"boh its you""""",,0,0,1,0
tell me who,,0,0,1,0
federico,,0,0,1,0
devil in the wood pile,,0,0,1,0
leave!,,0,0,1,0
you are allowed 20 birthday parties ,,0,0,1,0
elbow macaroni ,,0,0,1,0
as the sleeper awakes,,0,0,1,0
hablando a un cristal,,0,0,1,0
into hiding,,0,0,1,0
bdont let me come home a stranger ,,0,0,1,0
kakou,,0,0,1,0
when you wish upon a star,,0,0,1,0
cami\xc3\xb1o de santiago,,0,0,1,0
blink of an eye ,,0,0,1,0
where youth and laughter go,,0,0,1,0
break,,0,0,1,0
the radio saved my life tonight,,0,0,1,0
going out west,,0,0,1,0
lotion ,,0,0,1,0
the death of romance,,0,0,1,0
"bchildrens song no. 3""""",,0,0,1,0
pr\xc3\xa4natalabh\xc3\xa4rtung,,0,0,1,0
someday,,0,0,1,0
earrings on the table,,0,0,1,0
seed will grow,,0,0,1,0
raining revolution ,,0,0,1,0
the blackest years ,,0,0,1,0
sounds so good,,0,0,1,0
high horse,,0,0,1,0
american dreams,,0,0,1,0
the letters,,0,0,1,0
ases\xc3\xadname,,0,0,1,0
lingan,,0,0,1,0
common tear,,0,0,1,0
sparkle,,0,0,1,0
when i grow up,,0,0,1,0
caravane ,,0,0,1,0
korean waterhole,,0,0,1,0
headsprung,,0,0,1,0
dumb it down ,,0,0,1,0
on misty pathways,,0,0,1,0
proud mary,,0,0,1,0
turn it over ,,0,0,1,0
affaire mokuwa,,0,0,1,0
a fiery stride ,,0,0,1,0
altas horas,,0,0,1,0
hold me,,0,0,1,0
nothing in rambling,,0,0,1,0
my god will always be enough,,0,0,1,0
stay loose,,0,0,1,0
cry yourself to sleep,,0,0,1,0
"bif loving you is wrong i dont wanna be right""""",,0,0,1,0
how do i maintain pt. ii,,0,0,1,0
tongue,,0,0,1,0
son of a bitch,,0,0,1,0
mind control,,0,0,1,0
river run,,0,0,1,0
introduction ,,0,0,1,0
like it like that,,0,0,1,0
new day rising,,0,0,1,0
vibrators,,0,0,1,0
quitxalla,,0,0,1,0
radiation blues,,0,0,1,0
would you like,,0,0,1,0
give it,,0,0,1,0
b,,0,0,1,0
change you or change me ,,0,0,1,0
baggage,,0,0,1,0
second time around,,0,0,1,0
sodding about,,0,0,1,0
the future has arrived,,0,0,1,0
may the good lord bless and keep you,,0,0,1,0
standing on my own,,0,0,1,0
ride wit me,,0,0,1,0
esquilo n\xc3\xa3o samba,,0,0,1,0
reason,,0,0,1,0
assouf,,0,0,1,0
britney,,0,0,1,0
you ,,0,0,1,0
lost in space,,0,0,1,0
beautiful one,,0,0,1,0
who are you,,0,0,1,0
all the rage ,,0,0,1,0
red,,0,0,1,0
bdont go ,,0,0,1,0
dans ces villes,,0,0,1,0
the mojo,,0,0,1,0
ahead by a century,,0,0,1,0
family tree,,0,0,1,0
"bsomething bout love""""",,0,0,1,0
dungeon master,,0,0,1,0
between love & hate,,0,0,1,0
my prerogative,,0,0,1,0
near my soul,,0,0,1,0
cancion de amor,,0,0,1,0
tennessee blues ,,0,0,1,0
donde estas corazon,,0,0,1,0
unutmam,,0,0,1,0
hope  ,,0,0,1,0
soul music ,,0,0,1,0
124,,0,0,1,0
when a man loves a woman,,0,0,1,0
chanson sous la pluie,,0,0,1,0
all of this,,0,0,1,0
no mercy remix ,,0,0,1,0
bad creation,,0,0,1,0
a whiter shade of pale,,0,0,1,0
easy life ,,0,0,1,0
touch the sky,,0,0,1,0
allez_ glissez!,,0,0,1,0
oi! oi! oi!,,0,0,1,0
the one piece puzzle,,0,0,1,0
miina ja mikko markkinoilla,,0,0,1,0
mai,,0,0,1,0
bsaturday nights alright ,,0,0,1,0
"bcarries theme""""",,0,0,1,0
black night,,0,0,1,0
now and forever,,0,0,1,0
i could be dreaming,,0,0,1,0
slap u around,,0,0,1,0
la mam\xc3\xa1 de jimmy,,0,0,1,0
morning,,0,0,1,0
bing,,0,0,1,0
always,,0,0,1,0
are you putting me on the shelf,,0,0,1,0
per colpa tua,,0,0,1,0
100%,,0,0,1,0
seek 300,,0,0,1,0
the ghost at #1,,0,0,1,0
fast-track,,0,0,1,0
ring the alarm,,0,0,1,0
the chosen legacy,,0,0,1,0
drifting,,0,0,1,0
mango del monte,,0,0,1,0
tomara ,,0,0,1,0
compromise,,0,0,1,0
get moose and squirrel,,0,0,1,0
future traffic song,,0,0,1,0
"bthe house is rockin""""",,0,0,1,0
china doll,,0,0,1,0
the tube,,0,0,1,0
"bim running out of love""""",,0,0,1,0
dancing drums,,0,0,1,0
frei zu sein,,0,0,1,0
entanglement,,0,0,1,0
bnow im all over the place_ scoob ,,0,0,1,0
alla fine di tutto questo,,0,0,1,0
posterchild for tragedy,,0,0,1,0
signapur,,0,0,1,0
santa claus is coming to town,,0,0,1,0
matter of fact,,0,0,1,0
"blets plan a robbery""""",,0,0,1,0
juneau [live],,0,0,1,0
wildflowers ,,0,0,1,0
everyday,,0,0,1,0
these days,,0,0,1,0
da funk,,0,0,1,0
spain,,0,0,1,0
"bnatures disappearing""""",,0,0,1,0
when i grow up,,0,0,1,0
the loco motion,,0,0,1,0
silent night,,0,0,1,0
lost in the future,,0,0,1,0
starlight,,0,0,1,0
jaan - interlude,,0,0,1,0
1000 good intentions,,0,0,1,0
all the things you are,,0,0,1,0
white light,,0,0,1,0
zanzibar,,0,0,1,0
i surrender all,,0,0,1,0
everything i need,,0,0,1,0
gedroomd,,0,0,1,0
nie mehr heim,,0,0,1,0
house of love,,0,0,1,0
come to me tonight,,0,0,1,0
chant for eschaton 2000,,0,0,1,0
caught in the rain,,0,0,1,0
plastic dreams,,0,0,1,0
t\xc3\xba,,0,0,1,0
taste you,,0,0,1,0
carol,,0,0,1,0
deliverance,,0,0,1,0
another love song,,0,0,1,0
plus ch\xc3\xa8re la vie,,0,0,1,0
cabiria,,0,0,1,0
"bit wont be long now""""",,0,0,1,0
aziatic ,,0,0,1,0
problem inna the system,,0,0,1,0
yo odeconer,,0,0,1,0
voici les cl\xc3\xa9s,,0,0,1,0
make this love last,,0,0,1,0
the other side,,0,0,1,0
du verstehst mich nicht,,0,0,1,0
dicen por ahi,,0,0,1,0
babylon,,0,0,1,0
we will stand,,0,0,1,0
easy or not ,,0,0,1,0
how old are you,,0,0,1,0
descontrol,,0,0,1,0
genesis,,0,0,1,0
engine skull,,0,0,1,0
you gotta move,,0,0,1,0
put it off until tomorrow,,0,0,1,0
dream of ice,,0,0,1,0
soul simplicity,,0,0,1,0
"blivin on the edge""""",,0,0,1,0
realization: remorse,,0,0,1,0
mary had a little boy ,,0,0,1,0
the strongest wind that blows,,0,0,1,0
ill always love you,,0,0,1,0
infected,,0,0,1,0
les playboys ,,0,0,1,0
take me with you,,0,0,1,0
funk you,,0,0,1,0
bim a lazy sod ,,0,0,1,0
bdont worry about it ,,0,0,1,0
soc mediterrani,,0,0,1,0
bheavens hung in black ,,0,0,1,0
ready for love,,0,0,1,0
"btowin the line""""",,0,0,1,0
roger milla,,0,0,1,0
precious lord,,0,0,1,0
an old fashioned christmas,,0,0,1,0
belleza pasajera,,0,0,1,0
sky inferno,,0,0,1,0
"bmikhails dream""""",,0,0,1,0
slowly rising,,0,0,1,0
nas \xc3\xa1guas de amaralina,,0,0,1,0
zeit f\xc3\xbcr streit,,0,0,1,0
feeling blue,,0,0,1,0
glory bound ,,0,0,1,0
gangsta roll,,0,0,1,0
walking the back streets and crying,,0,0,1,0
mi morena ,,0,0,1,0
let thy ale swing,,0,0,1,0
"bits you""""",,0,0,1,0
natural ,,0,0,1,0
i know i can,,0,0,1,0
salario garantito ,,0,0,1,0
think back,,0,0,1,0
posters,,0,0,1,0
find another way,,0,0,1,0
loveless,,0,0,1,0
in da house skit,,0,0,1,0
o.r.p.,,0,0,1,0
freiwild,,0,0,1,0
popcorn,,0,0,1,0
bsimple livin ,,0,0,1,0
and the beat goes om,,0,0,1,0
fever dream,,0,0,1,0
"bif you dont pray for me""""",,0,0,1,0
pure hatred,,0,0,1,0
busted,,0,0,1,0
a movie of a placid lake on a moonless night in september - reprise,,0,0,1,0
pushbike song,,0,0,1,0
you live_ you die,,0,0,1,0
out deh,,0,0,1,0
fuego de noche_ nieve de d\xc3\xada,,0,0,1,0
process to decelerate,,0,0,1,0
fake plastic trees ,,0,0,1,0
quiero,,0,0,1,0
not a kid anymore,,0,0,1,0
"bdont let go""""",,0,0,1,0
why jack called,,0,0,1,0
tus viejas cartas,,0,0,1,0
be like that,,0,0,1,0
thanks a lot,,0,0,1,0
drive,,0,0,1,0
my heart goes up,,0,0,1,0
consume ,,0,0,1,0
fade away,,0,0,1,0
colin tries standing,,0,0,1,0
memory in the snow,,0,0,1,0
gone,,0,0,1,0
nomads alive,,0,0,1,0
o brother,,0,0,1,0
the dropsonde,,0,0,1,0
cent mille guitares,,0,0,1,0
what you waiting for?,,0,0,1,0
autumn,,0,0,1,0
quiero,,0,0,1,0
"bservin tha fiends""""",,0,0,1,0
broken boy soldier ,,0,0,1,0
tule l\xc3\xa4hemm\xc3\xa4s beibi,,0,0,1,0
paper tigers ,,0,0,1,0
"blets stop talkin about it""""",,0,0,1,0
ai ni bian cheng hen ni,,0,0,1,0
the homecoming song ,,0,0,1,0
dave d. blues ,,0,0,1,0
the darker side,,0,0,1,0
you know what they do to guys like us in prison ,,0,0,1,0
why do we do?,,0,0,1,0
my baby likes to shuffle,,0,0,1,0
beneath an evening sky,,0,0,1,0
juno,,0,0,1,0
"bwhats wrong""""",,0,0,1,0
final flash,,0,0,1,0
south,,0,0,1,0
when the broken hearted love again,,0,0,1,0
"bteasin brown""""",,0,0,1,0
la muneca de alcazar,,0,0,1,0
mindless,,0,0,1,0
never look back,,0,0,1,0
"bima bang""""",,0,0,1,0
a martyr for my love for you,,0,0,1,0
get-u-now,,0,0,1,0
m\xc3\xb6nchengladbach love,,0,0,1,0
explode ,,0,0,1,0
what he done for me,,0,0,1,0
truth and lies,,0,0,1,0
that old gang of mine,,0,0,1,0
"bdont get around much anymore""""",,0,0,1,0
the hunter,,0,0,1,0
those less fortunate than i,,0,0,1,0
be,,0,0,1,0
peaceful world,,0,0,1,0
there it go ,,0,0,1,0
cosmonaut,,0,0,1,0
stormtrooper ,,0,0,1,0
bad days,,0,0,1,0
man of no reputation,,0,0,1,0
all on our own,,0,0,1,0
la revoluci\xc3\xb3n,,0,0,1,0
hasta el final,,0,0,1,0
do it nice,,0,0,1,0
can you feel it?,,0,0,1,0
amazing ,,0,0,1,0
the monkey king,,0,0,1,0
you and your heart,,0,0,1,0
bwe cant win ,,0,0,1,0
les chaudrons,,0,0,1,0
feel so stupid ,,0,0,1,0
my funny valentine,,0,0,1,0
rock bottom,,0,0,1,0
snowdrops,,0,0,1,0
say yeah,,0,0,1,0
sweet southern comfort,,0,0,1,0
love unlimited ,,0,0,1,0
round and round,,0,0,1,0
water is alright in tay,,0,0,1,0
"bhappy valentines day""""",,0,0,1,0
wind in the wire ,,0,0,1,0
genuine,,0,0,1,0
a new heart,,0,0,1,0
savu h\xc3\xa4lvenee,,0,0,1,0
chasing cars,,0,0,1,0
king kong,,0,0,1,0
theme iii,,0,0,1,0
back to burn,,0,0,1,0
voodoo chile blues,,0,0,1,0
estoy pensando en t\xc3\xad,,0,0,1,0
"bsho enough""""",,0,0,1,0
"bleducation du corps des porcs""""",,0,0,1,0
l\xc3\xa0-bas,,0,0,1,0
when i am you,,0,0,1,0
ricky ticky toc,,0,0,1,0
old hobo,,0,0,1,0
after the fire,,0,0,1,0
tel que tu es,,0,0,1,0
skyswimmer,,0,0,1,0
les amours de nathalie,,0,0,1,0
por la calle abajo,,0,0,1,0
say how i feel,,0,0,1,0
"blets blame the lightman""""",,0,0,1,0
master of the universe,,0,0,1,0
my heart is yearning,,0,0,1,0
viaje al averno,,0,0,1,0
das telefon sagt du,,0,0,1,0
hardly wait,,0,0,1,0
"bthe burp heard round the world""""",,0,0,1,0
great big problem,,0,0,1,0
perca peso,,0,0,1,0
amores cobardes,,0,0,1,0
juste une petite fille,,0,0,1,0
nothing to lose,,0,0,1,0
grad,,0,0,1,0
so ist das nun mal,,0,0,1,0
state of the union,,0,0,1,0
your head,,0,0,1,0
everytime,,0,0,1,0
clap ur handz,,0,0,1,0
one hour empire,,0,0,1,0
my never,,0,0,1,0
dogon,,0,0,1,0
guitar rag,,0,0,1,0
welcome,,0,0,1,0
e se tu lontana sei,,0,0,1,0
sound clash,,0,0,1,0
memphis,,0,0,1,0
vienna,,0,0,1,0
mambo suavecito,,0,0,1,0
sete desejos,,0,0,1,0
gotta man,,0,0,1,0
"btime youll never get back""""",,0,0,1,0
new friend request ,,0,0,1,0
the matter with you ,,0,0,1,0
lose your money,,0,0,1,0
bari bossa,,0,0,1,0
boys,,0,0,1,0
mistadobalina,,0,0,1,0
good girl gone bad,,0,0,1,0
hotta,,0,0,1,0
la valse du mariage,,0,0,1,0
chitlins con carne,,0,0,1,0
"bcomin tonight""""",,0,0,1,0
t.v. eye ,,0,0,1,0
fuel the fire,,0,0,1,0
sedona suite ,,0,0,1,0
gina,,0,0,1,0
"bi cant feel you anymore""""",,0,0,1,0
"not homophobic/the word is cock"" ",,0,0,1,0
pieni maailma,,0,0,1,0
it came upon the midnight clear,,0,0,1,0
x-static,,0,0,1,0
vertigo,,0,0,1,0
this year ,,0,0,1,0
more to this,,0,0,1,0
mr. prime minister,,0,0,1,0
a new hope,,0,0,1,0
the sweetest curse,,0,0,1,0
volc\xc3\xa1n,,0,0,1,0
here comes the hotstepper,,0,0,1,0
what you deserve ,,0,0,1,0
wake me up when september ends ,,0,0,1,0
lesson learned,,0,0,1,0
"bwere back""""",,0,0,1,0
,,0,0,1,0
village attack/ the arrest,,0,0,1,0
complain,,0,0,1,0
daydreaming [jakwob remix],,0,0,1,0
everchanging,,0,0,1,0
too much informa,,0,0,1,0
so hot,,0,0,1,0
knocked up,,0,0,1,0
dark angel,,0,0,1,0
walls and cannonballs ,,0,0,1,0
no unexpected guests,,0,0,1,0
taste of dis ,,0,0,1,0
prvni vesela,,0,0,1,0
bloody pig pile ,,0,0,1,0
ven morena,,0,0,1,0
the date ,,0,0,1,0
b\xc3\xb6se,,0,0,1,0
byob ,,0,0,1,0
ass attack ,,0,0,1,0
old times sake,,0,0,1,0
eleanor put your boots on,,0,0,1,0
sally in the garden,,0,0,1,0
the joes mobilize,,0,0,1,0
ammonite,,0,0,1,0
so unhappy,,0,0,1,0
san cristobal,,0,0,1,0
if i ruled the world,,0,0,1,0
kashmiri love song,,0,0,1,0
party til the cows come home,,0,0,1,0
into a swan,,0,0,1,0
compulsory resurrection,,0,0,1,0
i hold your hand in mine [live at royal albert hall],,0,0,1,0
larger than life,,0,0,1,0
blessed assurance,,0,0,1,0
"bl envers du d\xc3\xa9cor""""",,0,0,1,0
from the blind ,,0,0,1,0
shameless,,0,0,1,0
little sister,,0,0,1,0
quiet time,,0,0,1,0
panda bear,,0,0,1,0
turning away,,0,0,1,0
rollercoaster ride,,0,0,1,0
suffocating under words of sorrow ,,0,0,1,0
"blaccord\xc3\xa9oniste""""",,0,0,1,0
tumba tumba,,0,0,1,0
hex breaker,,0,0,1,0
the melting moon ,,0,0,1,0
a la memoria del muerto,,0,0,1,0
"bsayin dope""""",,0,0,1,0
now you know,,0,0,1,0
as diehard as they come ,,0,0,1,0
reason with the beast,,0,0,1,0
so jah seh,,0,0,1,0
stronger than me,,0,0,1,0
only for the young,,0,0,1,0
the hustle,,0,0,1,0
"bwarriors quest""""",,0,0,1,0
anti geroi,,0,0,1,0
italian for goodbye ,,0,0,1,0
harajuku girls,,0,0,1,0
city slickers,,0,0,1,0
intro,,0,0,1,0
the ballad of sleeping beauty,,0,0,1,0
prognosis,,0,0,1,0
native soul,,0,0,1,0
mayday,,0,0,1,0
lake of dreams,,0,0,1,0
swallow the knife ,,0,0,1,0
because of you,,0,0,1,0
get it for free,,0,0,1,0
the thrill is gone,,0,0,1,0
closing scene,,0,0,1,0
slave to the wage,,0,0,1,0
un tipo como yo,,0,0,1,0
pienso en ti,,0,0,1,0
you are my memoir,,0,0,1,0
citizen of the planet,,0,0,1,0
shooting stars,,0,0,1,0
the cookie bakers of the night,,0,0,1,0
ghost town rituals ,,0,0,1,0
rattlesnake!,,0,0,1,0
doppelg\xc3\xa4nger [qliphothic phantasmagoria],,0,0,1,0
tomorrow gone,,0,0,1,0
a higher place ,,0,0,1,0
jenny take a ride,,0,0,1,0
ten tonne,,0,0,1,0
pero me acuerdo de t\xc3\xad,,0,0,1,0
the illusionist,,0,0,1,0
urgence,,0,0,1,0
god bless you ,,0,0,1,0
la route est belle,,0,0,1,0
bu dont hear me tho ,,0,0,1,0
terra,,0,0,1,0
our darkest days,,0,0,1,0
undertow,,0,0,1,0
"bdont let go""""",,0,0,1,0
this is not a crass song,,0,0,1,0
imagination,,0,0,1,0
something for the pain,,0,0,1,0
flashflood,,0,0,1,0
negativ song,,0,0,1,0
ojos gitanos,,0,0,1,0
zolte slonie,,0,0,1,0
drifting from town to town,,0,0,1,0
sahti waari,,0,0,1,0
nina nina,,0,0,1,0
still there for me,,0,0,1,0
feelings,,0,0,1,0
if you love me,,0,0,1,0
girls against boys ,,0,0,1,0
beholder of justice ,,0,0,1,0
corner stone,,0,0,1,0
welcome into my world,,0,0,1,0
unleashed,,0,0,1,0
explorador,,0,0,1,0
been fighting devilz,,0,0,1,0
porque me gusta a morir,,0,0,1,0
"bmonsieur qui sengraisse""""",,0,0,1,0
ulcer breakout,,0,0,1,0
for your passion my love,,0,0,1,0
outro,,0,0,1,0
naming ceremony,,0,0,1,0
if i talk to him,,0,0,1,0
black and blue,,0,0,1,0
changed my life,,0,0,1,0
won threw ate,,0,0,1,0
dutty wine,,0,0,1,0
the champ,,0,0,1,0
why?,,0,0,1,0
homegrown,,0,0,1,0
stay real,,0,0,1,0
vitrier,,0,0,1,0
the hero dies in this one,,0,0,1,0
i feel so good,,0,0,1,0
"byou dont know me""""",,0,0,1,0
kitteldags,,0,0,1,0
coppershot,,0,0,1,0
"bplease dont lie to me""""",,0,0,1,0
45 pounds,,0,0,1,0
rue de nantes,,0,0,1,0
dump,,0,0,1,0
chela,,0,0,1,0
intro/chamber the cartridge,,0,0,1,0
blank eye stare,,0,0,1,0
u north,,0,0,1,0
loose talk,,0,0,1,0
judgement day,,0,0,1,0
hold on baby,,0,0,1,0
i cried all the way to the altar,,0,0,1,0
living the dream,,0,0,1,0
moses,,0,0,1,0
infernal calling,,0,0,1,0
taste it,,0,0,1,0
"byouve lost that lovin feelin""""",,0,0,1,0
emit remmus ,,0,0,1,0
towards eternity,,0,0,1,0
lent\xc3\xa4v\xc3\xa4 kalakukko,,0,0,1,0
got the bull by the horns,,0,0,1,0
some lie for love,,0,0,1,0
si juras regresar,,0,0,1,0
jack and benton,,0,0,1,0
safe sex,,0,0,1,0
a part of me,,0,0,1,0
space station liberty,,0,0,1,0
le chanteur malheureux,,0,0,1,0
no me imagino,,0,0,1,0
mirror ,,0,0,1,0
guayabera,,0,0,1,0
must have been the devil,,0,0,1,0
el momento,,0,0,1,0
country day,,0,0,1,0
bottle it up and go,,0,0,1,0
contact 00,,0,0,1,0
la m\xc3\xa9moire des jours,,0,0,1,0
intro,,0,0,1,0
rette mich sp\xc3\xa4ter ,,0,0,1,0
dime si me quieres,,0,0,1,0
summer shudder,,0,0,1,0
"bthe worldll be ok""""",,0,0,1,0
crushed pears,,0,0,1,0
ver de feliz,,0,0,1,0
undertow,,0,0,1,0
the rock,,0,0,1,0
"bthats a woman""""",,0,0,1,0
back from the garden ,,0,0,1,0
jump n shout ,,0,0,1,0
the space between,,0,0,1,0
poison lips,,0,0,1,0
helium,,0,0,1,0
mikawa miya,,0,0,1,0
almendra,,0,0,1,0
walk with you,,0,0,1,0
below the stars,,0,0,1,0
loko,,0,0,1,0
dance_ dance,,0,0,1,0
wet the clu,,0,0,1,0
por arriesgarnos,,0,0,1,0
zero,,0,0,1,0
unbreakable,,0,0,1,0
who was i kidding,,0,0,1,0
bive been lonely ,,0,0,1,0
leader ,,0,0,1,0
stop whispering ,,0,0,1,0
death or jail,,0,0,1,0
the name is...,,0,0,1,0
gnosis,,0,0,1,0
wildcat days ,,0,0,1,0
warning,,0,0,1,0
shelter your needs,,0,0,1,0
limelighters ,,0,0,1,0
last good time in town,,0,0,1,0
remember me lover ,,0,0,1,0
hunting,,0,0,1,0
n\xc3\xa3o adianta,,0,0,1,0
antidote for the underdog,,0,0,1,0
swing vagabond,,0,0,1,0
no answer ,,0,0,1,0
not today,,0,0,1,0
next year,,0,0,1,0
chaco ,,0,0,1,0
i need love,,0,0,1,0
just an illusion,,0,0,1,0
the painter,,0,0,1,0
memory,,0,0,1,0
ty\xc3\xb6nn\xc3\xa4 k\xc3\xa4nnykk\xc3\xa4 hanuriin,,0,0,1,0
digitaria,,0,0,1,0
sensations,,0,0,1,0
como caramelo de lim\xc3\xb3n,,0,0,1,0
the burning season ,,0,0,1,0
did you get my message?  ,,0,0,1,0
do you know? ,,0,0,1,0
"bshouldve said no""""",,0,0,1,0
phorever people,,0,0,1,0
"bwere new yorkers now!""""",,0,0,1,0
shake it up ,,0,0,1,0
passo de anjo,,0,0,1,0
we meet at last,,0,0,1,0
bishop hopping,,0,0,1,0
falling leaves,,0,0,1,0
byall cant never hurt us ,,0,0,1,0
do ya thing ,,0,0,1,0
kids now,,0,0,1,0
night of the hunter ,,0,0,1,0
because you loved me ,,0,0,1,0
mean machine ,,0,0,1,0
ship in a painting,,0,0,1,0
ba man holdin on ,,0,0,1,0
"bdodos bounce""""",,0,0,1,0
revolution action,,0,0,1,0
the date ,,0,0,1,0
killer barracuda,,0,0,1,0
"blappart""""",,0,0,1,0
give it to me,,0,0,1,0
she ,,0,0,1,0
poes\xc3\xada de amor,,0,0,1,0
the doug mccomb over,,0,0,1,0
june 26th_ 1999 - slight,,0,0,1,0
micael,,0,0,1,0
serus,,0,0,1,0
gin house blues,,0,0,1,0
the healer,,0,0,1,0
bleeds no more ,,0,0,1,0
mercury & solace,,0,0,1,0
rewind,,0,0,1,0
jump [jacques lu cont edit],,0,0,1,0
judgement,,0,0,1,0
junge r\xc3\xb6mer,,0,0,1,0
dark horse,,0,0,1,0
tastes so good to me,,0,0,1,0
boxed in ,,0,0,1,0
jam 4 u,,0,0,1,0
never again,,0,0,1,0
play,,0,0,1,0
"bi dont want to hear any more""""",,0,0,1,0
the shaskeen / gan ainm,,0,0,1,0
santeleco,,0,0,1,0
que vas a hacer conmigo,,0,0,1,0
anyday,,0,0,1,0
get me to the church on time,,0,0,1,0
the remembrance ballad ,,0,0,1,0
the book of disquiet,,0,0,1,0
the earth will shake,,0,0,1,0
gravedom,,0,0,1,0
intro,,0,0,1,0
ghetto child,,0,0,1,0
just say yes,,0,0,1,0
commercial reign,,0,0,1,0
am i that easy to forget,,0,0,1,0
teri nau ke paune teen,,0,0,1,0
white christmas,,0,0,1,0
canyon,,0,0,1,0
real world,,0,0,1,0
supertouch/shitfit ,,0,0,1,0
head over heels,,0,0,1,0
day old blues,,0,0,1,0
boo hoo,,0,0,1,0
"bwhats love got to do with it""""",,0,0,1,0
amigo m\xc3\xado,,0,0,1,0
photographs,,0,0,1,0
dancing shoes,,0,0,1,0
no me llores m\xc3\xa1s,,0,0,1,0
amie,,0,0,1,0
soldiers of doomsday\xc2\xa0,,0,0,1,0
folly ranking,,0,0,1,0
co co my my,,0,0,1,0
good day,,0,0,1,0
july,,0,0,1,0
at the atlantis,,0,0,1,0
my babe,,0,0,1,0
le poulet,,0,0,1,0
daydreaming the color of blood,,0,0,1,0
"bkablammin it""""",,0,0,1,0
all my life ,,0,0,1,0
rock star,,0,0,1,0
terminus,,0,0,1,0
life in line,,0,0,1,0
lachen und weinen,,0,0,1,0
infantil ,,0,0,1,0
it feels so good ,,0,0,1,0
the never-ending why,,0,0,1,0
lost tribe,,0,0,1,0
"bplease hammer dont hurt em""""",,0,0,1,0
ruta del coya,,0,0,1,0
keep it like it is,,0,0,1,0
the beginning ,,0,0,1,0
"bsur lautre rive""""",,0,0,1,0
"bthats the way it is""""",,0,0,1,0
te ando buscando,,0,0,1,0
wind and water,,0,0,1,0
marie marie,,0,0,1,0
lost,,0,0,1,0
in the midnight hour,,0,0,1,0
you found me,,0,0,1,0
nothing but sky [outro] ,,0,0,1,0
someday my luck will change,,0,0,1,0
ulan bator girls,,0,0,1,0
so do i,,0,0,1,0
help me make it through the night,,0,0,1,0
al final,,0,0,1,0
stir the gift,,0,0,1,0
the beat of my heart,,0,0,1,0
"bdoesnt get much better""""",,0,0,1,0
bye bye,,0,0,1,0
diamond in the rough,,0,0,1,0
clothes of sand,,0,0,1,0
fuck you,,0,0,1,0
what evil lurks,,0,0,1,0
nie wieder ,,0,0,1,0
mutations,,0,0,1,0
immortal_ invisible,,0,0,1,0
quest for oneness,,0,0,1,0
life deprived,,0,0,1,0
did we not choose each other,,0,0,1,0
it feels like rain,,0,0,1,0
genio atrapado,,0,0,1,0
matti ja teppo,,0,0,1,0
so ist das nun mal,,0,0,1,0
big leg woman gets my pay,,0,0,1,0
baint no right ,,0,0,1,0
bumbling along,,0,0,1,0
we have all the time in the world,,0,0,1,0
"bit wont rain always""""",,0,0,1,0
mood ring,,0,0,1,0
absolute,,0,0,1,0
amor de juventud,,0,0,1,0
what you made me ,,0,0,1,0
wameru  ,,0,0,1,0
we march to the beat of indifferent drum,,0,0,1,0
te extra\xc3\xb1o porque te extra\xc3\xb1o,,0,0,1,0
nobody to blame,,0,0,1,0
almost grown,,0,0,1,0
stratus ,,0,0,1,0
intro,,0,0,1,0
the ocean ,,0,0,1,0
the only one i trust,,0,0,1,0
to the lions,,0,0,1,0
blets stay together ,,0,0,1,0
studio gangster,,0,0,1,0
the cool down,,0,0,1,0
tokyo freeze,,0,0,1,0
solemn,,0,0,1,0
oh! doctor,,0,0,1,0
freak break,,0,0,1,0
them no care,,0,0,1,0
bwer einmal a gesagt ,,0,0,1,0
la pr\xc3\xa9tention de rien,,0,0,1,0
cry,,0,0,1,0
they have a name,,0,0,1,0
smile,,0,0,1,0
who r ya,,0,0,1,0
