Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
shai hulud,we who finish last,2008,5,0.327,0.995,5,-3.808,1,0.172,0.0076,0,0.902,0.335,136.241,0
captain hollywood project,all i want,1993,3,0.717,0.677,4,-12.76,0,0.0662,0.102,0.0794,0.0912,0.267,109.877,0
luis fonsi,nada es para siempre,2005,1,0.524,0.516,4,-8.342,0,0.0426,0.238,0,0.119,0.457,155.964,1
ma rainey,night time blues,2006,8,0.541,0.322,10,-10.32,1,0.0328,0.995,0.25,0.154,0.605,85.821,0
donell jones,u know whats up,1999,5,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73E-05,0.0419,0.868,103.032,1
steve porter,mindless,2000,3,0.746,0.954,2,-10.101,1,0.073,2.44E-05,0.864,0.0459,0.12,139.013,0
kane,all i can do,2005,9,0.264,0.312,8,-8.987,1,0.0411,0.116,0.000505,0.138,0.218,184.793,0
bebo norman,sunday,2006,9,0.498,0.554,5,-10.709,1,0.0307,0.359,1.54E-06,0.0687,0.315,90.187,0
abysmal dawn,programmed to consume,2008,5,0.407,0.986,1,-6.494,1,0.286,0.000364,0.275,0.121,0.111,125.317,0
bo bice,the real thing,2005,10,0.494,0.87,2,-4.33,1,0.0413,0.0707,2.98E-05,0.0798,0.504,146.882,1
madonna,vogue [live],2017,9,0.755,0.685,1,-8.704,1,0.0853,0.00343,0.00671,0.199,0.109,119.996,0
gertrudis,oye,2009,3,0.704,0.918,4,-7.738,0,0.0464,0.386,0.205,0.765,0.889,114.252,0
clay davidson,unconditional,2000,1,0.562,0.451,7,-7.799,1,0.0266,0.419,0,0.104,0.277,132.949,1
darwin hobbs,praz him (broken album version),2003,1,0.78,0.893,1,-4.725,1,0.156,0.0405,0,0.381,0.797,103.037,0
britney spears,circus,2009,1,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,1
dave eggar,deep blue,2009,5,0.166,0.0371,0,-25.663,1,0.0415,0.741,0.897,0.107,0.0377,129.982,0
kenny chesney,how forever feels,1999,2,0.723,0.674,7,-7.427,1,0.0297,0.0986,1.83E-05,0.279,0.61,124.9,1
danny elfman,the kingdom - titles,2007,1,0.612,0.613,1,-13.796,1,0.0569,0.458,0.823,0.152,0.483,128.646,0
eddie cantor,when my ship comes in,1994,4,0.633,0.147,3,-15.592,1,0.146,0.981,0,0.317,0.412,108.175,0
k.t. oslin,come next monday,1993,4,0.757,0.525,9,-11.261,1,0.0418,0.276,2.23E-05,0.0385,0.843,81.939,0
solo,where do u want me to put it,1995,1,0.778,0.762,8,-5.85,1,0.0527,0.245,0,0.0901,0.811,87.005,1
uncle kracker,smile,2009,9,0.541,0.812,4,-3.764,1,0.0336,0.203,0,0.42,0.607,141.056,1
wyclef jean,guantanamera,1997,6,0.833,0.431,2,-8.992,1,0.178,0.00195,0.000278,0.124,0.385,87.97,0
bacilos,sangre americana,2004,9,0.68,0.768,5,-5.255,1,0.0466,0.412,0,0.231,0.909,155.951,0
mindy mccready,ten thousand angels,1996,4,0.469,0.606,10,-5.684,1,0.0357,0.151,0,0.078,0.53,201.26,0
maroon 5,sunday morning,2002,6,0.607,0.76,0,-5.229,1,0.0482,0.0745,0,0.0595,0.805,88.059,1
new edition,hot 2nite,2016,7,0.726,0.799,1,-5.082,0,0.173,0.49,0,0.14,0.867,100.069,1
jesus jones,"right here, right now",1991,1,0.657,0.608,2,-13.565,1,0.0287,0.0088,3.45E-06,0.103,0.723,106.862,1
primordial,here i am king,2009,3,0.0907,0.836,9,-5.414,0,0.0623,1.35E-06,0.955,0.277,0.153,87.5,0
the last days of jesus,life in line,2004,5,0.579,0.821,4,-6.55,1,0.0308,0.00243,0.0133,0.127,0.947,125.192,0
ice-t,"new jack hustler (ninos theme) (from new jack city"")""",1991,3,0.83,0.859,7,-9.213,1,0.124,0.000971,0,0.214,0.654,109.321,1
shanadoo,king kong,2017,3,0.804,0.844,5,-6.372,0,0.0471,0.00794,0.557,0.0418,0.773,139.974,0
behemoth,here and beyond,2002,1,0.312,0.948,1,-5.451,1,0.196,0.000591,8.63E-05,0.2,0.195,109.297,0
steel pulse,house of love,1997,8,0.756,0.744,1,-6.835,0,0.186,0.011,8.52E-06,0.0497,0.692,168.167,0
50 cent,if i cant,2003,1,0.877,0.64,11,-2.453,0,0.31,0.253,0,0.0244,0.887,93.961,1
scar symmetry,abstracted,2006,4,0.487,0.99,6,-4.048,1,0.0539,3.04E-05,0.0788,0.292,0.328,97.635,0
maximilian hecker,full of voices,2007,11,0.254,0.799,8,-8.418,1,0.0959,0.0874,0.0126,0.943,0.387,195.006,0
baroness,grad,2007,9,0.281,0.449,3,-9.173,1,0.0472,0.00129,0.751,0.121,0.105,117.422,0
john frizzell,no unexpected guests,2002,1,0.231,0.108,0,-22.97,0,0.0379,0.677,0.821,0.111,0.0362,85.517,0
the ting tings,thats not my name,2008,7,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,1
paula abdul,vibeology,1991,1,0.722,0.758,1,-9.33,1,0.0622,0.00485,0.00246,0.0768,0.645,117.975,1
glee cast,last christmas,2010,11,0.63,0.757,5,-6.005,1,0.0254,0.00716,0,0.348,0.65,106.885,1
aly & aj,greatest time of year,2006,1,0.517,0.828,5,-5.076,1,0.0436,0.000199,0,0.73,0.86,150.957,1
long beach dub allstars,free love,2001,1,0.692,0.77,7,-1.663,0,0.0356,0.0189,0,0.124,0.863,150.4,0
matchbox twenty,if youre gone,2000,5,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33E-06,0.126,0.361,109.933,1
sir mix-a-lot,baby got back,1992,1,0.933,0.666,8,-11.277,1,0.308,0.00458,0,0.0908,0.635,128.466,1
concretes,souvenirs,2007,10,0.607,0.488,2,-7.632,1,0.0278,0.322,0.0472,0.234,0.488,119.697,0
soilwork,as the sleeper awakes,2007,10,0.49,0.983,7,-5.286,1,0.14,2.18E-05,0.907,0.295,0.307,114.012,0
las ketchup,doble bombo,2006,4,0.525,0.859,0,-3.686,1,0.0726,0.0159,0,0.117,0.676,168.007,0
the northern pikes,she aint pretty,1990,1,0.623,0.787,4,-8.519,0,0.0356,0.112,0,0.139,0.769,133.91,1
tantric,walk away,2009,8,0.514,0.973,2,-1.992,1,0.0422,0.000221,3.70E-06,0.117,0.871,160.048,0
foo fighters,razor,2005,6,0.542,0.272,2,-12.909,1,0.0349,0.94,0.00669,0.11,0.203,125.465,0
three days grace,animal i have become,2006,6,0.553,0.853,8,-3.668,1,0.0339,0.000684,0,0.126,0.506,122.023,1
glee cast,happy days are here again / get happy,2010,10,0.36,0.362,8,-6.624,1,0.0303,0.845,0,0.0701,0.219,68.789,1
sex pistols,chatterbox,2010,12,0.25,0.775,4,-5.715,0,0.0381,1.77E-06,0.899,0.366,0.38,146.752,0
radiohead,everything in its right place,2000,10,0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,0
babylon disco,funk you,2005,2,0.5,0.886,10,-5.706,0,0.14,0.0807,0.0163,0.325,0.466,99.429,0
eliane elias,all the things you are,1995,1,0.372,0.0787,5,-26.804,0,0.0455,0.995,0.928,0.121,0.148,139.764,0
the cure,mint car,1996,5,0.602,0.945,2,-3.293,1,0.0623,0.0663,0,0.386,0.761,143.844,1
john mayer,bigger than my body,2003,9,0.607,0.936,4,-3.071,1,0.033,0.0121,0.0418,0.309,0.517,117.303,1
nick cave & the bad seeds,new morning (live),1993,9,0.312,0.474,7,-9.513,1,0.0284,0.316,5.30E-06,0.967,0.351,140.914,0
eric burdon,leos place,2017,1,0.611,0.517,7,-12.042,1,0.0342,0.462,8.02E-06,0.0935,0.729,138.519,0
erja lyytinen,soul of a man,2010,5,0.536,0.166,7,-11.397,1,0.0364,0.889,0,0.109,0.456,168.041,0
juice leskinen,marilyn,2017,12,0.374,0.799,0,-7.083,1,0.0426,0.752,0.00835,0.168,0.802,161.922,0
britney spears,radar,2007,10,0.642,0.722,4,-4.845,0,0.167,0.293,0,0.337,0.513,127.959,1
backstreet boys,pda,2009,10,0.798,0.84,6,-6.559,0,0.0879,0.00518,0,0.142,0.867,122.958,0
tha liks,yo mouth (skit),2001,5,0.374,0.43,3,-10.155,0,0.131,0.73,0,0.712,0.865,71.104,0
big & rich,save a horse (ride a cowboy),2009,9,0.7,0.896,2,-2.276,1,0.191,0.108,0,0.453,0.817,102.065,1
disembowelment,your prophetic throne of ivory,2007,6,0.267,0.814,7,-7.948,0,0.066,0.0213,0.546,0.125,0.039,113.866,0
beyonce,halo,2008,11,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,1
glee cast,time warp,2010,10,0.395,0.817,11,-5.757,0,0.125,0.0442,7.23E-05,0.243,0.635,176.196,1
evanescence,good enough,2006,1,0.39,0.208,0,-11.402,1,0.035,0.913,0.000348,0.124,0.0546,114.838,0
marc lavoine,si tu veux le savoir,2001,1,0.594,0.214,4,-13.276,1,0.0374,0.866,0.0149,0.116,0.298,140.143,0
daddy yankee / may-be,que vas a hacer?,2004,7,0.769,0.689,9,-6.276,0,0.0877,0.0123,0.0188,0.104,0.591,92.019,0
zac brown band,free,2008,11,0.453,0.412,1,-7.539,1,0.0276,0.24,0.00021,0.101,0.282,75.752,1
non stop djs,hoes & discos,2007,2,0.87,0.605,5,-10.146,0,0.39,0.000303,0.551,0.205,0.732,75.495,0
smokie norful,i need you now,2002,1,0.339,0.273,5,-9.945,0,0.0309,0.729,0,0.152,0.304,96.804,1
colin james,sending a message,2003,9,0.562,0.762,11,-7.289,1,0.0903,0.202,0.000553,0.0586,0.599,149.47,0
keyshia cole,heaven sent,2007,1,0.538,0.728,2,-3.663,0,0.0524,0.074,0,0.0776,0.437,78.427,1
novaspace,dancing with tears in my eyes 2004 (nova mix (club version)),2004,10,0.606,0.956,6,-8.481,0,0.0502,0.000197,0.654,0.107,0.364,140.01,0
gary allan,man to man,2007,1,0.578,0.778,10,-8.847,1,0.0427,0.00751,1.56E-05,0.271,0.633,111.637,1
amy winehouse,valerie,2007,1,0.739,0.365,5,-5.731,0,0.0415,0.751,1.65E-06,0.161,0.699,96.095,0
saliva,always,2002,11,0.363,0.916,1,-4.344,1,0.0634,0.00944,0,0.174,0.38,182.131,1
bassturk,unutmam,2007,12,0.567,0.475,2,-10.095,0,0.067,0.2,0,0.378,0.145,136.075,0
ty herndon,what mattered most,1995,4,0.529,0.509,0,-8.926,1,0.0253,0.415,0,0.171,0.27,142.311,1
m.i.a.,paper planes,2007,1,0.457,0.854,2,-6.2,1,0.265,0.0277,9.62E-05,0.731,0.485,172.231,1
heavy d / mcgruff,wanna be a player,1997,1,0.858,0.738,9,-9.023,1,0.299,0.0977,0,0.261,0.734,97.038,0
pierre perret,marcel,2017,10,0.696,0.57,10,-7.266,1,0.0386,0.82,0,0.142,0.894,120.653,0
marc shaiman,blame canada ( from: south park ),2007,1,0.746,0.277,5,-14.3,1,0.059,0.989,0.898,0.0994,0.58,136.79,0
pepper,stormtrooper (live),2009,4,0.452,0.819,11,-5.539,0,0.223,0.393,0,0.809,0.809,147.317,0
williamson,breathe easy,2005,1,0.312,0.431,4,-9.36,1,0.0477,0.84,0.00084,0.092,0.213,77.433,0
five for fighting,the riddle,2006,6,0.59,0.562,10,-5.8,1,0.029,0.327,0,0.135,0.271,119.429,1
deborah coleman,confused,2000,3,0.585,0.872,2,-3.163,1,0.0351,0.00343,0,0.0697,0.571,127.015,0
krystof,ostravaczech,2006,10,0.661,0.511,0,-10.138,1,0.0292,0.684,0.0335,0.658,0.512,130.051,0
zombiesuckers,the nightmare begins,2010,3,0.123,0.122,1,-22.049,1,0.034,0.686,0.904,0.152,0.0384,69.854,0
d4l,betcha cant do it like me,2005,11,0.901,0.359,10,-8.198,0,0.248,0.00956,0,0.0752,0.219,149.019,1
glee cast featuring gwyneth paltrow,forget you,2010,11,0.674,0.736,2,-5.446,1,0.0385,0.0704,1.89E-06,0.15,0.85,127.427,1
little brother,second chances feat. bilal & darien brockington,2010,4,0.54,0.626,11,-7.352,0,0.399,0.196,0,0.0648,0.693,94.128,0
usher,nice & slow,1997,9,0.819,0.299,5,-11.964,0,0.122,0.153,0,0.3,0.515,121.913,1
mau mau,balon combo,2004,1,0.657,0.929,11,-7.104,0,0.0757,0.124,0,0.0932,0.885,97.862,0
aaliyah,at your best (you are love),1994,5,0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094,1
speaker,joking,1999,1,0.511,0.822,9,-4.503,0,0.0398,0.0153,3.11E-06,0.6,0.365,132.035,0
crazy horse,e se tu lontana sei,2011,3,0.283,0.562,2,-8.46,0,0.0342,0.128,0.000901,0.104,0.452,106.615,0
glee cast,beautiful,2010,5,0.253,0.42,5,-6.241,0,0.0335,0.63,0,0.11,0.102,64.967,1
the crystal method,keep hope alive,1997,1,0.42,0.968,7,-9.047,1,0.07,0.00121,0.891,0.0921,0.37,124.837,0
matchbox 20,back 2 good,1996,10,0.559,0.504,7,-9.455,1,0.0246,0.106,0,0.13,0.479,89.051,1
qt,my baby mama,2012,4,0.688,0.519,2,-8.629,1,0.0421,0.114,0,0.0565,0.385,124.125,1
destinys child,say my name,1999,7,0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.734,138.009,1
duffy,mercy,2008,1,0.792,0.85,0,-3.621,1,0.0329,0.289,0.00012,0.132,0.965,129.906,1
julie roberts,the chance,2004,1,0.539,0.306,1,-11.625,1,0.0455,0.624,0,0.104,0.113,140.208,0
martin sexton,ice cream man,2002,4,0.628,0.659,8,-8.664,0,0.0728,0.0416,0.000554,0.977,0.42,133.811,0
firehouse,talk of the town,1992,3,0.656,0.747,1,-8.098,1,0.0316,4.11E-05,0.192,0.139,0.958,119.428,0
cracker,dr. bernice,1992,1,0.685,0.126,2,-19.647,1,0.0486,0.605,2.57E-06,0.3,0.488,113.955,0
goo goo dolls,big machine,2007,11,0.414,0.925,3,-2.534,1,0.061,0.000722,3.77E-05,0.358,0.599,108.848,1
positive k,i got a man,1992,1,0.808,0.753,7,-13.319,1,0.112,0.0789,0,0.341,0.796,103.753,1
toby keith,country comes to town,2008,1,0.698,0.921,9,-4.091,1,0.0387,0.0914,0,0.0602,0.685,123.766,1
5th ward boyz,studio gangster,2013,8,0.784,0.912,6,-5.891,0,0.313,0.147,0,0.243,0.794,82.859,0
n.w.a.,approach to danger (edited),2006,12,0.606,0.994,6,-4.593,1,0.405,0.0781,7.51E-06,0.221,0.346,94.916,0
micachu,just in case,2009,4,0.564,0.618,4,-8.339,0,0.146,0.738,0,0.173,0.869,110.804,0
william orbit,harry flowers,1993,1,0.583,0.251,7,-21.53,1,0.0352,0.0438,0.909,0.0749,0.21,146.365,0
butthole surfers,tongue,1993,1,0.308,0.752,1,-9.874,1,0.0522,0.000913,0.0376,0.43,0.202,128.169,0
tlc,dear lie,1999,2,0.548,0.444,0,-8.734,1,0.0293,0.0376,0,0.179,0.243,173.834,1
50 cent,u not like me,2003,1,0.803,0.852,11,-1.848,1,0.332,0.0549,0,0.0718,0.803,91.577,0
samy deluxe,denk,2004,1,0.493,0.893,1,-5.645,0,0.347,0.274,0.000163,0.255,0.636,70.858,0
citizen kaned,president johnson,2000,11,0.756,0.804,11,-8.371,1,0.131,0.00608,0.761,0.526,0.332,108.056,0
stefon harris,alovi,1999,1,0.547,0.387,7,-12.742,0,0.0371,0.892,0.0711,0.0895,0.295,132.036,0
gorillaz,november has come,2005,5,0.702,0.567,7,-8.561,1,0.239,0.0815,2.75E-05,0.0864,0.667,84.153,0
rita chiarelli,chiove,2011,3,0.329,0.0517,8,-14.781,1,0.0404,0.917,1.65E-06,0.111,0.169,78.724,0
gorillaz,white light,2005,5,0.595,0.831,11,-7.846,0,0.265,0.00135,0.822,0.34,0.407,154.845,0
r. kelly,happy people,2014,5,0.75,0.63,5,-5.511,0,0.0904,0.0623,0,0.107,0.722,97.038,1
chris brown,run it!,2005,11,0.85,0.482,1,-6.684,0,0.102,0.0246,0,0.387,0.217,100.957,1
corina,whispers,2005,2,0.652,0.803,4,-12.688,0,0.0546,0.00942,0.00183,0.349,0.441,122.699,1
nofx,my heart is yearning,1994,7,0.637,0.503,11,-11.619,0,0.0354,0.00176,0.627,0.0988,0.908,156.119,0
quadro nuevo,la muneca de alcazar,2002,10,0.534,0.339,2,-15.139,0,0.0373,0.798,0.919,0.158,0.339,107.408,0
seal,dont cry,1994,5,0.283,0.421,2,-8.112,1,0.0305,0.727,9.45E-05,0.33,0.151,92.545,1
john mayer,waiting on the world to change,2006,9,0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,1
rascal flatts,winner at a losing game,2007,1,0.443,0.599,7,-6.604,1,0.026,0.207,0,0.107,0.399,171.879,1
bloc party,zephyrus,2008,10,0.639,0.72,10,-7.318,0,0.349,0.0618,0.00107,0.0802,0.527,160.018,0
gary allan,right where i need to be,1999,1,0.528,0.692,1,-6.339,1,0.0327,0.307,4.91E-05,0.141,0.635,82.788,1
dru hill,were not making love no more,2005,10,0.555,0.509,3,-6.938,0,0.036,0.28,0,0.0966,0.184,113.99,1
mance lipscomb,so different blues,2009,12,0.513,0.367,1,-9.671,1,0.036,0.915,0,0.21,0.532,77.917,0
eminem,we made you,2009,5,0.922,0.859,2,-1.152,1,0.079,0.101,1.12E-06,0.139,0.616,114.001,1
craig morgan,tough,2006,10,0.605,0.386,8,-8.008,1,0.0337,0.553,0,0.152,0.148,132.885,1
alan jackson,a womans love,2016,8,0.593,0.512,4,-10.268,1,0.0329,0.519,0.0507,0.185,0.407,139.334,1
big star,till the end of the day (alternate mix),2009,9,0.517,0.879,2,-5.789,0,0.0529,0.0224,1.05E-06,0.361,0.727,144.532,0
seal,prayer for the dying (live in paris),2005,5,0.265,0.84,5,-6.57,1,0.0458,0.11,3.28E-05,0.966,0.394,101.506,0
alexandre desplat,breaking in,2006,2,0.569,0.263,2,-20.227,1,0.0408,0.659,0.875,0.136,0.036,92.038,0
claw hammer,succotash,2012,2,0.287,0.911,11,-6.395,0,0.227,0.00228,0.0687,0.209,0.48,149.771,0
the almost,summer summer,2009,1,0.435,0.83,4,-5.305,0,0.0407,0.00022,0,0.153,0.211,136.175,0
k-ci & jojo,you bring me up,1997,1,0.76,0.7,11,-4.133,0,0.158,0.0765,0,0.163,0.754,90.839,1
justin timberlake,summer love,2006,9,0.454,0.518,0,-8.396,0,0.0936,0.191,0,0.936,0.329,120.103,1
mariah carey featuring da brat & jd,honey,2003,10,0.722,0.616,9,-10.245,1,0.172,0.185,0,0.35,0.82,95.087,0
lifehouse,better luck next time,2005,3,0.482,0.844,4,-3.926,1,0.0277,0.000325,0,0.156,0.555,81.987,0
grand puba,i like it (i wanna be where you are),1995,6,0.865,0.641,10,-6.652,0,0.162,0.0611,0.000107,0.218,0.762,95.307,1
audioslave,i am the highway,2002,11,0.341,0.662,9,-5.023,0,0.0335,0.105,0,0.113,0.2,174.875,1
domino,physical funk,2018,1,0.755,0.621,9,-7.384,1,0.394,0.00965,0,0.0927,0.621,99.453,1
afi,love like winter,2006,6,0.59,0.912,10,-4.815,0,0.0614,0.000363,5.14E-05,0.0437,0.535,120.008,1
ashton shepherd,old memory,2008,1,0.468,0.408,3,-5.35,1,0.0284,0.626,2.89E-06,0.114,0.174,128.941,0
room 5,hidden sun,2003,11,0.796,0.974,4,-7.927,0,0.0628,0.000105,0.902,0.724,0.626,127.951,0
a tribe called quest,like it like that,1998,9,0.931,0.409,3,-8.059,0,0.159,0.585,1.11E-06,0.0946,0.715,95.02,0
stanley clarke,what if i forget the champagne,2015,5,0.505,0.343,0,-15.343,0,0.0307,0.74,0.859,0.112,0.196,123.211,0
celine dion,misled,1993,11,0.707,0.93,5,-6.477,0,0.0324,0.0868,0.00109,0.0986,0.89,109.877,1
bobby brown,get away,1992,1,0.826,0.771,1,-6.469,0,0.0385,0.0289,1.55E-05,0.0361,0.856,111.749,1
ludacris,number one spot,2004,1,0.478,0.951,6,-4.159,1,0.409,0.0318,0,0.273,0.534,146.096,1
miguel migs,the one,2013,5,0.809,0.654,7,-8.901,0,0.0473,0.00258,0.592,0.0364,0.361,124.005,0
bill douglas,sapphire,1993,3,0.406,0.402,5,-16.125,1,0.0425,0.867,0.863,0.0735,0.601,96.723,0
snow patrol,just say yes,2013,1,0.534,0.883,9,-5.432,1,0.0334,0.0233,1.94E-05,0.0266,0.222,108.013,0
k-os,man i used to be,2007,7,0.59,0.652,2,-7.629,0,0.315,0.0569,0,0.135,0.835,208.104,0
raheem devaughn,customer,2008,8,0.635,0.518,1,-7.131,1,0.0439,0.463,0,0.169,0.513,124.044,1
warrant,uncle toms cabin,1990,10,0.633,0.732,8,-6.785,1,0.0707,0.186,1.37E-05,0.13,0.273,126.567,1
dixie chicks,landslide,2002,7,0.571,0.438,2,-7.007,1,0.0279,0.534,1.56E-05,0.187,0.444,145.948,1
jennifer lopez,love dont cost a thing,2001,7,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54E-06,0.473,0.685,97.577,1
michael jackson,black or white,2005,7,0.741,0.894,4,-3.826,1,0.0495,0.0824,0.0527,0.089,0.96,114.869,1
johnny horton,the woman i need (honky tonk mind),2013,6,0.632,0.624,7,-11.894,1,0.128,0.265,1.35E-05,0.0376,0.892,178.774,0
uncle kracker,follow me,2000,6,0.817,0.585,5,-4.688,1,0.0301,0.439,0,0.147,0.916,105.014,1
arc angels,sent by angels,1992,1,0.519,0.516,7,-10.819,1,0.0265,0.0403,0.00165,0.0536,0.362,83.879,0
the rock heroes,all summer long,2009,1,0.603,0.885,7,-4.379,1,0.0328,0.00681,0,0.047,0.838,102.966,1
the race,raising children,2007,4,0.365,0.772,11,-4.174,0,0.0369,0.000129,0,0.273,0.508,119.054,0
james newton howard,photographs,1999,1,0.17,0.0151,2,-37.48,0,0.0454,0.973,0.652,0.0698,0.0388,94.373,0
sophie b. hawkins,the ballad of sleeping beauty,1994,7,0.664,0.76,9,-6.121,1,0.0311,0.473,0,0.0682,0.443,105.003,0
liz phair,why cant i?,2003,1,0.487,0.759,11,-4.849,1,0.0405,0.0273,0,0.165,0.227,80.958,1
billy ray cyrus,in the heart of a woman,1993,1,0.447,0.513,9,-10.961,1,0.0326,0.363,3.16E-06,0.178,0.556,90.291,1
alexisonfire,mailbox arson,2006,1,0.196,0.945,0,-4.416,0,0.0829,0.000346,1.40E-05,0.575,0.403,180.565,0
destinys child,lose my breath,2004,11,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,1
outkast,"so fresh, so clean",2000,10,0.725,0.64,5,-7.905,0,0.332,0.0278,0,0.099,0.915,166.029,1
avril lavigne,complicated,2002,9,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,1
goatwhore,forever consumed oblivion,2006,9,0.287,0.995,10,-3.779,0,0.264,1.40E-05,0.0492,0.162,0.0646,124.685,0
nirvana,lithium,1991,9,0.68,0.65,7,-6.336,1,0.0378,0.00203,0,0.0622,0.486,123.238,1
kapelle herrenweide,humppa,2009,12,0.516,0.642,2,-11.692,0,0.0394,0.105,0,0.0719,0.743,108.398,0
red hot chili peppers,dani california,2006,5,0.553,0.865,9,-4.751,0,0.0409,0.017,1.05E-05,0.267,0.735,96.161,1
zeromancer,v,2010,2,0.553,0.832,2,-7.387,1,0.045,0.056,3.64E-05,0.11,0.149,120.007,0
mago de oz,desde mi cielo,2018,11,0.586,0.551,2,-7.297,1,0.0381,0.549,2.28E-05,0.0965,0.292,110.213,0
shakira,poem to a horse,2001,11,0.644,0.878,11,-5.751,0,0.0377,0.027,4.20E-06,0.149,0.695,94.014,0
kenny chesney,i go back,2009,5,0.513,0.805,5,-6.918,1,0.0466,0.0421,0,0.208,0.69,89.963,1
b.g. the prince of rap,this beat is hot,2018,3,0.771,0.936,2,-7.741,1,0.0556,0.0411,0.00312,0.0554,0.476,112,1
martin page,keeper of the flame,1994,1,0.685,0.779,7,-9.986,1,0.0385,0.195,0.000169,0.0408,0.892,77.732,1
mariachi silvestre vargas,cielito lindo,2009,9,0.264,0.295,7,-11.729,1,0.0327,0.907,0.458,0.142,0.328,177.397,0
sonia dersion,urgence,2004,12,0.586,0.746,8,-7.92,1,0.0391,0.0726,0.000179,0.106,0.472,174.047,0
dangelo,brown sugar,1995,7,0.718,0.486,9,-8.342,1,0.168,0.53,0.0342,0.102,0.589,83.077,1
dolores keane,storm in my heart,2007,10,0.232,0.415,5,-11.081,1,0.0457,0.913,0.000107,0.0954,0.213,188.424,0
jason mraz,the remedy (i wont worry),2002,10,0.589,0.867,10,-4.523,1,0.0385,0.04,0,0.306,0.795,94.519,1
dolly parton,when jesus comes calling for me,1998,1,0.683,0.272,1,-9.39,1,0.0374,0.675,0,0.152,0.489,139.742,0
akon,dont matter,2006,1,0.79,0.457,2,-6.231,1,0.0414,0.24,0,0.222,0.355,125.249,1
the killers,when you were young,2006,10,0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,1
dilated peoples,world on wheels,2004,4,0.607,0.841,10,-7.723,0,0.374,0.0054,1.85E-05,0.963,0.69,176.17,0
hot tuna,parchman farm,2004,1,0.404,0.477,1,-10.246,0,0.0295,0.457,0.769,0.601,0.387,136.315,0
t-bone,ride wit me,2007,4,0.831,0.534,1,-9.367,1,0.324,0.0391,0,0.0449,0.734,96.055,0
tim hughes,dance,2009,3,0.524,0.876,0,-7.533,1,0.0347,0.000114,0,0.851,0.588,146.02,0
paramore,thats what you get,2007,6,0.528,0.831,8,-3.607,1,0.0429,9.43E-05,0,0.141,0.632,131.094,1
suburbs,monde de fou,2012,12,0.481,0.916,1,-4.349,1,0.0449,0.0241,9.97E-05,0.057,0.853,183.701,0
reba,wrong night,2008,1,0.528,0.925,9,-6.194,1,0.0955,0.214,0,0.249,0.905,156.872,1
spice girls,headlines (friendship never ends),2007,1,0.549,0.721,1,-4.795,1,0.0249,0.091,0,0.2,0.534,143.931,1
nick jonas & the administration,who i am,2010,2,0.636,0.763,4,-5.588,1,0.035,0.0773,2.81E-05,0.174,0.756,107.256,1
snap!,the world in my hands (we are one),1994,1,0.739,0.657,4,-10.044,1,0.034,0.0539,0.897,0.0785,0.421,118.227,0
the cardigans,iron man,1996,9,0.55,0.359,5,-9.716,1,0.0323,0.0052,0.00175,0.0935,0.573,137.669,0
carl crack,sonnenfreunde,1998,5,0.276,0.978,8,-13.309,1,0.0923,0.897,0.76,0.936,0.0209,70.365,0
sick puppies,master of the universe,2010,1,0.436,0.888,2,-5.308,1,0.119,0.000477,5.00E-05,0.284,0.312,104.462,0
queens of the stone age,little sister,2005,1,0.359,0.956,1,-2.942,1,0.062,0.0118,0.000822,0.511,0.924,161.132,1
the panic channel,awake,2006,1,0.501,0.952,9,-3.283,1,0.0606,0.000114,0.216,0.114,0.485,147.911,0
tesla,caught in a dream,2008,1,0.558,0.686,7,-5.122,1,0.0257,0.000296,0.000652,0.0653,0.364,150.095,0
zac brown band,chicken fried,2008,11,0.566,0.713,6,-4.25,1,0.0417,0.645,0,0.114,0.807,169.864,1
nine inch nails,metal,2000,1,0.653,0.363,5,-13.414,1,0.0383,0.153,0.821,0.105,0.0375,125.978,0
selena gomez & the scene,falling down,2009,1,0.575,0.905,0,-3.411,1,0.0998,0.000164,1.66E-05,0.363,0.765,140.044,1
alicia keys,no one,2007,11,0.649,0.552,1,-5.419,0,0.0292,0.03,6.47E-06,0.111,0.158,89.969,1
steve perry,you better wait,1994,7,0.348,0.924,7,-3.048,1,0.0945,0.236,0,0.102,0.0869,114.117,1
