Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Target
blac youngsta,booty,2018,02,0.936,0.588,7.0,-6.948,0.0,0.136,0.0146,0.0,0.139,0.238,124.987,228872,0
migos,narcos,2018,01,0.658,0.736,9.0,-6.097,0.0,0.308,0.113,0.0,0.0978,0.804,143.966,13005,0
youngboy never broke again,no smoke,2017,08,0.488,0.637,10.0,-7.63,1.0,0.0401,0.265,0.0,0.106,0.23,88.865,303450,0
brett eldredge,the long way,2017,08,0.635,0.324,6.0,-9.51,0.0,0.0769,0.165,4.18e-06,0.108,0.0741,117.863,12009876,0
tank,when we,2017,09,0.595,0.773,9.0,-4.736,0.0,0.0549,0.0364,0.00108,0.334,0.711,180.073,1443530,0
nicky jam x j balvin,x,2018,03,0.412,0.619,7.0,-6.39,1.0,0.0725,0.0868,2.55e-06,0.4,0.234,95.977,13483,0
p!nk,beautiful trauma,2017,10,0.752,0.505,9.0,-7.621,1.0,0.253,0.535,2.55e-06,0.104,0.419,91.97,2283837,0
lauv,i like me better,2017,05,0.726,0.889,0.0,-3.655,1.0,0.0429,0.0328,0.0,0.0925,0.649,96.024,1119097,0
luis fonsi & demi lovato,echame la culpa,2017,11,0.599,0.857,7.0,-5.7,1.0,0.299,0.0321,0.0,0.4,0.469,187.985,54617,0
6ix9ine,keke,2018,04,0.856,0.652,1.0,-5.324,1.0,0.143,0.177,0.0,0.193,0.471,97.017,144206,0
sob x rbe,paramedic!,2018,02,0.599,0.931,11.0,-3.662,1.0,0.0517,0.0285,0.0,0.102,0.788,111.012,1113018,0
high valley,shes with me,2016,11,0.538,0.6,6.0,-5.463,1.0,0.0489,0.0273,0.0,0.147,0.26,81.888,7058915,0
demi lovato,tell me you love me,2017,09,0.769,0.482,10.0,-7.205,1.0,0.0502,0.192,0.0,0.0903,0.487,120.959,3226332,0
chris brown,tempo,2017,10,0.557,0.571,10.0,-8.106,1.0,0.0281,0.476,0.00114,0.101,0.392,80.981,747,0
blake shelton,i lived it,2017,11,0.684,0.683,6.0,-7.366,1.0,0.177,0.13,0.0,0.156,0.406,112.856,530685,0
sza,broken clocks,2017,06,0.297,0.148,11.0,-13.898,1.0,0.0337,0.897,4.03e-06,0.099,0.082,104.458,219248,0
madonna,"dont cry for me argentina (from ""evita"")",1996,10,0.581,0.825,4.0,-9.689,0.0,0.0373,0.000859,0.095,0.11,0.663,120.362,4881,0
u2,discotheque,1997,03,0.757,0.843,1.0,-7.222,1.0,0.0332,0.0424,0.377,0.0742,0.717,113.21,24530,0
crystal waters,say... if you feel alright,1998,08,0.854,0.499,9.0,-9.516,0.0,0.0493,0.021,0.00267,0.151,0.821,99.938,7393,0
zhane,request line,1997,01,0.612,0.862,7.0,-4.568,0.0,0.0294,0.0144,0.0,0.119,0.89,116.663,1669,0
aerosmith,falling in love (is hard on the knees),1997,03,0.673,0.427,2.0,-10.131,1.0,0.248,0.602,0.000663,0.096,0.444,84.127,3768866,0
richie rich,do gs get to go to heaven?,1996,11,0.522,0.949,4.0,-5.216,1.0,0.073,0.0221,0.00286,0.0615,0.707,165.872,5255,0
depeche mode,barrel of a gun,1997,04,0.785,0.295,8.0,-9.163,0.0,0.0569,0.0677,0.0,0.125,0.584,81.115,248,0
alfonzo hunter,weekend thang,1996,01,0.528,0.909,8.0,-5.712,1.0,0.0381,7.77e-05,0.00959,0.0891,0.349,112.083,1130,0
metallica,king nothing,1996,06,0.699,0.76,5.0,-3.173,1.0,0.0677,0.00223,0.0,0.132,0.696,129.996,252475,0
katy perry,i kissed a girl,2008,06,0.697,0.467,9.0,-7.536,1.0,0.0715,0.248,0.0,0.0941,0.572,82.081,17369627,0
rihanna,take a bow,2008,06,0.679,0.684,6.0,-8.559,1.0,0.278,0.0527,0.000895,0.177,0.755,151.748,1420826,0
lil wayne,a milli,2008,01,0.671,0.685,11.0,-5.762,0.0,0.05,0.00165,0.0,0.398,0.368,118.449,7114659,0
the pussycat dolls,when i grow up,2008,09,0.374,0.826,0.0,-5.175,1.0,0.0482,0.0687,0.0,0.317,0.342,89.785,7028806,0
chris brown,dreamer,2008,08,0.663,0.958,2.0,-3.403,1.0,0.075,0.0332,0.0,0.331,0.883,113.989,141815,0
jonas brothers,burnin up,2008,08,0.721,0.88,9.0,-3.896,0.0,0.0454,0.191,0.0,0.0769,0.655,110.021,52522398,0
natasha bedingfield,pocketful of sunshine,2008,01,0.414,0.578,8.0,-6.383,1.0,0.0287,0.0541,0.0,0.124,0.281,154.96,683258,0
david cook,the time of my life,2008,11,0.686,0.322,8.0,-9.829,1.0,0.0386,0.017,0.0,0.125,0.0396,89.958,2182575,0
the-dream,i luv your girl,2007,01,0.474,0.773,4.0,-3.662,0.0,0.0307,0.0113,0.0,0.254,0.467,167.974,8039295,0
taylor swift,shouldve said no,2006,10,0.63,0.726,7.0,-5.372,1.0,0.177,0.00867,0.0,0.0864,0.327,133.317,23628366,0
yung berg featuring casha,the business,2008,08,0.532,0.935,0.0,-4.798,1.0,0.0619,0.00133,8.37e-06,0.106,0.309,128.025,5111109,0
3 doors down,its not my time,2008,01,0.461,0.757,11.0,-5.01,1.0,0.212,0.0494,0.0,0.0603,0.333,159.997,1550526,0
jordin sparks duet with chris brown,no air,2008,03,0.705,0.71,9.0,-4.894,1.0,0.0675,0.245,1.69e-05,0.154,0.735,97.031,36848757,0
sugarland,all i want to do,2008,01,0.538,0.728,2.0,-3.663,0.0,0.0524,0.074,0.0,0.0776,0.437,78.427,4504270,0
keyshia cole,heaven sent,2007,01,0.554,0.849,0.0,-3.618,1.0,0.106,0.00597,0.0,0.0431,0.74,75.973,775620,0
demi lovato,get back,2008,01,0.704,0.57,5.0,-7.136,1.0,0.0989,0.0222,0.0,0.101,0.524,141.888,23628366,0
flobots,handlebars,2008,01,0.653,0.865,7.0,-6.395,1.0,0.0325,0.0075,1.18e-06,0.0629,0.828,116.966,493938,0
miley cyrus,7 things,2019,10,0.646,0.829,6.0,-1.953,0.0,0.147,0.0119,0.0,0.145,0.344,175.972,2666834,0
keith urban,you look good in my shirt,2002,01,0.652,0.767,9.0,-10.445,1.0,0.0372,0.0355,6.92e-06,0.397,0.73,132.017,23628366,0
dj khaled feat. akon,out here grindin,2008,07,0.465,0.731,1.0,-5.197,1.0,0.125,0.213,0.0,0.281,0.467,178.702,10098699,0
alan jackson,good time,2008,11,0.387,0.64,11.0,-5.817,0.0,0.081,0.107,0.0,0.319,0.617,59.989,3457180,0
mariah carey,ill be lovin u long time,2008,01,0.528,0.831,8.0,-3.607,1.0,0.0429,9.43e-05,0.0,0.141,0.632,131.094,3239552,0
chris brown,take you down,2007,11,0.863,0.755,7.0,-4.847,1.0,0.0904,0.168,1.27e-06,0.147,0.883,100.005,14073072,0
paramore,thats what you get,2007,06,0.589,0.953,4.0,-3.317,1.0,0.0619,0.0328,0.00102,0.062,0.772,119.967,4505963,0
shwayze,corona and lime,2008,01,0.333,0.907,0.0,-3.191,1.0,0.0959,0.153,0.0,0.395,0.353,187.826,532210,0
brooks & dunn,put a girl in it,2007,10,0.792,0.85,0.0,-3.621,1.0,0.0329,0.289,0.00012,0.132,0.965,129.906,60797,0
miranda lambert,gunpowder and lead,2007,05,0.589,0.923,6.0,-3.431,1.0,0.0861,0.00252,0.000214,0.933,0.641,108.501,1505780,0
duffy,mercy,2008,01,0.442,0.921,2.0,-2.344,1.0,0.0635,0.259,0.0,0.163,0.601,178.124,8039295,0
maroon 5 featuring rihanna,if i never see your face again,2008,01,0.646,0.893,4.0,-5.156,1.0,0.0418,0.032,7.49e-05,0.0593,0.853,135.025,10098699,0
the lost trailers,holler back,2008,08,0.395,0.869,3.0,-3.154,1.0,0.109,0.194,0.0,0.0874,0.688,159.833,453846,0
jonas brothers,bb good,2008,08,0.363,0.618,0.0,-5.147,1.0,0.0296,0.00038,2.41e-05,0.0908,0.412,82.939,204834,0
carrie underwood,last name,2007,10,0.338,0.559,0.0,-7.053,1.0,0.118,0.252,0.0,0.38,0.276,168.489,1602352,0
goo goo dolls,real,2010,08,0.636,0.826,11.0,-4.668,1.0,0.162,0.632,0.0,0.197,0.679,87.665,1776405,0
marvin sapp,never would have made it,2007,07,0.846,0.814,1.0,-4.945,1.0,0.353,0.0769,0.0,0.0588,0.671,75.01,8075438,0
alicia keys,teenage love affair,2007,11,0.44,0.852,4.0,-3.677,1.0,0.0565,0.000171,3.63e-06,0.234,0.823,159.981,5614658,0
v.i.c.,get silly,2007,12,0.79,0.608,6.0,-7.151,1.0,0.0363,0.522,0.00491,0.193,0.958,94.166,1985910,0
miley cyrus,breakout,2008,01,0.562,0.423,4.0,-16.572,1.0,0.0283,8.12e-05,0.818,0.316,0.662,99.97,5365301,0
swv,youre the one,1996,04,0.677,0.484,9.0,-10.506,0.0,0.0324,0.077,4.75e-05,0.135,0.697,123.534,3560377,0
hootie & the blowfish,old man & me (when i get to heaven),2005,03,0.859,0.905,0.0,-5.539,0.0,0.129,0.205,0.00825,0.322,0.73,89.945,16313767,0
everything but the girl,missing,1994,06,0.826,0.698,11.0,-4.004,1.0,0.151,0.0177,0.00761,0.314,0.604,100.108,0,0
michael jackson,they dont care about us,1995,06,0.91,0.681,1.0,-9.639,0.0,0.153,0.288,0.00477,0.372,0.7,115.186,713909,0
delinquent habits,tres delinquentes,2019,04,0.669,0.941,1.0,-5.765,0.0,0.0313,0.00129,4.3e-06,0.886,0.841,134.809,199030,0
coolio,1  2  3  4 (sumpin new),1995,11,0.497,0.875,7.0,-8.84,1.0,0.0355,4.59e-05,0.00399,0.625,0.505,98.171,4005319,0
la bouche,be my lover,1996,01,0.514,0.704,2.0,-4.724,1.0,0.0261,0.0515,0.00219,0.228,0.386,76.975,41336363,0
bodeans,"closer to free (from ""party of five"")",1996,11,0.637,0.904,2.0,-4.769,1.0,0.0505,0.0999,8.2e-05,0.138,0.77,108.011,3678979,0
collective soul,the world i know,1995,03,0.559,0.878,9.0,-9.865,0.0,0.0367,0.0105,0.00403,0.0947,0.851,131.604,41336363,0
no doubt,just a girl,1995,10,0.665,0.927,7.0,-4.65,1.0,0.0355,0.0241,0.0,0.111,0.95,122.864,2223029,0
billie ray martin,your loving arms,1996,01,0.451,0.832,5.0,-5.371,0.0,0.0429,0.314,0.0,0.0722,0.435,156.104,1959276,0
bryan adams,the only thing that looks good on me is you,2017,11,0.73,0.654,4.0,-9.307,1.0,0.0634,0.0383,0.000264,0.0805,0.203,95.104,13309820,0
gloria estefan,reach,1996,06,0.804,0.549,10.0,-11.096,0.0,0.213,0.368,0.0398,0.119,0.605,95.002,9397022,0
tevin campbell,back to the world,1996,06,0.594,0.653,11.0,-6.397,1.0,0.0478,0.218,0.00149,0.0982,0.367,152.948,166485,0
ll cool j,doin it,1995,11,0.666,0.577,7.0,-9.012,1.0,0.022,0.0543,0.0,0.0837,0.634,101.283,7165751,0
puff johnson,forever more,1997,03,0.548,0.496,9.0,-9.843,1.0,0.0309,0.0565,0.00174,0.104,0.541,113.631,570462,0
sting,you still touch me,1996,03,0.797,0.544,10.0,-11.154,0.0,0.0476,0.00157,0.121,0.117,0.555,123.224,1691969,0
melissa etheridge,i want to come over,1995,01,0.731,0.758,10.0,-8.322,0.0,0.116,0.112,1.64e-06,0.0987,0.8,86.105,322307,0
everything but the girl,wrong,1996,05,0.567,0.52,7.0,-10.247,1.0,0.0283,0.0147,3.91e-06,0.25,0.393,124.708,52522398,0
nonchalant,5 oclock,2005,09,0.481,0.523,0.0,-6.518,1.0,0.029,0.566,2.72e-05,0.105,0.227,103.643,10497,0
lenny kravitz,cant get you off my mind,1995,09,0.815,0.364,8.0,-11.834,0.0,0.089,0.14,0.0255,0.121,0.723,84.898,59284,0
lionel richie,dont wanna lose you,1996,01,0.776,0.399,6.0,-6.905,0.0,0.0783,0.0792,0.0,0.32,0.358,142.769,1778017,0
dangelo,lady,1995,07,0.71,0.768,0.0,-6.949,1.0,0.0345,0.327,0.00329,0.162,0.237,126.122,0,0
men of vizion,house keeper,1996,05,0.728,0.448,8.0,-10.54,1.0,0.172,0.103,0.0,0.267,0.483,80.902,3357435,0
kristine w,one more try,1996,07,0.624,0.405,3.0,-10.084,0.0,0.0403,0.501,9.5e-05,0.228,0.209,84.153,4546811,0
weird al yankovic,amish paradise,1996,12,0.556,0.498,5.0,-6.869,1.0,0.143,0.291,2.34e-05,0.0811,0.538,180.166,1588445,0
chantay savage,i will survive,1996,01,0.755,0.536,5.0,-9.643,0.0,0.181,0.0133,0.0,0.0794,0.658,87.087,12189391,0
mona lisa,you said,1995,02,0.745,0.771,6.0,-6.416,1.0,0.278,0.207,6.69e-05,0.196,0.587,91.146,1557290,0
kris kross,live and die for hip hop,1996,01,0.673,0.842,3.0,-4.627,1.0,0.0365,0.06,0.000257,0.184,0.897,125.571,210196,0
cypress hill,boom biddy bye bye,2014,10,0.66,0.843,8.0,-5.713,1.0,0.0305,0.236,1.03e-06,0.149,0.566,93.01,50601,0
brooks & dunn,my maria,2009,09,0.356,0.988,7.0,-5.186,1.0,0.149,0.00148,0.00071,0.0965,0.36,138.265,766023,0
jordan hill,for the love of you,1996,05,0.671,0.766,1.0,-9.218,0.0,0.0634,0.139,0.0,0.26,0.906,152.088,4840981,0
everclear,heartspark dollarsign,1995,01,0.863,0.476,8.0,-10.019,0.0,0.0932,0.0307,0.0515,0.0706,0.783,115.459,454058,0
monica,the first night,1998,07,0.685,0.62,4.0,-6.665,0.0,0.0406,0.19,0.0,0.158,0.372,82.52,49055,0
monifah,touch it,1998,01,0.854,0.827,5.0,-6.424,1.0,0.0335,0.0636,0.0,0.123,0.961,104.001,54702,0
tq,westside,1998,11,0.578,0.447,9.0,-10.49,0.0,0.0682,0.506,0.0,0.308,0.783,170.775,113792,0
five,when the lights go out,1998,06,0.738,0.541,1.0,-5.485,1.0,0.0311,0.559,0.0,0.0492,0.309,134.187,486598,0
next,i still love you,1997,09,0.815,0.521,5.0,-8.178,0.0,0.136,0.0105,0.0,0.0509,0.887,90.079,1588402,0
all saints,never ever,2019,09,0.776,0.563,0.0,-8.84,1.0,0.0324,0.223,0.00611,0.0681,0.395,131.728,0,0
usher,my way,1997,09,0.585,0.494,3.0,-8.751,1.0,0.0353,0.363,0.0,0.0886,0.634,133.822,484327,0
inoj,time after time,2010,03,0.805,0.638,1.0,-5.864,1.0,0.0803,0.141,0.0,0.322,0.644,94.52,389879,0
shania twain,youre still the one,1997,11,0.693,0.665,1.0,-7.235,0.0,0.0421,0.246,0.0001,0.0815,0.683,93.044,9591607,0
will smith,just the two of us,1997,10,0.882,0.57,1.0,-7.565,1.0,0.0832,0.0886,6.54e-06,0.0932,0.815,96.785,14131807,0
brandy & monica,the boy is mine,2019,10,0.555,0.698,0.0,-8.874,1.0,0.0287,0.403,0.0,0.0851,0.816,168.12,1318207,0
tatyana ali,daydreamin,1998,10,0.719,0.413,0.0,-6.082,0.0,0.0546,0.0244,4.74e-06,0.0556,0.356,136.027,337139,0
savage garden,truly madly deeply,1997,03,0.804,0.453,9.0,-5.096,1.0,0.102,0.0608,0.0,0.131,0.748,128.85,245,0
aaron hall,all the places (i will kiss you),1998,01,0.526,0.37,3.0,-10.535,1.0,0.025,0.722,0.0,0.157,0.251,76.002,1613473,0
montell jordan,i can do that,2015,09,0.733,0.674,8.0,-8.455,0.0,0.0594,0.0948,0.0,0.556,0.722,130.107,109530,0
sarah mclachlan,adia,1997,08,0.734,0.659,1.0,-5.191,1.0,0.0711,0.0983,0.0,0.252,0.388,116.485,5697583,0
pressha,splackavellie,1998,08,0.876,0.745,11.0,-3.149,0.0,0.257,0.0886,0.0,0.174,0.582,98.009,45,0
gerald levert,thinkin bout it,2010,08,0.731,0.379,1.0,-9.026,1.0,0.033,0.447,0.0,0.0729,0.403,109.884,978513,0
snoop dogg,still a g thang,2005,01,0.562,0.593,5.0,-9.362,1.0,0.0263,0.00327,0.00139,0.0967,0.574,80.289,168197,0
kelly price,friend of mine,1998,01,0.873,0.591,7.0,-8.942,1.0,0.102,0.0788,0.0071,0.104,0.496,123.091,329212,0
third eye blind,hows it going to be,1997,04,0.734,0.864,2.0,-6.119,1.0,0.303,0.022,9.94e-06,0.246,0.47,105.933,432926,0
janet,together again,1997,10,0.538,0.577,2.0,-10.265,1.0,0.029,0.368,3.36e-05,0.104,0.407,165.984,468,0
beastie boys,intergalactic,1998,07,0.643,0.584,2.0,-9.073,1.0,0.0462,0.253,0.0,0.089,0.589,84.983,870055,0
p.m. dawn,i had no right,1998,01,0.697,0.684,7.0,-5.634,1.0,0.0897,0.00923,1.5e-05,0.136,0.596,91.882,168197,0
sweetbox,everythings gonna be alright,1998,03,0.561,0.909,3.0,-7.878,1.0,0.0312,0.00118,0.46,0.0713,0.71,127.172,81,0
tyrese,nobody else,1998,08,0.641,0.462,11.0,-7.99,1.0,0.0265,0.65,0.0,0.159,0.317,101.067,4840981,0
madonna,ray of light,1998,03,0.849,0.495,6.0,-10.399,0.0,0.204,0.00243,3.53e-06,0.0722,0.666,99.872,6988,0
the wilkinsons,26 cents,1998,07,0.53,0.679,2.0,-5.987,0.0,0.0523,0.444,0.0,0.0728,0.338,76.045,351236,0
brand nubian,dont let it go to your head,1998,09,0.765,0.643,5.0,-6.075,0.0,0.0453,0.0254,1.97e-05,0.257,0.622,128.885,1266144,0
en vogue,no fool no more,1999,06,0.729,0.662,5.0,-7.191,0.0,0.337,0.00128,0.208,0.305,0.359,124.149,986616,0
debelah morgan,yesterday,1998,01,0.519,0.718,8.0,-7.267,0.0,0.0315,0.0498,0.000215,0.117,0.43,86.882,60049,0
stardust,music sounds better with you,1998,07,0.744,0.769,0.0,-8.674,1.0,0.0395,0.0355,0.00142,0.113,0.95,132.074,181790,0
depeche mode,only when i lose myself,1997,04,0.665,0.991,7.0,-6.725,1.0,0.256,0.0117,0.00392,0.339,0.0676,152.596,2143206,0
rockell [duet with collage],cant we try,1998,04,0.801,0.704,7.0,-8.131,1.0,0.243,0.33,0.0,0.13,0.746,93.882,21173,0
fatboy slim,the rockafeller skank,1998,01,0.804,0.549,10.0,-8.779,0.0,0.286,0.0467,0.102,0.0751,0.15,103.856,12009876,0
solo,touch me,1998,01,0.719,0.362,9.0,-11.547,1.0,0.0276,0.651,0.0,0.114,0.58,109.915,2715293,0
cypress hill,dr. greenthumb,2014,10,0.617,0.918,6.0,-5.017,0.0,0.0371,0.00553,0.123,0.203,0.802,130.012,197882,0
jagged edge,gotta be,1997,10,0.563,0.544,4.0,-6.102,1.0,0.0306,0.577,0.0,0.128,0.602,179.351,2035,0
cynthia,if i had the chance,2005,05,0.705,0.673,6.0,-8.347,1.0,0.0502,0.137,0.0,0.423,0.814,103.809,12009876,0
dixie chicks,wide open spaces,1998,01,0.54,0.534,4.0,-8.032,1.0,0.0293,0.546,8.37e-06,0.144,0.346,85.983,197592,0
cleopatra,cleopatras theme,1998,05,0.624,0.845,11.0,-6.705,1.0,0.0637,0.301,0.0,0.335,0.546,98.361,309958,0
lee ann womack,a little past little rock,2004,01,0.458,0.395,5.0,-7.313,1.0,0.0263,0.242,1.16e-06,0.137,0.124,140.011,2763819,0
cleopatra,life aint easy,1998,05,0.619,0.552,4.0,-8.927,0.0,0.167,0.0175,0.0,0.0465,0.63,174.603,523743,0
travis tritt,if i lost you,1998,10,0.886,0.807,11.0,-8.19,1.0,0.118,0.155,9.73e-06,0.0681,0.617,135.009,45,0
andrea martin,let me return the favor,1998,10,0.41,0.402,2.0,-7.773,1.0,0.0292,0.476,8.92e-06,0.133,0.406,119.659,373562,0
69 boyz,woof woof,2018,04,0.539,0.93,11.0,-6.035,1.0,0.0624,0.0138,0.0,0.0673,0.584,127.454,32883,0
tori amos,jackies strength,1998,04,0.724,0.806,1.0,-6.843,0.0,0.295,0.0541,0.0,0.314,0.586,93.863,228480,0
athenaeum,what i didnt know,1998,04,0.827,0.658,6.0,-3.846,1.0,0.0517,0.0224,0.0,0.0417,0.523,115.016,31768,0
xzibit,what u see is what u get,1999,11,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,23353,0
meghan trainor,no,2018,03,0.662,0.602,4.0,-5.369,0.0,0.0401,0.0529,0.0,0.356,0.29,133.969,19066,0
zayn,pillowtalk,2016,03,0.72,0.748,10.0,-5.522,0.0,0.393,0.0235,0.0,0.369,0.246,145.22,181790,0
ariana grande,dangerous woman,2016,05,0.628,0.737,7.0,-4.437,1.0,0.041,0.0625,0.0,0.0777,0.592,91.507,573088,0
desiigner,panda,2016,02,0.592,0.455,1.0,-7.698,1.0,0.393,0.00322,3.72e-05,0.154,0.0633,146.316,2375358,0
troye sivan,youth,2015,12,0.71,0.0565,7.0,-15.099,1.0,0.0534,0.965,0.0,0.0889,0.348,123.994,61112,0
drake,summer sixteen,2016,02,0.613,0.667,1.0,-6.874,0.0,0.029,0.356,1.29e-05,0.111,0.481,130.023,296190,0
ruth b,lost boy,2015,08,0.322,0.28,6.0,-9.367,0.0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,932,0
blake shelton,came here to forget,2016,05,0.632,0.323,10.0,-14.042,0.0,0.951,0.811,0.0,0.102,0.769,171.053,57,0
disturbed,the sound of silence,2015,08,0.617,0.8,4.0,-5.024,0.0,0.0654,0.147,0.0,0.0852,0.42,94.985,1557290,0
chris young duet with cassadee pope,think of you,2015,11,0.699,0.325,7.0,-8.112,0.0,0.228,0.0947,0.0,0.086,0.273,110.786,656886,0
justin bieber,company,2015,11,0.741,0.626,1.0,-4.826,0.0,0.0886,0.02,0.0,0.0828,0.706,108.029,115251,0
rihanna,needed me,2016,01,0.633,0.889,5.0,-5.87,1.0,0.0715,0.00463,0.000458,0.0658,0.584,121.956,438687,0
alessia cara,wild things,2015,11,0.543,0.589,4.0,-9.496,1.0,0.0421,0.0236,2.99e-05,0.0798,0.255,129.813,271587,0
taylor swift,new romantics,2014,10,0.705,0.609,1.0,-4.897,1.0,0.0307,0.0257,0.0,0.0846,0.476,115.474,58638,0
lee brice,that dont sound like you,2014,09,0.893,0.646,11.0,-5.073,0.0,0.1,0.112,0.0,0.104,0.468,132.97,23653,0
shakira,try everything,2016,02,0.891,0.692,4.0,-4.989,1.0,0.0673,0.0545,0.0,0.608,0.218,100.023,348711,0
fetty wap,jimmy choo,2016,02,0.58,0.799,0.0,-4.146,1.0,0.028,0.0095,0.0,0.0925,0.583,109.965,291187,0
iggy azalea,team,2016,03,0.565,0.832,10.0,-5.732,0.0,0.114,0.0247,0.0,0.26,0.233,112.827,1318207,0
kenny chesney,noise,2017,04,0.394,0.8,4.0,-4.17,0.0,0.0413,0.0266,0.0,0.184,0.525,162.053,29875,0
zayn,like i would,2016,03,0.448,0.782,9.0,-6.766,0.0,0.458,0.378,0.0,0.114,0.694,74.037,849,0
dustin lynch,mind reader,2014,09,0.612,0.865,1.0,-4.277,1.0,0.0424,0.0639,0.0,0.0801,0.643,121.972,5697583,0
dj luke nasty,might be,2015,09,0.59,0.808,1.0,-6.728,1.0,0.0408,0.000953,1.53e-06,0.0918,0.601,106.029,28349,0
chase bryant,little bit of you,2014,09,0.557,0.676,7.0,-4.457,1.0,0.027,0.0661,0.0,0.0871,0.678,108.016,11723983,0
kelly clarkson,piece by piece,2015,02,0.926,0.517,9.0,-6.794,1.0,0.184,0.00218,0.0,0.091,0.284,132.07,1041096,0
jon pardi,head over boots,2016,05,0.645,0.713,6.0,-5.355,1.0,0.0393,0.00835,0.0,0.113,0.566,74.989,14131807,0
young thug,with them,2016,03,0.536,0.721,10.0,-6.44,0.0,0.386,0.062,0.0,0.824,0.393,117.139,1293054,0
twenty one pilots,ride,2015,05,0.546,0.805,0.0,-4.251,1.0,0.0348,0.125,9.27e-06,0.148,0.387,77.029,31625,0
fat joe,all the way up,2016,03,0.769,0.632,10.0,-4.228,0.0,0.0537,0.0325,0.0,0.116,0.294,131.932,13981863,0
luke bryan,huntin  fishin & lovin every day,2015,08,0.57,0.865,8.0,-4.518,1.0,0.0472,0.00205,0.0,0.404,0.691,110.01,10029614,0
young thug,digits,2016,03,0.604,0.571,9.0,-5.732,1.0,0.241,0.0264,0.0,0.302,0.23,62.912,9335612,0
panic! at the disco,victorious,2016,01,0.779,0.455,1.0,-15.025,1.0,0.28,0.0542,0.0,0.177,0.197,140.181,15412483,0
young greatness,moolah,2016,01,0.741,0.714,5.0,-4.739,0.0,0.0476,0.0403,1.58e-05,0.127,0.799,118.036,20400054,0
madeintyo,uber everywhere,2016,02,0.564,0.71,11.0,-4.92,0.0,0.0461,0.00125,0.0,0.109,0.393,91.972,4546811,0
gwen stefani,make me like you,2016,04,0.71,0.8,5.0,-3.439,0.0,0.0339,0.0563,0.0,0.0834,0.635,93.01,4873125,0
rihanna,diamonds,2012,01,0.693,0.822,4.0,-5.441,0.0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,14143205,0
maroon 5,one more night,2012,01,0.772,0.685,5.0,-6.849,1.0,0.0696,0.019,8.96e-05,0.131,0.501,130.033,987937,0
flo rida,i cry,2012,06,0.673,0.629,2.0,-7.072,1.0,0.0299,0.00141,0.0,0.0944,0.551,103.998,3239552,0
will.i.am & britney spears,scream & shout,2013,01,0.672,0.738,0.0,-7.045,1.0,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,2955792,0
p!nk,try,2012,09,0.664,0.661,5.0,-6.559,1.0,0.0337,0.25,0.0,0.511,0.269,124.917,3357435,0
fun.,some nights,2012,02,0.642,0.289,9.0,-9.918,1.0,0.0367,0.669,0.0,0.18,0.407,84.996,8356851,0
ne-yo,let me love you (until you learn to love yourself),2012,01,0.656,0.884,2.0,-4.748,1.0,0.0372,0.0162,0.0,0.145,0.86,105.009,4694568,0
ed sheeran,the a team,2011,09,0.736,0.939,11.0,-2.812,0.0,0.284,0.0055,0.0,0.0905,0.761,132.07,1272192,0
imagine dragons,its time,2012,09,0.577,0.447,8.0,-5.892,1.0,0.277,0.00627,0.00022,0.0899,0.189,74.236,453846,0
psy,gangnam style,2012,01,0.335,0.625,7.0,-7.462,1.0,0.0386,0.164,0.0,0.0708,0.346,150.277,0,0
kendrick lamar,swimming pools (drank),2012,01,0.66,0.539,9.0,-5.947,0.0,0.324,0.0534,0.0,0.222,0.307,109.318,1505780,0
mariah carey,all i want for christmas is you,1994,11,0.625,0.576,11.0,-5.693,0.0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,8639126,0
kanye west,clique,2012,01,0.622,0.682,7.0,-5.891,1.0,0.113,0.00995,1.11e-05,0.112,0.781,86.035,617700,0
miguel,adorn,2012,09,0.692,0.908,9.0,-5.364,1.0,0.0677,0.0251,0.0,0.0933,0.513,124.042,1023730,0
taylor swift,we are never ever getting back together,2012,10,0.647,0.834,8.0,-3.395,1.0,0.0317,0.0609,0.00851,0.202,0.704,126.878,1985910,0
kelly clarkson,catch my breath,2012,11,0.446,0.757,1.0,-5.177,1.0,0.0322,0.0206,0.0,0.146,0.421,102.88,2857009,0
nicki minaj,va va voom,2012,01,0.48,0.756,1.0,-5.399,1.0,0.0333,0.00993,0.00704,0.312,0.447,131.127,4505963,0
of monsters and men,little talks,2012,01,0.716,0.35,0.0,-11.094,1.0,0.0537,0.41,0.00134,0.0927,0.178,129.842,1092502,0
2 chainz,im different,2019,10,0.707,0.222,7.0,-11.716,1.0,0.0329,0.788,0.0,0.205,0.556,110.095,3074724,0
mumford & sons,i will wait,2012,09,0.602,0.691,7.0,-5.197,0.0,0.051,0.0548,0.0,0.144,0.206,127.967,1602352,0
frank ocean,thinkin bout you,2012,01,0.778,0.585,7.0,-6.502,1.0,0.0435,0.0123,0.0,0.108,0.626,120.069,8786952,0
