Title,ArtistName,Ranks,Weeks,isNew,Target
far away,tyga ,93,3,0,1
booty wurk ,t-pain ,94,7,0,1
man down,rihanna,95,14,0,1
cost of livin',ronnie dunn,96,1,1,1
arms,christina perri,97,2,0,1
that way,wale ,98,1,1,1
till i'm gone,tinie tempah ,99,4,0,1
martians vs goblins,game ,100,1,1,1
just the way you are,bruno mars,1,12,0,1
like a g6,far*east movement ,2,9,0,1
just a dream,nelly,3,8,0,1
teenage dream,katy perry,4,12,0,1
dj got us fallin' in love,usher ,5,13,0,1
only girl ,rihanna,6,5,0,1
dynamite,taio cruz,7,19,0,1
speak now,taylor swift,8,1,1,1
club can't handle me,flo rida ,9,15,0,1
love the way you lie,eminem ,10,16,0,1
i like it,enrique iglesias ,11,22,0,1
runaway,kanye west ,12,1,1,1
bottoms up,trey songz ,13,9,0,1
mine,taylor swift,14,10,0,1
animal,neon trees,15,19,0,1
take it off,ke$ha,16,13,0,1
deuces,chris brown ,17,15,0,1
f**k you! ,cee lo green,18,7,0,1
california gurls,katy perry ,19,22,0,1
cooler than me,mike posner,20,24,0,1
secrets,onerepublic,21,16,0,1
hot tottie,usher ,22,9,0,1
misery,maroon 5,23,16,0,1
airplanes,b.o.b ,24,26,0,1
stuck like glue,sugarland,25,11,0,1
right above it,lil wayne ,26,8,0,1
if i die young,the band perry,27,14,0,1
not afraid,eminem,28,23,0,1
magic,b.o.b ,29,18,0,1
no hands,waka flocka flame ,30,5,0,1
2012 ,jay sean ,31,10,0,1
fancy,drake ,32,11,0,1
love like woe,the ready set,33,9,0,1
check it out,will.i.am ,34,5,0,1
the boys of fall,kenny chesney,35,11,0,1
i want to hold your hand,glee cast,36,1,1,1
one of us,glee cast,37,1,1,1
omg,usher ,38,28,0,1
september,daughtry,39,10,0,1
king of anything,sara bareilles,40,16,0,1
if i had you,adam lambert,41,16,0,1
letting go ,sean kingston ,42,10,0,1
hey  soul sister,train,43,54,0,1
hey baby ,pitbull ,44,2,0,1
if it's love,train,45,18,0,1
as she's walking away,zac brown band ,46,9,0,1
come back song,darius rucker,47,13,0,1
we no speak americano,yolanda be cool ,48,4,0,1
ridin' solo,jason derulo,49,28,0,1
only the good die young,glee cast,50,1,1,1
raise your glass,p!nk,51,1,1,1
farmer's daughter,rodney atkins,52,17,0,1
the only exception,paramore,53,20,0,1
please don't go,mike posner,54,3,0,1
my kinda party,jason aldean,55,7,0,1
roll with it,easton corbin,56,13,0,1
teach me how to dougie,cali swag district,57,20,0,1
can't be friends,trey songz,58,4,0,1
all over me,josh turner,59,15,0,1
losing my religion,glee cast,60,1,1,1
holding you down ,jazmine sullivan,61,7,0,1
miss me,drake ,62,19,0,1
no love,eminem ,63,6,0,1
gonorrhea,lil wayne ,64,2,0,1
papa can you hear me?,glee cast,65,1,1,1
anything like me,brad paisley,66,6,0,1
little lion man,mumford ,67,9,0,1
toot it and boot it,yg,68,7,0,1
why wait,rascal flatts,69,8,0,1
love all over me,monica,70,13,0,1
your love,nicki minaj,71,19,0,1
all i want is you,miguel ,72,4,0,1
bridge over troubled water,glee cast,73,1,1,1
i look to you,glee cast,74,1,1,1
mama's song,carrie underwood,75,3,0,1
our kind of love,lady antebellum,76,18,0,1
half of my heart,john mayer,77,20,0,1
pretty good at drinkin' beer,billy currington,78,19,0,1
the breath you take,george strait,79,6,0,1
right thru me,nicki minaj,80,2,0,1
la la la,auburn ,81,13,0,1
the lazy song,bruno mars,82,1,1,1
turn on the radio,reba,83,4,0,1
little white church,little big town,84,19,0,1
only prettier,miranda lambert,85,6,0,1
got your back,t.i. ,86,19,0,1
way out here,josh thompson,87,7,0,1
grenade,bruno mars,88,2,0,1
rhythm of love,plain white t's,89,4,0,1
b.m.f. ,rick ross ,90,14,0,1
like we used to,a rocket to the moon,91,1,1,1
all about tonight,blake shelton,92,17,0,1
stereo love,edward maya ,93,1,1,1
memories,david guetta ,94,1,1,1
waiting for the end,linkin park,95,2,0,1
aston martin music,rick ross ,96,2,0,1
power,kanye west,97,15,0,1
loca,shakira ,98,1,1,1
smoke a little smoke,eric church,99,4,0,1
a year without rain,selena gomez ,100,5,0,1
all about that bass,meghan trainor,1,16,0,1
shake it off,taylor swift,2,10,0,1
habits ,tove lo,3,22,0,1
bang bang,jessie j  ariana grande ,4,13,0,1
animals,maroon 5,5,10,0,1
black widow,iggy azalea ,6,17,0,1
don't tell 'em,jeremih ,7,18,0,1
hot boy,bobby shmurda,8,13,0,1
take me to church,hozier,9,11,0,1
stay with me,sam smith,10,29,0,1
don't,ed sheeran,11,20,0,1
chandelier,sia,12,25,0,1
rather be,clean bandit ,13,20,0,1
trumpets,jason derulo,14,22,0,1
cool kids,echosmith,15,16,0,1
i'm not the only one,sam smith,16,8,0,1
lifestyle,rich gang ,17,15,0,1
steal my girl,one direction,18,4,0,1
rude,magic!,19,27,0,1
break free,ariana grande ,20,17,0,1
blame,calvin harris ,21,7,0,1
waves,mr. probz,22,10,0,1
anaconda,nicki minaj,23,12,0,1
boom clap,charli xcx,24,21,0,1
maps,maroon 5,25,19,0,1
burnin' it down,jason aldean,26,14,0,1
jealous,nick jonas,27,7,0,1
new flame,chris brown ,28,15,0,1
am i wrong,nico ,29,28,0,1
fireball,pitbull ,30,12,0,1
bailando,enrique iglesias ,31,26,0,1
all of me,john legend,32,55,0,1
centuries,fall out boy,33,7,0,1
i don't f**k with you,big sean ,34,5,0,1
tuesday,i love makonnen ,35,5,0,1
leave the night on,sam hunt,36,18,0,1
love me harder,ariana grande ,37,3,0,1
no type,rae sremmurd,38,5,0,1
fancy,iggy azalea ,39,34,0,1
happy,pharrell williams,40,43,0,1
0 to 100 / the catch up,drake,41,14,0,1
about the money,t.i. ,42,12,0,1
latch,disclosure ,43,32,0,1
a sky full of stars,coldplay,44,26,0,1
dirt,florida georgia line,45,16,0,1
baby don't lie,gwen stefani,46,1,1,1
neon light,blake shelton,47,10,0,1
welcome to new york,taylor swift,48,1,1,1
riptide,vance joy,49,18,0,1
hold you down,dj khaled ,50,8,0,1
amnesia,5 seconds of summer,51,17,0,1
no flex zone,rae sremmurd,52,13,0,1
i,kendrick lamar,53,5,0,1
stolen dance,milky chance,54,14,0,1
touchin  lovin,trey songz ,55,8,0,1
no mediocre,t.i. ,56,19,0,1
sunshine & whiskey,frankie ballard,57,16,0,1
something in the water,carrie underwood,58,4,0,1
day drinking,little big town,59,14,0,1
girl in a country song,maddie ,60,12,0,1
somewhere in my car,keith urban,61,9,0,1
this is how we do,katy perry,62,13,0,1
l.a.love ,fergie,63,3,0,1
roller coaster,luke bryan,64,15,0,1
shotgun rider,tim mcgraw,65,4,0,1
secrets,mary lambert,66,8,0,1
try me,dej loaf,67,1,1,1
outside,calvin harris ,68,1,1,1
american kids,kenny chesney,69,19,0,1
small town throwdown,brantley gilbert ,70,20,0,1
try,colbie caillat,71,10,0,1
heroes ,alesso ,72,4,0,1
superheroes,the script,73,6,0,1
in your arms,nico ,74,2,0,1
thinking out loud,ed sheeran,75,3,0,1
perfect storm,brad paisley,76,3,0,1
out of the woods,taylor swift,77,2,0,1
look at you,big ,78,8,0,1
handsome and wealthy,migos,79,5,0,1
booty,jennifer lopez ,80,6,0,1
close your eyes,parmalee,81,5,0,1
you and your friends,wiz khalifa ,82,6,0,1
***flawless,beyonce ,83,9,0,1
g.d.f.r.,flo rida ,84,1,1,1
drinking class,lee brice,85,2,0,1
hideaway,kiesza,86,14,0,1
hope you get lonely tonight,cole swindell,87,19,0,1
body language,kid ink ,88,3,0,1
feelin' it,scotty mccreery,89,5,0,1
talladega,eric church,90,1,1,1
no love,august alsina,91,6,0,1
beg for it,iggy azalea ,92,1,1,1
lips are movin,meghan trainor,93,1,1,1
hookah,tyga ,94,11,0,1
often,the weeknd,95,2,0,1
dangerous,david guetta ,96,1,1,1
made me,snootie wild ,97,1,1,1
god made girls,raelynn,98,1,1,1
fight night,migos,99,16,0,1
u guessed it,og maco ,100,4,0,1
nice for what,drake,1,3,0,1
god's plan,drake,2,14,0,1
no tears left to cry,ariana grande,3,1,1,1
meant to be,bebe rexha ,4,27,0,1
psycho,post malone ,5,9,0,1
atm,j. cole,6,1,1,1
the middle,zedd  maren morris ,7,13,0,1
kevin's heart,j. cole,8,1,1,1
look alive,blocboy jb ,9,11,0,1
kod,j. cole,10,1,1,1
perfect,ed sheeran,11,35,0,1
freaky friday,lil dicky ,12,6,0,1
never be the same,camila cabello,13,19,0,1
photograph,j. cole,14,1,1,1
motiv8,j. cole,15,1,1,1
i like it,cardi b  bad bunny ,16,3,0,1
mine,bazzi,17,14,0,1
walk it talk it,migos ,18,13,0,1
call out my name,the weeknd,19,4,0,1
1985 ,j. cole,20,1,1,1
plug walk,rich the kid,21,11,0,1
havana,camila cabello ,22,37,0,1
be careful,cardi b,23,4,0,1
friends,marshmello ,24,11,0,1
finesse,bruno mars ,25,17,0,1
whatever it takes,imagine dragons,26,13,0,1
pray for me,the weeknd ,27,12,0,1
the cut off,j. cole ,28,1,1,1
heaven,kane brown,29,18,0,1
brackets,j. cole,30,1,1,1
sad!,xxxtentacion,31,8,0,1
rockstar,post malone ,32,32,0,1
new rules,dua lipa,33,39,0,1
wake me up!,avicii,34,54,0,1
japan,famous dex,35,5,0,1
in my blood,shawn mendes,36,6,0,1
esskeetit,lil pump,37,2,0,1
you make it easy,jason aldean,38,13,0,1
stir fry,migos,39,18,0,1
powerglide,rae sremmurd ,40,8,0,1
window pain ,j. cole,41,1,1,1
wait,maroon 5,42,15,0,1
ric flair drip,offset ,43,26,0,1
all the stars,kendrick lamar ,44,16,0,1
thunder,imagine dragons,45,52,0,1
friends,j. cole ,46,1,1,1
once an addict ,j. cole,47,1,1,1
chun-li,nicki minaj,48,3,0,1
let you down,nf,49,28,0,1
feel it still,portugal. the man,50,45,0,1
drip,cardi b ,51,3,0,1
delicate,taylor swift,52,7,0,1
intro,j. cole,53,1,1,1
king's dead,jay rock  kendrick lamar  future ,54,15,0,1
boo'd up,ella mai,55,4,0,1
x,nicky jam x j balvin,56,8,0,1
otw,khalid  ty dolla $ign ,57,1,1,1
no excuses,meghan trainor,58,8,0,1
love lies,khalid ,59,10,0,1
bartier cardi,cardi b ,60,18,0,1
new freezer,rich the kid ,61,13,0,1
most people are good,luke bryan,62,13,0,1
tequila,dan + shay,63,7,0,1
one kiss,calvin harris ,64,3,0,1
say something,justin timberlake ,65,13,0,1
everyday,logic ,66,8,0,1
singles you up,jordan davis,67,12,0,1
one number away,luke combs,68,6,0,1
outside today,youngboy never broke again,69,15,0,1
i do,cardi b ,70,3,0,1
ring,cardi b ,71,3,0,1
babe,sugarland ,72,1,1,1
idgaf,dua lipa,73,15,0,1
te bote,casper magico  nio garcia  darell  nicky jam  ozuna ,74,1,1,1
dura,daddy yankee,75,12,0,1
zombie,bad wolves,76,7,0,1
i like me better,lauv,77,11,0,1
barbie tingz,nicki minaj,78,3,0,1
sit next to me,foster the people,79,6,0,1
i lived it,blake shelton,80,8,0,1
dame tu cosita,pitbull x el chombo x karol g ,81,1,1,1
get along,kenny chesney,82,3,0,1
changes,xxxtentacion,83,8,0,1
up down,morgan wallen ,84,5,0,1
the long way,brett eldredge,85,12,0,1
for the first time,darius rucker,86,5,0,1
el farsante,ozuna ,87,13,0,1
woman  amen,dierks bentley,88,3,0,1
diamond teeth samurai,youngboy never broke again,89,3,0,1
sativa,jhene aiko ,90,7,0,1
this is me,keala settle ,91,14,0,1
alone,halsey ,92,2,0,1
red roses,lil skies ,93,16,0,1
moonlight,xxxtentacion,94,6,0,1
everything's gonna be alright,david lee murphy ,95,1,1,1
cry pretty,carrie underwood,96,2,0,1
when we,tank,97,17,0,1
close,rae sremmurd ,98,1,1,1
thru your phone,cardi b,99,3,0,1
best life,cardi b ,100,3,0,1
hello,adele,1,9,0,1
sorry,justin bieber,2,9,0,1
love yourself,justin bieber,3,6,0,1
hotline bling,drake,4,21,0,1
what do you mean?,justin bieber,5,17,0,1
same old love,selena gomez,6,15,0,1
here,alessia cara,7,21,0,1
stitches,shawn mendes,8,31,0,1
the hills,the weeknd,9,31,0,1
like i'm gonna lose you,meghan trainor ,10,25,0,1
all i want for christmas is you,mariah carey,11,14,0,1
jumpman,drake ,12,14,0,1
stressed out,twenty one pilots,13,14,0,1
679,fetty wap ,14,26,0,1
in the night,the weeknd,15,7,0,1
antidote,travis scott,16,16,0,1
on my mind,ellie goulding,17,14,0,1
don't,bryson tiller,18,13,0,1
watch me,silento,19,44,0,1
roses,the chainsmokers ,20,10,0,1
can't feel my face,the weeknd,21,29,0,1
wildest dreams,taylor swift,22,18,0,1
ex's & oh's,elle king,23,25,0,1
white iverson,post malone,24,16,0,1
die a happy man,thomas rhett,25,14,0,1
say it,tory lanez,26,10,0,1
confident,demi lovato,27,12,0,1
lean on,major lazer ,28,38,0,1
trap queen,fetty wap,29,49,0,1
rockin' around the christmas tree,brenda lee,30,15,0,1
perfect,one direction,31,10,0,1
break up in a small town,sam hunt,32,12,0,1
i know what you did last summer,shawn mendes ,33,6,0,1
hit the quan,ilovememphis,34,19,0,1
focus,ariana grande,35,8,0,1
me  myself & i,g-eazy x bebe rexha,36,8,0,1
my house,flo rida,37,7,0,1
the christmas song ,nat king cole,38,7,0,1
hands to myself,selena gomez,39,3,0,1
no role modelz,j. cole,40,19,0,1
see you again,wiz khalifa ,41,42,0,1
hide away,daya,42,14,0,1
cake by the ocean,dnce,43,10,0,1
again,fetty wap,44,20,0,1
where ya at,future ,45,23,0,1
locked away,r. city ,46,23,0,1
jingle bell rock,bobby helms,47,16,0,1
do it like me,dlow,48,7,0,1
where are u now,skrillex ,49,43,0,1
burning house,cam,50,24,0,1
exchange,bryson tiller,51,9,0,1
down in the dm,yo gotti ,52,4,0,1
back to sleep,chris brown,53,2,0,1
when we were young,adele,54,5,0,1
adventure of a lifetime,coldplay,55,7,0,1
back up,dej loaf ,56,12,0,1
one call away,charlie puth,57,4,0,1
wtf ,missy elliott ,58,7,0,1
i'll show you,justin bieber,59,8,0,1
home alone tonight,luke bryan ,60,5,0,1
big rings,drake ,61,14,0,1
the fix,nelly ,62,13,0,1
best friend,young thug,63,5,0,1
stay a little longer,brothers osborne,64,12,0,1
gonna know we were here,jason aldean,65,11,0,1
stand by you,rachel platten,66,6,0,1
used to love you,gwen stefani,67,6,0,1
irresistible,fall out boy,68,6,0,1
i got the boy,jana kramer,69,11,0,1
i love this life,locash,70,9,0,1
new americana,halsey,71,13,0,1
you should be here,cole swindell,72,2,0,1
$ave dat money,lil dicky ,73,9,0,1
gonna,blake shelton,74,15,0,1
dessert,dawin,75,3,0,1
come get her,rae sremmurd,76,15,0,1
liquor,chris brown,77,16,0,1
lay it all on me,rudimental ,78,12,0,1
right hand,drake,79,15,0,1
zero,chris brown,80,1,1,1
hallelujah,lindsey stirling,81,1,1,1
downtown,macklemore ,82,18,0,1
good to be alive ,andy grammer,83,2,0,1
the feeling,justin bieber ,84,6,0,1
top of the world,tim mcgraw,85,11,0,1
rgf island,fetty wap,86,11,0,1
blase,ty dolla $ign ,87,15,0,1
backroad song,granger smith,88,3,0,1
ginza,j balvin,89,12,0,1
sorry not sorry,bryson tiller,90,2,0,1
little more ,chris brown,91,1,1,1
beautiful drug,zac brown band,92,5,0,1
play no games,big sean ,93,8,0,1
really really,kevin gates,94,1,1,1
purpose,justin bieber,95,6,0,1
hollow,tori kelly,96,2,0,1
dibs,kelsea ballerini,97,8,0,1
let it go,james bay,98,1,1,1
stick talk,future,99,1,1,1
get ugly,jason derulo,100,1,1,1
royals,lorde,1,18,0,1
wrecking ball,miley cyrus,2,11,0,1
the monster,eminem ,3,1,1,1
roar,katy perry,4,13,0,1
wake me up!,avicii,5,19,0,1
story of my life,one direction,6,1,1,1
hold on  we're going home,drake ,7,13,0,1
demons,imagine dragons,8,28,0,1
counting stars,onerepublic,9,20,0,1
applause,lady gaga,10,12,0,1
holy grail,jay z ,11,17,0,1
let her go,passenger,12,14,0,1
23,mike will made-it ,13,7,0,1
blurred lines,robin thicke ,14,29,0,1
berzerk,eminem,15,10,0,1
survival,eminem,16,4,0,1
rap god,eminem,17,3,0,1
summertime sadness,lana del rey ,18,17,0,1
safe and sound,capital cities,19,27,0,1
timber,pitbull ,20,4,0,1
radioactive,imagine dragons,21,62,0,1
my hitta,yg ,22,5,0,1
love more,chris brown ,23,15,0,1
still into you,paramore,24,17,0,1
unconditionally,katy perry,25,2,0,1
sail,awolnation,26,61,0,1
that's my kind of night,luke bryan,27,12,0,1
gorilla,bruno mars,28,10,0,1
the fox,ylvis,29,9,0,1
it goes like this,thomas rhett,30,21,0,1
slow down,selena gomez,31,13,0,1
venus,lady gaga,32,1,1,1
sweater weather,the neighbourhood,33,21,0,1
we can't stop,miley cyrus,34,22,0,1
brave,sara bareilles,35,21,0,1
mirrors,justin timberlake,36,38,0,1
tko,justin timberlake,37,7,0,1
mine would be you,blake shelton,38,14,0,1
gas pedal,sage the gemini ,39,15,0,1
marry me,jason derulo,40,5,0,1
recovery,justin bieber,41,1,1,1
thriller,michael jackson,42,15,0,1
dark horse,katy perry ,43,7,0,1
clarity,zedd ,44,33,0,1
all me,drake ,45,6,0,1
crooked smile,j. cole ,46,20,0,1
everything has changed,taylor swift ,47,18,0,1
get lucky,daft punk ,48,29,0,1
white walls,macklemore ,49,7,0,1
can't hold us,macklemore ,50,39,0,1
stay the night,zedd ,51,7,0,1
southern girl,tim mcgraw,52,15,0,1
aw naw,chris young,53,16,0,1
i luv this sh*t,august alsina ,54,9,0,1
we were us,keith urban and miranda lambert,55,8,0,1
it won't stop,sevyn streeter ,56,5,0,1
burn,ellie goulding,57,9,0,1
do what u want,lady gaga ,58,2,0,1
work b**ch!,britney spears,59,7,0,1
sunny and 75,joe nichols,60,10,0,1
beware,big sean ,61,15,0,1
stay,florida georgia line,62,3,0,1
carolina,parmalee,63,7,0,1
drunk last night,eli young band,64,9,0,1
honest,future,65,8,0,1
tom ford,jay-z,66,17,0,1
red nose,sage the gemini,67,16,0,1
night train,jason aldean,68,18,0,1
wasting all these tears,cassadee pope,69,9,0,1
type of way,rich homie quan,70,16,0,1
whatever she's got,david nail,71,5,0,1
pompeii,bastille,72,12,0,1
give it 2 u,robin thicke ,73,11,0,1
bounce it,juicy j ,74,10,0,1
animals,martin garrix,75,7,0,1
red,taylor swift,76,18,0,1
replay,zendaya,77,11,0,1
headband,b.o.b ,78,21,0,1
parking lot party,lee brice,79,19,0,1
sweet annie,zac brown band,80,3,0,1
don't let me be lonely,the band perry,81,3,0,1
rough water,travie mccoy ,82,2,0,1
what now,rihanna,83,2,0,1
true love,p!nk ,84,14,0,1
friday night,eric paslay,85,3,0,1
radio,darius rucker,86,3,0,1
tennis court,lorde,87,5,0,1
best song ever,one direction,88,15,0,1
days of gold,jake owen,89,4,0,1
chillin' it,cole swindell,90,3,0,1
team,lorde,91,6,0,1
collard greens,schoolboy q ,92,2,0,1
all kinds of kinds,miranda lambert,93,4,0,1
v.s.o.p.,k. michelle,94,4,0,1
the outsiders,eric church,95,2,0,1
closer,tegan and sara,96,3,0,1
all of me,john legend,97,4,0,1
darte un beso,prince royce,98,10,0,1
pound cake / paris morton music 2,drake ,99,6,0,1
right there,ariana grande ,100,2,0,1
fancy,iggy azalea ,1,18,0,1
rude,magic!,2,11,0,1
problem,ariana grande ,3,10,0,1
am i wrong,nico ,4,12,0,1
stay with me,sam smith,5,13,0,1
wiggle,jason derulo ,6,10,0,1
summer,calvin harris,7,16,0,1
all of me,john legend,8,39,0,1
maps,maroon 5,9,3,0,1
turn down for what,dj snake ,10,28,0,1
latch,disclosure ,11,16,0,1
happy,pharrell williams,12,27,0,1
dark horse,katy perry ,13,42,0,1
classic,mkto,14,21,0,1
break free,ariana grande ,15,1,1,1
amnesia,5 seconds of summer,16,1,1,1
chandelier,sia,17,9,0,1
ain't it fun,paramore,18,19,0,1
love runs out,onerepublic,19,9,0,1
boom clap,charli xcx,20,5,0,1
na na,trey songz,21,24,0,1
loyal,chris brown ,22,25,0,1
sing,ed sheeran,23,13,0,1
talk dirty,jason derulo ,24,29,0,1
bailando,enrique iglesias ,25,10,0,1
not a bad thing,justin timberlake,26,19,0,1
beachin',jake owen,27,15,0,1
american kids,kenny chesney,28,3,0,1
counting stars,onerepublic,29,55,0,1
pompeii,bastille,30,47,0,1
shower,becky g,31,5,0,1
me and my broken heart,rixton,32,15,0,1
drunk on a plane,dierks bentley,33,8,0,1
pills n potions,nicki minaj,34,7,0,1
let it go,idina menzel,35,32,0,1
2 on,tinashe ,36,9,0,1
birthday,katy perry,37,13,0,1
come with me now,kongos,38,14,0,1
play it again,luke bryan,39,17,0,1
believe me,lil wayne ,40,6,0,1
this is how we roll,florida georgia line ,41,22,0,1
somethin' bad,miranda lambert duet with carrie underwood,42,7,0,1
really don't care,demi lovato ,43,5,0,1
bartender,lady antebellum,44,7,0,1
best day of my life,american authors,45,34,0,1
yeah,joe nichols,46,11,0,1
i don't dance,lee brice,47,12,0,1
my eyes,blake shelton ,48,10,0,1
timber,pitbull ,49,39,0,1
who i am with you,chris young,50,11,0,1
rather be,clean bandit ,51,4,0,1
wasted,tiesto ,52,5,0,1
whiskey in my water,tyler farr,53,15,0,1
love never felt so good,michael jackson ,54,10,0,1
we dem boyz,wiz khalifa,55,12,0,1
she looks so perfect,5 seconds of summer,56,14,0,1
habits ,tove lo,57,6,0,1
come get it bae,pharrell williams,58,7,0,1
a sky full of stars,coldplay,59,10,0,1
studio,schoolboy q ,60,5,0,1
cut her off,kcamp ,61,13,0,1
river bank,brad paisley,62,9,0,1
or nah,ty dolla $ign ,63,16,0,1
meanwhile back at mama's,tim mcgraw ,64,6,0,1
good kisser,usher,65,9,0,1
no mediocre,t.i. ,66,3,0,1
trumpets,jason derulo,67,6,0,1
we are tonight,billy currington,68,11,0,1
girls chase boys,ingrid michaelson,69,13,0,1
main chick,kid ink ,70,8,0,1
where it's at ,dustin lynch,71,9,0,1
who do you love?,yg ,72,17,0,1
tennis court,lorde,73,15,0,1
work,iggy azalea,74,10,0,1
trophies,young money ,75,18,0,1
dare ,shakira,76,7,0,1
la la la,naughty boy ,77,20,0,1
don't tell 'em,jeremih ,78,2,0,1
lettin' the night roll,justin moore,79,20,0,1
i'm ready,ajr,80,5,0,1
move that doh,future ,81,17,0,1
life of the party,shawn mendes,82,2,0,1
ready set roll,chase rice,83,6,0,1
foreign,trey songz,84,1,1,1
song about a girl,eric paslay,85,5,0,1
leave the night on,sam hunt,86,2,0,1
don't,ed sheeran,87,4,0,1
chainsaw,the band perry,88,8,0,1
riptide,vance joy,89,2,0,1
v. 3005,childish gambino,90,5,0,1
small town throwdown,brantley gilbert ,91,4,0,1
new flame,chris brown ,92,1,1,1
hope you get lonely tonight,cole swindell,93,3,0,1
calm down,busta rhymes ,94,1,1,1
i got a car,george strait,95,6,0,1
keep them kisses comin',craig campbell,96,10,0,1
black widow,iggy azalea ,97,1,1,1
we are one ,pitbull ,98,6,0,1
first love,jennifer lopez,99,3,0,1
ten feet tall,afrojack ,100,1,1,1
royals,lorde,1,21,0,1
the monster,eminem ,2,4,0,1
wrecking ball,miley cyrus,3,14,0,1
counting stars,onerepublic,4,23,0,1
wake me up!,avicii,5,22,0,1
demons,imagine dragons,6,31,0,1
roar,katy perry,7,16,0,1
timber,pitbull ,8,7,0,1
hold on  we're going home,drake ,9,16,0,1
let her go,passenger,10,17,0,1
diana,one direction,11,1,1,1
midnight memories,one direction,12,1,1,1
story of my life,one direction,13,4,0,1
applause,lady gaga,14,15,0,1
23,mike will made-it ,15,10,0,1
unconditionally,katy perry,16,5,0,1
holy grail,jay z ,17,20,0,1
say something,a great big world ,18,3,0,1
sweater weather,the neighbourhood,19,24,0,1
do what u want,lady gaga ,20,5,0,1
blurred lines,robin thicke ,21,32,0,1
stay the night,zedd ,22,10,0,1
white walls,macklemore ,23,10,0,1
radioactive,imagine dragons,24,65,0,1
what now,rihanna,25,5,0,1
my hitta,yg ,26,8,0,1
love more,chris brown ,27,18,0,1
brave,sara bareilles,28,24,0,1
slow down,selena gomez,29,16,0,1
we were us,keith urban and miranda lambert,30,11,0,1
safe and sound,capital cities,31,30,0,1
sail,awolnation,32,64,0,1
marry me,jason derulo,33,8,0,1
stay,florida georgia line,34,6,0,1
summertime sadness,lana del rey ,35,20,0,1
burn,ellie goulding,36,12,0,1
still into you,paramore,37,20,0,1
tko,justin timberlake,38,10,0,1
mine would be you,blake shelton,39,17,0,1
that's my kind of night,luke bryan,40,15,0,1
it won't stop,sevyn streeter ,41,8,0,1
dark horse,katy perry ,42,10,0,1
only time,enya,43,32,0,1
sunny and 75,joe nichols,44,13,0,1
gas pedal,sage the gemini ,45,18,0,1
all me,drake ,46,9,0,1
mirrors,justin timberlake,47,41,0,1
pompeii,bastille,48,15,0,1
we can't stop,miley cyrus,49,25,0,1
carolina,parmalee,50,10,0,1
drunk last night,eli young band,51,12,0,1
whatever she's got,david nail,52,8,0,1
red,taylor swift,53,21,0,1
pyd,justin bieber ,54,1,1,1
berzerk,eminem,55,13,0,1
wasting all these tears,cassadee pope,56,12,0,1
tom ford,jay-z,57,20,0,1
i luv this sh*t,august alsina ,58,12,0,1
rap god,eminem,59,6,0,1
gorilla,bruno mars,60,13,0,1
drink a beer,luke bryan,61,3,0,1
chillin' it,cole swindell,62,6,0,1
don't let me be lonely,the band perry,63,6,0,1
southern girl,tim mcgraw,64,18,0,1
sweet annie,zac brown band,65,6,0,1
beware,big sean ,66,18,0,1
show me,kid ink ,67,3,0,1
all of me,john legend,68,7,0,1
honest,future,69,11,0,1
red nose,sage the gemini,70,19,0,1
friday night,eric paslay,71,6,0,1
animals,martin garrix,72,10,0,1
bound 2,kanye west,73,1,1,1
team,lorde,74,9,0,1
radio,darius rucker,75,6,0,1
aw naw,chris young,76,19,0,1
type of way,rich homie quan,77,19,0,1
bounce it,juicy j ,78,13,0,1
headband,b.o.b ,79,24,0,1
compass,lady antebellum,80,3,0,1
survival,eminem,81,7,0,1
the fox,ylvis,82,12,0,1
waiting for superman,daughtry,83,3,0,1
replay,zendaya,84,14,0,1
love me again,john newman,85,1,1,1
the outsiders,eric church,86,5,0,1
strong,one direction,87,1,1,1
work b**ch!,britney spears,88,10,0,1
hallelujah,matthew schuler,89,2,0,1
everybody's got somebody but me,hunter hayes ,90,3,0,1
best day of my life,american authors,91,2,0,1
the language,drake,92,5,0,1
days of gold,jake owen,93,7,0,1
right there,ariana grande ,94,5,0,1
up down ,t-pain ,95,1,1,1
last christmas,ariana grande,96,1,1,1
rough water,travie mccoy ,97,5,0,1
tennis court,lorde,98,8,0,1
collard greens,schoolboy q ,99,5,0,1
up all night,jon pardi,100,2,0,1
old town road,lil nas x ,1,12,0,1
i don't care,ed sheeran ,2,2,0,1
bad guy,billie eilish,3,8,0,1
sucker,jonas brothers,4,12,0,1
talk,khalid,5,15,0,1
wow.,post malone,6,22,0,1
sunflower ,post malone ,7,31,0,1
dancing with a stranger,sam smith ,8,19,0,1
me!,taylor swift ,9,5,0,1
sweet but psycho,ava max,10,23,0,1
without me,halsey,11,33,0,1
7 rings,ariana grande,12,18,0,1
earfquake,tyler  the creator,13,1,1,1
suge,dababy,14,8,0,1
nightmare,halsey,15,1,1,1
if i can't have you,shawn mendes,16,3,0,1
middle child,j. cole,17,18,0,1
happier,marshmello ,18,40,0,1
wish wish,dj khaled ,19,1,1,1
break up with your girlfriend  i'm bored,ariana grande,20,15,0,1
higher,dj khaled ,21,1,1,1
high hopes,panic! at the disco,22,42,0,1
going bad,meek mill ,23,25,0,1
god's country,blake shelton,24,8,0,1
eastside,benny blanco  halsey ,25,45,0,1
whiskey glasses,morgan wallen,26,12,0,1
con calma,daddy yankee ,27,16,0,1
pure water,mustard ,28,17,0,1
