Title,ArtistName,Rank,Weeks,isNew,Target
bthat blows my mind ,the gone jackals,0,0,1,0
gun thirsty,bounty killer,0,0,1,0
uptown,camp lo,0,0,1,0
walking in du,burning spear,0,0,1,0
pranafestation,desert dwellers,0,0,1,0
harlem shuffle,righteous brothers,0,0,1,0
there will be blood tonight,lizzy borden,0,0,1,0
the drop-off,the tragically hip,0,0,1,0
under the palms,photek,0,0,1,0
limosna de amores,isabel pantoja,0,0,1,0
mi alma esta enamorada,bobby pulido,0,0,1,0
immonumental,flowin immo et les freaqz,0,0,1,0
superstar,bigelf,0,0,1,0
tabloid junkie,michael jackson,0,0,1,0
borrow mine,bebo norman,0,0,1,0
arnold layne,david gilmour featuring richard wright,0,0,1,0
people like new ,seven mary three,0,0,1,0
venice queen ,red hot chili peppers,0,0,1,0
"bits not unusual""""",willie bobo,0,0,1,0
piranha,bumblefoot,0,0,1,0
she will never let me down,toots ,0,0,1,0
life,cece winans,0,0,1,0
evenfall,dark fortress,0,0,1,0
fleeting sound,time factory,0,0,1,0
confused,deborah coleman,0,0,1,0
supercuts,rodney o ,0,0,1,0
port now!,sirka ragnar,0,0,1,0
waheera,arturo sandoval,0,0,1,0
"bannies angle""""",mando diao,0,0,1,0
"bfather john macleods jig""""",natalie macmaster,0,0,1,0
lo and beholden,patti smith,0,0,1,0
garbage dump,gg allin,0,0,1,0
bolivian surf,bersuit vergarabat,0,0,1,0
i see you,grayson capps,0,0,1,0
preparation,vangelis,0,0,1,0
dr. bernice,cracker,0,0,1,0
how many more years ,john hammond,0,0,1,0
knight -> king 4,pagan wanderer lu,0,0,1,0
nostradamus,eduardo dusek,0,0,1,0
lemons_ for kevin,alternative tv,0,0,1,0
tha stand,bad azz,0,0,1,0
the tarnished angels ,fehlfarben,0,0,1,0
from the ritz to the rubble,arctic monkeys,0,0,1,0
my friend the blind,workhorse,0,0,1,0
in my dreams,lionel richie,0,0,1,0
why_ now baby?,red stick ramblers,0,0,1,0
festival of love,gene chandler,0,0,1,0
gullveig,black messiah,0,0,1,0
motorcycle girl,eric burdon,0,0,1,0
reckoning ,unloco,0,0,1,0
el gallo y la vaca,richie ray ,0,0,1,0
sixth of june,it dies today,0,0,1,0
second chances feat. bilal & darien brockington,little brother,0,0,1,0
family galaxy,tim exile,0,0,1,0
autores anonimos,chango spasiuk,0,0,1,0
bite back,the all-american rejects,0,0,1,0
is it a sin,deepest blue,0,0,1,0
when jesus comes calling for me,dolly parton,0,0,1,0
hello,jan wayne,0,0,1,0
2.000 kilometros,david summers,0,0,1,0
"bhe wasnt man enough""""",toni braxton,0,0,1,0
with tears in my eyes,wesley tuttle,0,0,1,0
a closure in infinity,goatwhore,0,0,1,0
bsay say say ,hi-tack,0,0,1,0
get down,amil,0,0,1,0
"bi dont want your love""""",dealership,0,0,1,0
dido,k\xc3\xa9k\xc3\xa9l\xc3\xa9,0,0,1,0
rocket,the smashing pumpkins,0,0,1,0
steel guiter stomp,hank penny,0,0,1,0
musical 69,pepper,0,0,1,0
yiri yiri bon,ricardo lemvo,0,0,1,0
a burrinha,quinteto violado,0,0,1,0
isabel,juana molina,0,0,1,0
keep the change,joe bataan,0,0,1,0
"bheavens in new york""""",wyclef jean,0,0,1,0
sfm,basement jaxx,0,0,1,0
long distance moan,blind lemon jefferson,0,0,1,0
oh serena,the distillers,0,0,1,0
the cross that bears his name,cheri keaggy,0,0,1,0
"bmakin believe""""",kitty wells,0,0,1,0
adelante,isabel pantoja,0,0,1,0
eriatarka,the mars volta,0,0,1,0
just say yes,snow patrol,0,0,1,0
why do i,ffh,0,0,1,0
get it together,beastie boys,0,0,1,0
make it with you,sugar minott,0,0,1,0
le chagrin de coco,alexandre desplat,0,0,1,0
left alone...,philip glass,0,0,1,0
this is where it ends ,barenaked ladies,0,0,1,0
if every day could be christmas,richie mcdonald,0,0,1,0
schitzo,brokencyde,0,0,1,0
abandonada / blancas azucenas,sierra maestra,0,0,1,0
pennies from heaven,dean martin,0,0,1,0
take the long way home,faithless,0,0,1,0
a little louder,dj icey,0,0,1,0
how bad do you want it,mark wills,0,0,1,0
azzurro,jaime urrutia,0,0,1,0
ole ola,grupo batuque,0,0,1,0
bullet proof ... i wish i was ,radiohead,0,0,1,0
all i ever,ms. dynamite,0,0,1,0
fire,steve vai,0,0,1,0
"byoure laughing now""""",jazz gillum,0,0,1,0
set the world on fire,britt nicole,0,0,1,0
rafaniello,99 posse,0,0,1,0
put him out,ms. dynamite / bounty killer,0,0,1,0
till the end of the day ,big star,0,0,1,0
tearing everyone down,anti-flag,0,0,1,0
in the rain,pedro luis e a parede,0,0,1,0
left for dead ,chimaira,0,0,1,0
the obsession,the james taylor quartet,0,0,1,0
cop it,mims,0,0,1,0
can i get a witness,run-dmc,0,0,1,0
plasma ,sinch,0,0,1,0
tumble down,burning spear,0,0,1,0
ballad in urgency,the black crowes,0,0,1,0
electro nicpig,electronic pig,0,0,1,0
mermaid,grayson capps,0,0,1,0
come out into the open,neil innes,0,0,1,0
take the veil cerpin taxt,the mars volta,0,0,1,0
irresistible,jessica simpson featuring lil bow wow,0,0,1,0
zi you zi zai,stephy tang,0,0,1,0
il y a des anges,line renaud,0,0,1,0
long live the party,andrew w.k.,0,0,1,0
bdont upset the rhythm ,noisettes,0,0,1,0
si tu veux le savoir,marc lavoine,0,0,1,0
no buts - no maybes,professor longhair,0,0,1,0
wake me up,richi m.,0,0,1,0
crow killer,unearth,0,0,1,0
cattle call,slim whitman,0,0,1,0
voices of other times,"bbrian augers oblivion express""""",0,0,1,0
dance,tim hughes,0,0,1,0
the mission,stephen marley / damian marley,0,0,1,0
lametavolante,facto delafe y las flores azules,0,0,1,0
la v\xc3\xa9rit\xc3\xa9,annie blanchard,0,0,1,0
deep blue sea ,grizzly bear,0,0,1,0
trading places,usher,0,0,1,0
inherent scars,symphony in peril,0,0,1,0
the southern soldier boy,kathy mattea,0,0,1,0
when i get home,the fabulous thunderbirds,0,0,1,0
searching,buju banton,0,0,1,0
la romance de la pluie,maurice chevalier,0,0,1,0
et k\xc3\xbctt wie et k\xc3\xbctt,eko fresh,0,0,1,0
paseo col\xc3\xb2n,mau mau,0,0,1,0
rock on the radio,firehouse,0,0,1,0
the beginning,salt the wound,0,0,1,0
over the hill,r.l. burnside,0,0,1,0
rock co.kane flow,de la soul / mf doom,0,0,1,0
future,cut copy,0,0,1,0
"bdont go""""",bert kaempfert,0,0,1,0
souvenirs,concretes,0,0,1,0
train tracks,izzy stradlin and the ju ju hounds,0,0,1,0
blame canada ,marc shaiman,0,0,1,0
lifeboat serenade,jimmy herring,0,0,1,0
unfinished self-portrait,eberhard weber,0,0,1,0
sloppy love jingle_ pt. 3 ,gym class heroes,0,0,1,0
"bc\xc3\xbanla/the friars breeches""""",the chieftains;colin james,0,0,1,0
still lost in the forest,anne dudley,0,0,1,0
b-boy stance,k-os,0,0,1,0
vena cava 8,diamanda galas,0,0,1,0
imagination,beenie man,0,0,1,0
magic,black eyed peas / terry dexter,0,0,1,0
it all depends on you,jerry lewis,0,0,1,0
hot spot ,steinski,0,0,1,0
resistance,cali,0,0,1,0
"bwidows walk""""",enter the haggis,0,0,1,0
memories,george lopez,0,0,1,0
irreplaceable ,beyonc\xc3\xa9,0,0,1,0
shadows,dj harry,0,0,1,0
if we loved,chuck wicks,0,0,1,0
the traffic jam,stephen marley / damian marley,0,0,1,0
rock biter ,red i flight,0,0,1,0
grow proper,i wayne,0,0,1,0
soorma,jazzy b,0,0,1,0
koronoko,rokia traor\xc3\xa9,0,0,1,0
boyfriend,janitor joe,0,0,1,0
be my lover,brenda boykin,0,0,1,0
bnight wont last forever_ the ,charlie peacock,0,0,1,0
megalodon,mastodon,0,0,1,0
telepathy/ted haggard got cured of the gay,joe rogan,0,0,1,0
flamme & co,les ogres de barback,0,0,1,0
todo lo que soy,carlos ponce,0,0,1,0
"bbaby dont you change""""",tyrone wells,0,0,1,0
the three-dimensional shadow,scar symmetry,0,0,1,0
early in the morning,b.b. king,0,0,1,0
deviate from the form,scar symmetry,0,0,1,0
the door,silverchair,0,0,1,0
better luck next time,lifehouse,0,0,1,0
mambo tipico,tito puente,0,0,1,0
function of the sun,the ruby suns,0,0,1,0
dimension,wolfmother,0,0,1,0
b,mannheim steamroller,0,0,1,0
"bits going down""""",suicidal tendencies,0,0,1,0
schmerzensschreie,coldworld,0,0,1,0
basking under a blacksun dawning,morgion,0,0,1,0
feel it boy ,beenie man featuring janet jackson,0,0,1,0
vos no confiaste,2 minutos,0,0,1,0
what country is,luke bryan,0,0,1,0
blues city shake down,john mayall ,0,0,1,0
fat tuesday,chris standring,0,0,1,0
awake,the panic channel,0,0,1,0
heavenly father,fu-schnickens,0,0,1,0
cherokee,the galactic heroes,0,0,1,0
broke down on the brazos ,"bgovt mule""""",0,0,1,0
ghetto,bad azz,0,0,1,0
wriststraining order,defect ,0,0,1,0
"bid like to be""""",jim reeves,0,0,1,0
no-satellites,she satellites,0,0,1,0
call of da wild,outkast,0,0,1,0
ouachita run ,alvin youngblood\xc2\xa0hart,0,0,1,0
ring the alarm,beyonc\xc3\xa9,0,0,1,0
sapphire,bill douglas,0,0,1,0
crescent moon,ancient astronauts,0,0,1,0
radiance i,basic channel,0,0,1,0
brother,steve vai,0,0,1,0
let me fly,jefferson starship,0,0,1,0
evening,vanessa daou,0,0,1,0
macarena,los del rio,0,0,1,0
mate tron,luke vibert,0,0,1,0
ladies and gentlemen,spiral stairs,0,0,1,0
arrows of the gods,elliot goldenthal,0,0,1,0
conqueror worm,tsar,0,0,1,0
white christmas,martin sexton,0,0,1,0
e,rea_ chris,0,0,1,0
washed away,tom cochrane,0,0,1,0
voices,james newton howard,0,0,1,0
song 2,faith yang,0,0,1,0
"bi guess im crazy""""",jim reeves,0,0,1,0
u complete me ,ana popovic,0,0,1,0
la nit de reis,gertrudis,0,0,1,0
violence,juelz santana / bezel,0,0,1,0
cut here,the cure,0,0,1,0
secret,eddie turner,0,0,1,0
fig leaf rag  ,joshua rifkin,0,0,1,0
loaded gun,c.c. adcock,0,0,1,0
beautiful,paul glazby,0,0,1,0
wing,patti smith,0,0,1,0
now i got a woman,john mayall,0,0,1,0
"bnothings the same""""",gary moore,0,0,1,0
stolen pills,spiral stairs,0,0,1,0
bush,david banner,0,0,1,0
mary in labor,paul cantelon,0,0,1,0
the devil,the rapture,0,0,1,0
gimme legs,the chap,0,0,1,0
"bled by the masters hand""""",the del mccoury band,0,0,1,0
o hiroteros ehthros mou,peggy zina,0,0,1,0
"bdont leave""""",everyday sunday,0,0,1,0
midnight in memphis,j.j. cale,0,0,1,0
travel song ,dora the explorer,0,0,1,0
spark,souls of mischief,0,0,1,0
before the \xc3\x86ons came,behemoth,0,0,1,0
bullet frenzy,elliot goldenthal,0,0,1,0
alimony,shaggy,0,0,1,0
killing,the rapture,0,0,1,0
"bsarah yellin""""",3 doors down,0,0,1,0
machine gun majesty [live] ,soilwork,0,0,1,0
red orange yellow,photo atlas,0,0,1,0
what would you do,walter jackson,0,0,1,0
intro,bizzy bone presents,0,0,1,0
post-toxic finger disorder,tim exile,0,0,1,0
come to find out,john hammond,0,0,1,0
french touch,richard galliano,0,0,1,0
56 days,pride tiger,0,0,1,0
daughter of zion,winston reedy,0,0,1,0
bubblegum,helen love,0,0,1,0
between eunice & opelousas,steve riley ,0,0,1,0
monarchy now,falco,0,0,1,0
guardian angel,novaspace,0,0,1,0
hel vete,finntroll,0,0,1,0
if i run,semisonic,0,0,1,0
exaltation,matisyahu,0,0,1,0
brother,alice in chains,0,0,1,0
shake some action,cracker,0,0,1,0
el mes alt,sapo,0,0,1,0
friends in fall river  ,silverstein,0,0,1,0
bi love you more than youll ever know ,donny hathaway,0,0,1,0
talk about us,jennifer lopez,0,0,1,0
se\xc3\xb1ora ,francisco c\xc3\xa9spedes,0,0,1,0
sosa ,a.z.,0,0,1,0
yippiyo-ay,the presets,0,0,1,0
my life would suck without you,kelly clarkson,0,0,1,0
"bwhatd i say""""",donnie brooks,0,0,1,0
bwhatevers cool with me ,dinosaur jr.,0,0,1,0
creeper kamikaze,the exies,0,0,1,0
falling bombs,bigelf,0,0,1,0
bja ,2raumwohnung,0,0,1,0
seuraavassa el\xc3\xa4m\xc3\xa4ss\xc3\xa4,kaija koo,0,0,1,0
no more blues ,eliane elias,0,0,1,0
wave,dave eggar,0,0,1,0
bed crumbs,fudge tunnel,0,0,1,0
error,babylon disco,0,0,1,0
closed eyes,bury your dead,0,0,1,0
le gardien de mus\xc3\xa9e,les blaireaux,0,0,1,0
"bpoppin them thangs""""",g-unit,0,0,1,0
"bthe presidents speech""""",james horner,0,0,1,0
bury your head,saosin,0,0,1,0
doble bombo,las ketchup,0,0,1,0
damien,dmx,0,0,1,0
still in love,nick cave ,0,0,1,0
sencillamente,bersuit vergarabat,0,0,1,0
trong com,kitaro,0,0,1,0
the flame,chimaira,0,0,1,0
i will always love you,deborah allen,0,0,1,0
he put the hurt on me,tina britt,0,0,1,0
"bim not done""""",fever ray,0,0,1,0
ignis,floor,0,0,1,0
shadow,warren barfield,0,0,1,0
big business,dilated peoples,0,0,1,0
upon the shores [explicit],trivium,0,0,1,0
get on top ,red hot chili peppers,0,0,1,0
ice cream man,martin sexton,0,0,1,0
raising children,the race,0,0,1,0
hero in a dream,ensiferum,0,0,1,0
mumbo jumbo ,chris standring,0,0,1,0
epilog,neviss,0,0,1,0
bwhy do all girls think theyre fat ,reel big fish,0,0,1,0
church hangover,george lopez,0,0,1,0
her golden robe in silence veiled,autumnblaze,0,0,1,0
i got stripes ,johnny cash,0,0,1,0
the ride ,cinder,0,0,1,0
no survivors,speedball,0,0,1,0
segredo,jo\xc3\xa3o gilberto,0,0,1,0
murder one,bone thugs-n-harmony,0,0,1,0
theresa,portable,0,0,1,0
ad te clamamus exsvles mortva liberi,enthroned,0,0,1,0
drive by music,outerspace,0,0,1,0
on the brink,dinosaur jr,0,0,1,0
damit du dich in mich verliebst,lara,0,0,1,0
ruby d.,les sexareenos,0,0,1,0
half the fun,snow patrol,0,0,1,0
enero en la playa ,facto delafe y las flores azules,0,0,1,0
a costa de galicia,carlos nu\xc3\xb1ez,0,0,1,0
history,michael jackson,0,0,1,0
outro duction,marcus miller,0,0,1,0
san xuan,hevia,0,0,1,0
le zoo de vincennes,benabar,0,0,1,0
tell me why,dave hollister,0,0,1,0
subterranean homesick alien,radiohead,0,0,1,0
"bits not me""""",3 doors down,0,0,1,0
the majesty of rock,spinal tap,0,0,1,0
fausse monnaie,gus viseur,0,0,1,0
i want it,zombie girl,0,0,1,0
revelations,jesse malin and the st. marks social,0,0,1,0
mais la vie,maurane / lara fabian,0,0,1,0
"bdoggin around""""",rita chiarelli,0,0,1,0
walk away,christina aguilera,0,0,1,0
forever consumed oblivion,goatwhore,0,0,1,0
brockin every night ,gary moore,0,0,1,0
honey i sugar pie,tanto metro ,0,0,1,0
acension final chord rising,terry riley,0,0,1,0
phylyps trak ii/ii,basic channel,0,0,1,0
sacrifice for the slaughtergod,skeletonwitch,0,0,1,0
"bdont go knockin on my door""""",britney spears,0,0,1,0
full of voices,maximilian hecker,0,0,1,0
answer in the question,mxpx,0,0,1,0
chocolate,snow patrol,0,0,1,0
slip out the back ,fort minor ,0,0,1,0
banana man,c.j. chenier,0,0,1,0
ye that tempteth_ ye that bequeth,enslavement of beauty,0,0,1,0
you are god ,darwin hobbs,0,0,1,0
risen from within,astarte,0,0,1,0
humppa,elakelaiset,0,0,1,0
blues,terry callier,0,0,1,0
empty arms,stevie ray vaughan and double trouble,0,0,1,0
fall away into darkness,the balustrade ensemble,0,0,1,0
little edith,"bo2l""""",0,0,1,0
only one you,t.g. sheppard,0,0,1,0
"bjohnny cant dance""""",clifton chenier,0,0,1,0
solid gold ,vhs or beta,0,0,1,0
river is waiting,irma thomas,0,0,1,0
iron man,the cardigans,0,0,1,0
innizar,the forms,0,0,1,0
brazil mon amour,zen lemonade,0,0,1,0
bass pro shop & wal-mart,larry the cable guy,0,0,1,0
you called it madness [but i call it love] [live at royal albert hall],tiny tim,0,0,1,0
squarebiz,galactic,0,0,1,0
drugs,at all cost,0,0,1,0
scientas,shamen,0,0,1,0
dress me up,eric champion,0,0,1,0
"bsambangole / tres golpes na mas""""",colombiafrica - the mystic orchestra,0,0,1,0
bean fields ,penguin caf\xc3\xa9 orchestra,0,0,1,0
love thing,bebe winans,0,0,1,0
"bnice n easy""""",charlie rich,0,0,1,0
sunny came home,shawn colvin,0,0,1,0
south side story,lloyd banks,0,0,1,0
old friends,paul brown,0,0,1,0
space between us ,sister hazel,0,0,1,0
position,terror fabulous,0,0,1,0
tetrispack,modeselektor,0,0,1,0
brand new broken heart,newfound road,0,0,1,0
get your hustle on,lost boyz,0,0,1,0
the fallen...,set your goals,0,0,1,0
the lifestyle that got away,the high strung,0,0,1,0
te quiero tanto,vilma palma e vampiros,0,0,1,0
child of the night,damone,0,0,1,0
show you how,the killers,0,0,1,0
chelsea girl ,simple minds,0,0,1,0
jetstream - arthur baker remix,new order,0,0,1,0
"bdont bring flowers""""",erik hassle,0,0,1,0
new york,u2,0,0,1,0
suicidal dream,silverchair,0,0,1,0
"blombre dune chance""""",eric demarsan,0,0,1,0
auf der mundharmonika,marlene dietrich,0,0,1,0
sending a message,colin james,0,0,1,0
sabotage,cancer bats,0,0,1,0
escuchame,carlos ponce,0,0,1,0
cicada,silverchair,0,0,1,0
searching for home,skrape,0,0,1,0
bolero militar,bersuit vergarabat,0,0,1,0
empire falls,primordial,0,0,1,0
misty mountains,mando diao,0,0,1,0
the end of the line,metallica,0,0,1,0
the reason i go on,c\xc3\xa9line dion,0,0,1,0
right to work ,chelsea,0,0,1,0
princess black,sizzla,0,0,1,0
rice dream girl,casiotone for the painfully alone,0,0,1,0
bim the man ,gang starr featuring jeru the damaja and lil dap,0,0,1,0
bdont wanna be here ,cool for august,0,0,1,0
short on ideas / one last cigarette,less than jake,0,0,1,0
stand,pedro aznar,0,0,1,0
got it twisted,mobb deep,0,0,1,0
freeze,pepper,0,0,1,0
future prospects,nic endo,0,0,1,0
skinhead on the mbta ,dropkick murphys,0,0,1,0
love attack,kim wilson,0,0,1,0
naked,jennifer brown,0,0,1,0
above lucium ,daath,0,0,1,0
le temps des cerises,jean lumi\xc3\xa8re,0,0,1,0
play that beat,x-ecutioners,0,0,1,0
come here feat. jay sean,rishi rich,0,0,1,0
marilyn,juice leskinen,0,0,1,0
through the wire,kanye west,0,0,1,0
the ambush,open hand,0,0,1,0
una na na,ov7,0,0,1,0
down on the farm ,little feat,0,0,1,0
so what!,tesla,0,0,1,0
shake,"bcamron / jr writer""""",0,0,1,0
tides of time,donna the buffalo,0,0,1,0
the one i got,jonny lang,0,0,1,0
naked in the rain ,red hot chili peppers,0,0,1,0
triesteitaliana,novembre,0,0,1,0
kleina wixa,\xc3\x84i-tiem,0,0,1,0
rock the spot,blackalicious,0,0,1,0
big train,conway twitty,0,0,1,0
"bpop a cap in yo ass""""",ben watt feat. estelle,0,0,1,0
swing swang,naughty by nature,0,0,1,0
you say keep it gangsta,wyclef jean featuring butch cassidy and sharissa,0,0,1,0
use me,far too jones,0,0,1,0
living underground,atomic rooster,0,0,1,0
"bdont stop the music""""",rihanna,0,0,1,0
destination eschaton ,shamen,0,0,1,0
all that you need,the brooklyn tabernacle choir,0,0,1,0
innocence,avril lavigne,0,0,1,0
redwing,hem,0,0,1,0
conscience ah heng dem ,capleton,0,0,1,0
nur eine nacht mit dir,lara,0,0,1,0
never be ready,mat kearney,0,0,1,0
if i know you,the presets,0,0,1,0
unlove me,julie roberts,0,0,1,0
nonfiction,the black crowes,0,0,1,0
be healthy,dead prez,0,0,1,0
shut your eyes,snow patrol,0,0,1,0
raketen,hubert kah,0,0,1,0
apertura in jazz,piero umiliani,0,0,1,0
ready to go,republica;jonny male;dave arch,0,0,1,0
bust at you [featuring baby_ scarface & tony sunshine] ,fat joe,0,0,1,0
disease,dokken,0,0,1,0
away in a manger,lara ,0,0,1,0
nordcore,pyranja,0,0,1,0
bmas p** ,george lopez,0,0,1,0
the epi-pen,alexandre desplat,0,0,1,0
loba,shakira,0,0,1,0
romantic rights,death from above 1979,0,0,1,0
vortex,elliot goldenthal,0,0,1,0
left to starve,eyehategod,0,0,1,0
stairs to the attic,the antlers,0,0,1,0
if ever,foo fighters,0,0,1,0
guidum,abraham laboriel,0,0,1,0
cavasamba um ,grupo batuque,0,0,1,0
between me & you kid ,mudhoney,0,0,1,0
secrets,sunscreem,0,0,1,0
verde bosque,luis alberto spinetta,0,0,1,0
maria de santiago,jeremy spencer,0,0,1,0
"bshes little and shes low""""",robert lockwood_ jr.,0,0,1,0
the girl from ipanema ,paula santoro,0,0,1,0
spaced invader ,hatiras ,0,0,1,0
now we know,sugar minott,0,0,1,0
cnn war theme,monster magnet,0,0,1,0
tien an man dream again,firehose,0,0,1,0
down at the old corral ,randy travis,0,0,1,0
luna de miel en guama,arturo sandoval,0,0,1,0
super rista,tram 11,0,0,1,0
spotlight,future leaders of the world,0,0,1,0
breathless,lifer,0,0,1,0
mill creek,darden smith,0,0,1,0
the money will roll right in,mudhoney,0,0,1,0
"boh its you""""",super cat,0,0,1,0
tell me who,big maybelle,0,0,1,0
federico,mongo santamaria orchestra,0,0,1,0
devil in the wood pile,noah lewis,0,0,1,0
leave!,v v brown,0,0,1,0
you are allowed 20 birthday parties ,patton oswalt,0,0,1,0
elbow macaroni ,tech n9ne,0,0,1,0
as the sleeper awakes,soilwork,0,0,1,0
hablando a un cristal,caf\xc3\xa9 quijano,0,0,1,0
into hiding,amorphis,0,0,1,0
bdont let me come home a stranger ,fernando ortega,0,0,1,0
kakou,dobet gnahor\xc3\xa9,0,0,1,0
when you wish upon a star,cliff edwards/disney studio chorus,0,0,1,0
cami\xc3\xb1o de santiago,carlos nu\xc3\xb1ez,0,0,1,0
blink of an eye ,berlin,0,0,1,0
where youth and laughter go,broadcast,0,0,1,0
break,swami featuring ishmael morabe,0,0,1,0
the radio saved my life tonight,bon jovi,0,0,1,0
going out west,jesse malin,0,0,1,0
lotion ,deftones,0,0,1,0
the death of romance,zeromancer,0,0,1,0
"bchildrens song no. 3""""",renee rosnes,0,0,1,0
pr\xc3\xa4natalabh\xc3\xa4rtung,django as\xc3\xbcl,0,0,1,0
someday,mariah carey,0,0,1,0
earrings on the table,walter trout,0,0,1,0
seed will grow,ms. dynamite / kymani marley,0,0,1,0
raining revolution ,arrested development,0,0,1,0
the blackest years ,the distillers,0,0,1,0
sounds so good,ashton shepherd,0,0,1,0
high horse,daniel johnston,0,0,1,0
american dreams,charlie haden,0,0,1,0
the letters,rachel portman,0,0,1,0
ases\xc3\xadname,charly garc\xc3\xada,0,0,1,0
lingan,atman,0,0,1,0
common tear,novika,0,0,1,0
sparkle,camp lo,0,0,1,0
caravane ,rapha\xc3\xabl,0,0,1,0
korean waterhole,bt,0,0,1,0
headsprung,ll cool j,0,0,1,0
dumb it down ,lupe fiasco feat. gemstones and graham burris,0,0,1,0
on misty pathways,mithotyn,0,0,1,0
proud mary,creedence clearwater revisited,0,0,1,0
turn it over ,leslie mendelson,0,0,1,0
affaire mokuwa,kekele,0,0,1,0
a fiery stride ,elvenking,0,0,1,0
altas horas,entre r\xc3\xados,0,0,1,0
hold me,dcx,0,0,1,0
nothing in rambling,memphis minnie,0,0,1,0
my god will always be enough,karen peck and new river,0,0,1,0
stay loose,belle ,0,0,1,0
cry yourself to sleep,war babies,0,0,1,0
"bif loving you is wrong i dont wanna be right""""",george faith,0,0,1,0
how do i maintain pt. ii,shout out out out out,0,0,1,0
tongue,butthole surfers,0,0,1,0
son of a bitch,uriah heep,0,0,1,0
mind control,stephen marley,0,0,1,0
river run,michael gettel,0,0,1,0
introduction ,fort minor,0,0,1,0
like it like that,a tribe called quest,0,0,1,0
new day rising,vhs or beta,0,0,1,0
vibrators,george lopez,0,0,1,0
quitxalla,gertrudis,0,0,1,0
radiation blues,dax riggs,0,0,1,0
would you like,mr lab!,0,0,1,0
give it,helmet,0,0,1,0
b,heaven 17,0,0,1,0
change you or change me ,fabolous,0,0,1,0
baggage,l7,0,0,1,0
second time around,rickie lee jones,0,0,1,0
sodding about,the who,0,0,1,0
the future has arrived,the all american rejects,0,0,1,0
may the good lord bless and keep you,jim reeves,0,0,1,0
standing on my own,agnostic front,0,0,1,0
ride wit me,t-bone,0,0,1,0
esquilo n\xc3\xa3o samba,m\xc3\xb3veis coloniais de acaju,0,0,1,0
reason,novembre,0,0,1,0
assouf,tinariwen,0,0,1,0
britney,bebo norman,0,0,1,0
you ,plies featuring tank,0,0,1,0
lost in space,hatiras,0,0,1,0
beautiful one,terry dexter,0,0,1,0
who are you,3 doors down,0,0,1,0
all the rage ,funeral for a friend,0,0,1,0
red,zebra,0,0,1,0
bdont go ,wordsworth feat. adanita ross,0,0,1,0
dans ces villes,julie zenatti,0,0,1,0
the mojo,j.b. lenoir,0,0,1,0
ahead by a century,the tragically hip,0,0,1,0
family tree,naughty by nature,0,0,1,0
"bsomething bout love""""",lisa lisa ,0,0,1,0
dungeon master,epmd / nocturnal,0,0,1,0
between love & hate,the strokes,0,0,1,0
my prerogative,britney spears,0,0,1,0
near my soul,the sonics,0,0,1,0
cancion de amor,2 minutos,0,0,1,0
tennessee blues ,geoff muldaur,0,0,1,0
donde estas corazon,shakira,0,0,1,0
unutmam,bassturk,0,0,1,0
hope  ,twista featuring cee-lo,0,0,1,0
soul music ,curtis mayfield,0,0,1,0
124,photek,0,0,1,0
when a man loves a woman,"balexander oneal""""",0,0,1,0
chanson sous la pluie,mich\xc3\xa8le bernard,0,0,1,0
all of this,blink-182,0,0,1,0
no mercy remix ,the last eighth feat. dumi right,0,0,1,0
bad creation,vivian,0,0,1,0
a whiter shade of pale,annie lennox,0,0,1,0
easy life ,cockney rejects,0,0,1,0
touch the sky,kanye west / lupe fiasco,0,0,1,0
allez_ glissez!,quadro nuevo,0,0,1,0
oi! oi! oi!,cockney rejects,0,0,1,0
the one piece puzzle,skyclad,0,0,1,0
miina ja mikko markkinoilla,esa pakarinen,0,0,1,0
mai,loudermilk,0,0,1,0
bsaturday nights alright ,nickelback featuring kid rock,0,0,1,0
"bcarries theme""""",john frizzell,0,0,1,0
black night,halfway to gone,0,0,1,0
now and forever,call to preserve,0,0,1,0
i could be dreaming,belle and sebastian,0,0,1,0
slap u around,gwar,0,0,1,0
la mam\xc3\xa1 de jimmy,le\xc3\xb3n gieco,0,0,1,0
morning,poncho sanchez / dianne reeves,0,0,1,0
bing,the jason bonham band,0,0,1,0
always,ryandan,0,0,1,0
are you putting me on the shelf,don ,0,0,1,0
per colpa tua,noemi,0,0,1,0
100%,cocoa tea,0,0,1,0
seek 300,information society,0,0,1,0
the ghost at #1,jellyfish,0,0,1,0
fast-track,radiohead,0,0,1,0
the chosen legacy,dimmu borgir,0,0,1,0
drifting,david arkenstone,0,0,1,0
mango del monte,tito rodriguez,0,0,1,0
tomara ,flora purim,0,0,1,0
compromise,the berzerker,0,0,1,0
get moose and squirrel,virgil moorefield,0,0,1,0
future traffic song,ashtrax,0,0,1,0
"bthe house is rockin""""",stevie ray vaughan and double trouble,0,0,1,0
china doll,slim whitman,0,0,1,0
the tube,spectra soul,0,0,1,0
"bim running out of love""""",dolly parton,0,0,1,0
dancing drums,badmarsh ,0,0,1,0
entanglement,john ottman,0,0,1,0
bnow im all over the place_ scoob ,frank caliendo,0,0,1,0
alla fine di tutto questo,fabri fibra,0,0,1,0
posterchild for tragedy,sugarbom,0,0,1,0
signapur,in extremo,0,0,1,0
santa claus is coming to town,skeeter davis,0,0,1,0
matter of fact,love jones,0,0,1,0
"blets plan a robbery""""",three 6 mafia,0,0,1,0
