Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Ranks,Weeks,isNew,Target
fake love,drake,2017,03,0.927,0.488,9,-9.433,0,0.42,0.108,0,0.196,0.605,133.987,41754617,97,9,14,0,1
scars to your beautiful,alessia cara,2015,11,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,6213116,83,10,22,0,1
24k magic,bruno mars,2016,11,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,22783246,89,11,16,0,1
side to side,ariana grande,2016,05,0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,37569989,94,12,22,0,1
paris,the chainsmokers,2017,01,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,14288910,89,13,2,0,1
love on the brain,rihanna,2016,01,0.503,0.632,4,-4.854,0,0.0492,0.0777,1.3e-05,0.0758,0.369,171.92,34643188,90,14,15,0,1
bounce back,big sean,2017,02,0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,6697978,84,15,12,0,1
let me love you,dj snake,2016,08,0.652,0.713,8,-5.311,1,0.0368,0.0771,1.02e-05,0.144,0.152,100.023,5904767,86,16,25,0,1
caroline,amine,2017,07,0.941,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.041,1056618,77,17,21,0,1
i feel it coming,the weeknd,2016,11,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,17508909,89,18,10,0,1
all time low,jon bellion,2016,06,0.584,0.569,0,-4.259,1,0.166,0.0508,0,0.0924,0.501,89.779,970300,78,19,16,0,1
starving,hailee steinfeld,2016,07,0.729,0.615,4,-4.238,1,0.0647,0.378,0,0.105,0.508,99.989,4921391,80,20,26,0,1
mercy,shawn mendes,2017,04,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,21159030,92,21,19,0,1
heathens,twenty one pilots,2016,06,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,14988374,86,22,32,0,1
this town,niall horan,2017,10,0.678,0.401,6,-8.408,0,0.0312,0.72,0,0.118,0.194,111.855,4257476,80,24,18,0,1
water under the bridge,adele,2016,06,0.596,0.838,5,-6.52,0,0.0704,0.0189,1.54e-05,0.108,0.472,94.982,18159690,85,26,12,0,1
cheap thrills,sia,2016,10,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,14291437,86,27,50,0,1
treat you better,shawn mendes,2017,04,0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,21159030,92,28,34,0,1
ispy,kyle,2016,12,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,794051,75,29,5,0,1
juju on that beat,zay hilfigerrr,2016,09,0.807,0.887,1,-3.892,1,0.275,0.00381,0,0.391,0.78,160.517,62026,50,30,18,0,1
say you won't let go,james arthur,2016,10,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,4853943,86,31,14,0,1
rockabye,clean bandit,2016,10,0.72,0.763,9,-4.068,0,0.0523,0.406,0,0.18,0.742,101.965,3371574,81,32,8,0,1
love me now,john legend,2016,12,0.488,0.762,8,-3.842,1,0.0865,0.591,0,0.0763,0.709,123.889,4722830,81,33,14,0,1
better man,little big town,2017,02,0.514,0.836,5,-3.663,1,0.0381,0.112,0,0.0878,0.501,143.888,1563782,67,35,13,0,1
blue ain't your color,keith urban,2016,05,0.686,0.417,7,-7.787,1,0.0363,0.606,1.79e-06,0.0844,0.451,82.407,3371592,74,36,20,0,1
t-shirt,migos,2017,01,0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,9525378,85,37,2,0,1
the greatest,sia,2016,10,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,14291437,86,38,21,0,1
castle on the hill,ed sheeran,2017,03,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,53364183,96,39,3,0,1
party,chris brown,2016,12,0.762,0.576,1,-4.951,0,0.0829,0.0556,0,0.0869,0.316,142.096,9765966,92,40,6,0,1
x,21 savage,2016,07,0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,6871401,87,41,20,0,1
a guy with a girl,blake shelton,2016,05,0.552,0.893,0,-4.593,1,0.0383,0.0158,0,0.105,0.777,163.948,4533843,76,42,11,0,1
chill bill,rob $tone,2016,06,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,164449,65,43,26,0,1
dirt on my boots,jon pardi,2016,05,0.685,0.783,11,-4.152,1,0.0276,0.116,0,0.194,0.525,90.008,857235,75,44,8,0,1
star of the show,thomas rhett,2016,10,0.691,0.624,7,-5.874,1,0.027,0.14,0,0.168,0.662,101.988,2986520,79,45,13,0,1
deja vu,j. cole,2016,12,0.653,0.409,9,-11.446,1,0.421,0.361,0.00012,0.189,0.187,174.324,9503827,89,46,7,0,1
used to this,future,2016,11,0.618,0.727,3,-7.224,0,0.208,0.0312,0,0.196,0.401,164.992,8102257,88,47,12,0,1
cold water,major lazer,2016,07,0.602,0.797,6,-5.084,0,0.0534,0.055,0,0.187,0.492,92.928,5750135,84,48,27,0,1
both,gucci mane,2016,12,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976,2924554,86,49,6,0,1
party monster,the weeknd,2016,11,0.572,0.631,1,-8.389,1,0.104,0.188,2.31e-05,0.259,0.219,77.519,17508909,89,50,10,0,1
goosebumps,travis scott,2016,09,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,6947908,96,51,12,0,1
down,marian hill,2016,06,0.678,0.357,0,-14.712,0,0.128,0.675,0.00569,0.124,0.0661,113.301,401298,65,52,2,0,1
handclap,fitz and the tantrums,2017,07,0.636,0.836,8,-3.004,1,0.0427,0.00609,0.000157,0.0828,0.715,139.956,498116,70,53,18,0,1
way down we go,kaleo,2016,06,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,812456,71,54,5,0,1
seein' red,dustin lynch,2017,09,0.651,0.808,1,-4.731,0,0.0435,0.054,0,0.0482,0.858,100.993,1164968,71,55,5,0,1
i got you,bebe rexha,2018,06,0.606,0.887,9,-4.782,0,0.052,0.0498,3.47e-06,0.0958,0.349,97.972,4251555,86,56,4,0,1
make me,noah cyrus,2016,11,0.588,0.471,0,-7.287,1,0.0577,0.592,0.00146,0.0733,0.209,152.881,454384,77,57,7,0,1
congratulations,post malone,2016,12,0.63,0.804,6,-4.183,1,0.0363,0.215,0,0.253,0.492,123.146,18914903,100,58,5,0,1
chantaje,shakira,2017,05,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,17478193,84,59,11,0,1
play that song,train,2017,01,0.392,0.825,0,-2.068,0,0.0535,0.0231,2.25e-06,0.0972,0.482,98.959,3006378,76,60,9,0,1
no heart,21 savage,2016,07,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,6871401,87,61,14,0,1
think a little less,michael ray,2015,08,0.521,0.805,9,-4.481,1,0.0289,0.124,0.000219,0.33,0.527,141.967,216085,61,62,5,0,1
sober saturday night,chris young,2015,11,0.477,0.672,1,-5.234,1,0.0306,0.049,0,0.355,0.263,139.864,1620127,72,63,4,0,1
location,khalid,2017,04,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,9018136,95,64,3,0,1
dirty laundry,carrie underwood,2015,10,0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.5,200.179,3582833,75,66,15,0,1
selfish,pnb rock,2017,01,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.0399,101.981,2123884,82,67,12,0,1
how far i'll go,alessia cara,2016,11,0.317,0.562,9,-9.609,1,0.395,0.124,0.000144,0.0667,0.132,181.1,6213116,83,68,8,0,1
wanna be that song,brett eldredge,2015,09,0.518,0.686,9,-4.911,1,0.0313,0.114,0,0.114,0.334,144.065,997473,68,69,17,0,1
fresh eyes,andy grammer,2017,12,0.828,0.56,0,-6.685,1,0.0327,0.548,3.66e-05,0.15,0.872,122.054,689386,76,70,17,0,1
kill a word,eric church,2015,11,0.651,0.732,2,-8.037,1,0.0381,0.0164,1.58e-06,0.0925,0.638,85.023,2242221,75,71,7,0,1
moves,big sean,2017,02,0.789,0.53,2,-6.2,1,0.293,0.0541,0,0.164,0.367,75.515,6697978,84,72,5,0,1
otw,dj luke nasty,2016,05,0.743,0.651,6,-5.974,1,0.0646,0.0143,0,0.079,0.467,82.022,67397,51,73,6,0,1
today,brad paisley,2017,04,0.347,0.632,2,-6.998,1,0.0381,0.539,0.00226,0.121,0.285,74.257,1598312,70,74,4,0,1
swang,rae sremmurd,2016,08,0.681,0.314,8,-9.319,1,0.0581,0.2,9.82e-06,0.1,0.166,139.992,5299275,79,75,6,0,1
redbone,childish gambino,2016,12,0.743,0.347,1,-11.174,1,0.121,0.167,0.00951,0.103,0.572,160.143,5577548,80,76,9,0,1
despacito,luis fonsi,2017,04,0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.086,7348411,82,77,2,0,1
80s mercedes,maren morris,2017,03,0.485,0.834,9,-5.413,1,0.0715,0.0665,0,0.28,0.659,90.933,394203,80,78,11,0,1
the weekend,brantley gilbert,2017,01,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992,1708582,73,79,4,0,1
if the boot fits,granger smith,2016,03,0.528,0.928,3,-5.743,1,0.0456,0.0252,2.88e-06,0.0467,0.885,162.069,222305,64,80,2,0,1
fast,luke bryan,2015,08,0.548,0.898,0,-2.561,0,0.0459,0.225,0,0.1,0.599,145.953,4596446,79,81,1,1,1
that's what i like,bruno mars,2017,05,0.845,0.569,1,-5.127,1,0.0414,0.0135,0,0.0898,0.848,134.047,22783246,89,82,2,0,1
not nice,partynextdoor,2016,08,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,2001736,77,83,2,0,1
guys my age,hey violet,2017,06,0.69,0.663,8,-5.248,0,0.0352,0.106,0,0.0659,0.285,122.041,511869,64,84,1,1,1
sex with me,rihanna,2016,01,0.614,0.541,1,-5.659,0,0.0407,0.292,0,0.106,0.394,112.013,34643188,90,85,13,0,1
road less traveled,lauren alaina,2017,01,0.611,0.886,0,-4.673,1,0.0343,0.0551,1.1e-06,0.247,0.27,112.988,306511,68,86,1,1,1
issues,julia michaels,2017,07,0.728,0.415,8,-6.852,1,0.0639,0.401,0,0.0616,0.455,114.145,2283396,84,87,1,1,1
call on me,starley,2016,10,0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,72302,65,88,4,0,1
alone,marshmello,2016,05,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,17759978,88,89,9,0,1
black,dierks bentley,2016,06,0.663,0.656,1,-6.548,1,0.0413,0.27,0.000279,0.117,0.56,120.037,1975722,73,90,2,0,1
love on the weekend,john mayer,2017,04,0.718,0.583,7,-7.884,1,0.0288,0.623,0.000662,0.0612,0.422,119.97,4156743,85,91,2,0,1
any ol' barstool,jason aldean,2016,09,0.536,0.722,4,-4.163,1,0.0284,0.312,0,0.117,0.499,143.78,3387757,79,93,1,1,1
dancing on my own,calum scott,2018,03,0.682,0.173,1,-8.749,1,0.0314,0.839,3.26e-05,0.0983,0.236,112.663,1705993,79,94,1,1,1
sneakin',drake,2016,10,0.804,0.56,8,-6.682,1,0.185,0.00479,0,0.164,0.272,85.023,41754617,97,95,14,0,1
song for another time,old dominion,2015,11,0.497,0.805,11,-3.995,1,0.0332,0.125,0,0.167,0.696,166.048,603680,76,96,18,0,1
million reasons,lady gaga,2016,10,0.665,0.424,0,-7.838,1,0.0444,0.437,0,0.107,0.134,129.911,9500816,87,97,11,0,1
say it,flume,2016,05,0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22e-06,0.0617,0.261,74.963,1857851,78,98,4,0,1
water,ugly god,2017,08,0.816,0.245,0,-15.617,0,0.414,0.616,0.000813,0.127,0.187,140.04,1617407,68,99,4,0,1
running back,wale,2017,04,0.587,0.671,2,-4.48,1,0.144,0.0823,0,0.161,0.1,127.133,2237905,79,100,1,1,1
party rock anthem,lmfao,2011,01,0.75,0.727,5,-4.21,0,0.142,0.0189,0,0.266,0.359,129.993,3253642,68,1,20,0,1
last friday night,katy perry,2012,03,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,14076052,87,2,11,0,1
super bass,nicki minaj,2010,01,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,16399430,90,3,15,0,1
give me everything,pitbull,2011,06,0.671,0.939,8,-3.206,1,0.161,0.192,0,0.298,0.529,129.023,7320165,84,4,19,0,1
lighters,bad meets evil,2011,01,0.651,0.671,0,-8.183,1,0.27,0.343,0,0.119,0.161,90.135,870447,64,5,8,0,1
how to love,lil wayne,2011,01,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.14e-06,0.108,0.272,154.001,8393936,89,6,11,0,1
i wanna go,britney spears,2011,03,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,6619014,80,7,9,0,1
rolling in the deep,adele,2011,01,0.729,0.756,8,-5.119,1,0.0294,0.131,0,0.0527,0.522,104.945,18159690,85,9,31,0,1
tonight tonight,hot chelle rae,2011,11,0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,417259,64,10,17,0,1
good life,onerepublic,2009,01,0.636,0.699,6,-7.687,1,0.0551,0.0929,0,0.115,0.637,94.966,8740202,85,11,19,0,1
the edge of glory,lady gaga,2011,01,0.581,0.772,9,-6.544,1,0.0401,0.000343,0.0191,0.11,0.361,127.952,9500816,87,12,13,0,1
pumped up kicks,foster the people,2011,05,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,2705900,77,13,15,0,1
if i die young,the band perry,2010,01,0.606,0.497,4,-6.611,1,0.0277,0.348,0,0.275,0.362,130.739,1024682,62,14,37,0,1
dirt road anthem,jason aldean,2010,11,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,3387757,79,16,18,0,1
best thing i never had,beyonce,2011,06,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,20641619,89,17,10,0,1
motivation,kelly rowland,2011,01,0.721,0.668,9,-5.561,0,0.0505,0.176,0.000104,0.0732,0.271,140.919,2006550,71,19,17,0,1
knee deep,zac brown band,2010,09,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.61,90.987,1801919,76,21,13,0,1
just a kiss,lady antebellum,2011,01,0.593,0.639,1,-5.826,1,0.0307,0.446,0,0.0998,0.332,142.881,2669455,73,22,14,0,1
e.t.,katy perry,2012,03,0.62,0.869,1,-5.252,1,0.175,0.0181,0,0.369,0.76,151.684,14076052,87,23,26,0,1
barefoot blue jean night,jake owen,2011,08,0.6,0.808,4,-4.679,1,0.0403,0.208,0,0.196,0.809,172.016,1248674,71,24,15,0,1
just can't get enough,the black eyed peas,2010,01,0.483,0.648,0,-8.651,0,0.327,0.187,0,0.0812,0.242,93.939,3787023,83,25,25,0,1
you make me feel...,cobra starship,2011,08,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,364670,60,26,4,0,1
where them girls at,david guetta,2011,08,0.662,0.873,0,-3.116,0,0.0395,0.0292,0,0.224,0.592,129.902,20224107,89,27,14,0,1
country girl,luke bryan,2011,01,0.645,0.904,2,-4.532,1,0.0462,0.0293,0,0.0834,0.671,105.97,4596446,79,28,16,0,1
she ain't you,chris brown,2011,03,0.634,0.716,2,-6.502,1,0.128,0.0341,0,0.0877,0.619,91.039,9765966,92,29,17,0,1
the lazy song,bruno mars,2010,10,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,22783246,89,30,24,0,1
rain over me,pitbull,2011,06,0.61,0.906,0,-2.117,1,0.0647,0.00416,0,0.758,0.294,127.917,7320165,84,31,6,0,1
stereo hearts,gym class heroes,2011,11,0.646,0.795,9,-3.293,1,0.0976,0.0319,0,0.267,0.796,89.99,1026197,68,32,8,0,1
you and tequila,kenny chesney,2010,09,0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,2683143,76,33,11,0,1
on the floor,jennifer lopez,2011,01,0.758,0.686,11,-6.346,1,0.0792,0.0848,0.00127,0.142,0.444,130.007,7135951,78,34,24,0,1
the show goes on,lupe fiasco,2011,03,0.591,0.889,7,-3.839,1,0.115,0.0189,0,0.155,0.65,143.067,1252638,70,35,32,0,1
honey bee,blake shelton,2011,07,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,4533843,76,36,18,0,1
marvins room,drake,2011,11,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,41754617,97,37,3,0,1
every teardrop is a waterfall,coldplay,2011,10,0.425,0.733,9,-6.883,1,0.0396,0.00193,0.00922,0.171,0.313,117.985,22672909,89,38,10,0,1
till the world ends,britney spears,2011,03,0.693,0.705,8,-5.747,1,0.0665,0.0228,0,0.202,0.45,131.951,6619014,80,40,23,0,1
my last,big sean,2011,01,0.387,0.773,8,-5.685,1,0.17,0.098,0,0.209,0.368,78.629,6697978,84,42,20,0,1
out of my head,lupe fiasco,2011,03,0.588,0.847,11,-4.734,0,0.0675,0.0145,0,0.436,0.38,99.058,1252638,70,43,11,0,1
am i the only one,dierks bentley,2012,01,0.579,0.878,2,-5.396,1,0.145,0.29,0,0.789,0.88,165.972,1975722,73,44,14,0,1
sure thing,miguel,2010,11,0.684,0.603,11,-8.127,0,0.0989,0.0275,0.000311,0.191,0.504,81.0,2499198,81,45,22,0,1
crazy girl,eli young band,2011,01,0.358,0.708,4,-3.736,1,0.0315,0.0006,0.00498,0.281,0.227,150.966,526101,68,46,22,0,1
take a back road,rodney atkins,2011,10,0.581,0.856,3,-4.0,1,0.0783,0.183,0,0.0871,0.918,169.902,1029334,68,47,10,0,1
look at me now,chris brown,2011,03,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,9765966,92,48,27,0,1
cheers,rihanna,2010,11,0.578,0.908,9,-3.544,1,0.0396,0.019,0,0.289,0.718,79.987,34643188,90,50,2,0,1
god gave me you,blake shelton,2011,07,0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,4533843,76,51,4,0,1
take over control,afrojack,2011,01,0.735,0.699,0,-4.435,0,0.084,0.121,2.82e-05,0.0809,0.603,129.944,3124042,76,52,8,0,1
homeboy,eric church,2011,01,0.558,0.673,6,-4.914,1,0.0291,0.015,0.000655,0.0758,0.445,139.985,2242221,75,53,21,0,1
keep your head up,andy grammer,2011,06,0.674,0.778,0,-5.367,1,0.0376,0.0469,0,0.145,0.816,90.01,689386,76,54,10,0,1
made in america,toby keith,2011,10,0.497,0.701,9,-5.996,1,0.0306,0.0507,0,0.103,0.376,172.126,1142659,71,55,9,0,1
love you like a love song,selena gomez,2011,01,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,17506985,91,56,7,0,1
someone like you,adele,2011,01,0.559,0.33,9,-8.251,1,0.0285,0.892,0,0.0975,0.285,135.109,18159690,85,57,5,0,1
best love song,t-pain,2011,12,0.583,0.712,7,-6.618,1,0.054,0.0452,0,0.174,0.69,159.901,2256609,81,58,20,0,1
california king bed,rihanna,2010,11,0.469,0.616,7,-3.841,1,0.0369,0.246,0,0.138,0.341,169.878,34643188,90,60,12,0,1
marvin & chardonnay,big sean,2011,01,0.613,0.807,11,-2.739,0,0.0382,0.0671,0,0.322,0.813,133.023,6697978,84,61,3,0,1
love done gone,billy currington,2010,01,0.633,0.732,8,-2.989,1,0.0306,0.15,0,0.0737,0.813,126.946,1520602,70,62,8,0,1
better with the lights off,new boyz,2011,05,0.573,0.848,7,-2.742,1,0.057,0.0521,0,0.25,0.561,112.084,274087,57,63,6,0,1
just fishin',trace adkins,2011,01,0.586,0.674,11,-5.69,1,0.0246,0.00764,0.0777,0.243,0.395,86.5,1267311,66,64,10,0,1
long hot summer,keith urban,2010,01,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,3371592,74,65,4,0,1
hello,martin solveig,2010,12,0.666,0.975,3,-3.47,1,0.0345,0.0135,0.000925,0.105,0.452,128.005,1074735,74,66,18,0,1
smile,avril lavigne,2011,03,0.634,0.848,1,-3.843,0,0.047,0.00237,0,0.0681,0.647,105.055,5106825,79,68,5,0,1
i love you this big,scotty mccreery,2011,01,0.527,0.683,9,-6.175,1,0.0305,0.0809,0.00019,0.113,0.369,83.985,512887,66,69,11,0,1
here for a good time,george strait,2011,01,0.604,0.773,6,-6.63,1,0.0368,0.0755,3.63e-06,0.11,0.563,127.901,1559691,74,70,6,0,1
man down,rihanna,2010,11,0.477,0.905,0,-3.924,0,0.208,0.0428,0,0.0513,0.559,155.856,34643188,90,71,11,0,1
right there,nicole scherzinger,2011,01,0.6,0.807,7,-3.845,1,0.305,0.149,0,0.358,0.578,94.597,1269641,65,72,12,0,1
pretty girls,iyaz,2011,06,0.647,0.749,8,-5.019,1,0.0478,0.0386,0,0.298,0.659,76.84,486919,67,73,5,0,1
if heaven wasn't so far away,justin moore,2011,01,0.374,0.657,11,-6.086,1,0.0325,0.0434,0,0.219,0.376,74.234,1032721,68,76,20,0,1
under and over it,five finger death punch,2007,10,0.468,0.996,11,-3.027,0,0.179,1.41e-05,0,0.26,0.094,75.978,3557899,79,77,1,1,1
gucci gucci,kreayshawn,2012,09,0.712,0.924,10,-2.802,0,0.0683,0.165,1.77e-05,0.906,0.901,77.508,134979,47,78,2,0,1
on my level,wiz khalifa,2011,03,0.72,0.514,1,-7.108,1,0.132,0.146,0.00713,0.107,0.212,142.98,8542102,86,79,7,0,1
easy,rascal flatts,2010,01,0.343,0.594,2,-4.876,1,0.0344,0.128,0,0.128,0.425,120.998,2083298,74,80,2,0,1
the adventures of rain dance maggie,red hot chili peppers,2011,08,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,11846306,85,81,3,0,1
unusual,trey songz,2010,09,0.591,0.658,0,-5.881,0,0.195,0.182,0,0.615,0.623,81.933,4539452,78,82,10,0,1
quickie,miguel,2010,11,0.372,0.642,9,-4.819,0,0.148,0.216,0,0.114,0.647,67.839,2499198,81,83,3,0,1
save me  san francisco,train,2010,12,0.639,0.938,2,-2.729,1,0.0433,0.0531,0,0.617,0.886,112.012,3006378,76,84,7,0,1
skyscraper,demi lovato,2011,01,0.484,0.604,7,-3.314,1,0.0328,0.149,0,0.131,0.181,103.316,15395017,84,86,4,0,1
ships in the night,mat kearney,2011,01,0.448,0.885,9,-3.755,1,0.0562,0.111,3.65e-06,0.0476,0.134,178.151,382552,63,87,1,1,1
set fire to the rain,adele,2011,01,0.61,0.683,2,-3.879,0,0.0253,0.00382,1.79e-06,0.125,0.466,108.003,18159690,85,88,3,0,1
don't stop the party,the black eyed peas,2010,01,0.868,0.761,0,-6.088,1,0.0708,0.0291,3.34e-06,0.113,0.707,128.014,3787023,83,89,2,0,1
faster,matt nathanson,2011,01,0.742,0.853,9,-4.147,1,0.0393,0.00743,4.79e-06,0.332,0.95,107.03,267039,63,90,2,0,1
walk,foo fighters,2011,04,0.231,0.866,9,-5.131,1,0.0517,3.62e-05,0.000552,0.29,0.191,138.311,6908220,80,91,5,0,1
in the dark,dev,2012,01,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954,214297,63,92,1,1,1
john,lil wayne,2011,01,0.589,0.821,11,-4.473,1,0.111,0.0143,0,0.112,0.424,77.472,8393936,89,93,20,0,1
old alabama,brad paisley,2011,05,0.378,0.903,7,-4.538,1,0.0533,0.103,0.000285,0.134,0.457,115.616,1598312,70,94,18,0,1
fish,craig campbell,2011,04,0.628,0.667,6,-6.282,1,0.0385,0.163,0,0.127,0.584,160.01,206633,56,95,2,0,1
till i'm gone,tinie tempah,2010,05,0.723,0.891,5,-4.31,0,0.131,0.122,0,0.379,0.884,163.995,655478,68,96,1,1,1
one more drinkin' song,jerrod niemann,2010,07,0.734,0.698,9,-5.833,1,0.0331,0.473,8.02e-05,0.297,0.605,114.031,350960,58,97,2,0,1
far away,tyga,2012,01,0.479,0.692,8,-6.021,1,0.13,0.304,0,0.157,0.557,184.005,5145494,89,98,1,1,1
rumour has it,adele,2011,01,0.618,0.753,7,-5.05,0,0.0451,0.637,0,0.0905,0.557,120.041,18159690,85,99,2,0,1
oh my,dj drama,2011,06,0.614,0.786,10,-5.785,0,0.0277,0.0083,0,0.359,0.365,136.033,714721,62,100,3,0,1
shape of you,ed sheeran,2017,03,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,53364183,96,1,6,0,1
bad and boujee,migos,2017,01,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,9525378,85,3,14,0,1
chained to the rhythm,katy perry,2017,06,0.446,0.8,0,-5.404,1,0.174,0.0814,0,0.199,0.474,189.89,14076052,87,4,1,1,1
closer,the chainsmokers,2016,07,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,14288910,89,5,29,0,1
that's what i like,bruno mars,2017,05,0.845,0.569,1,-5.127,1,0.0414,0.0135,0,0.0898,0.848,134.047,22783246,89,7,5,0,1
love on the brain,rihanna,2016,01,0.503,0.632,4,-4.854,0,0.0492,0.0777,1.3e-05,0.0758,0.369,171.92,34643188,90,8,18,0,1
i feel it coming,the weeknd,2016,11,0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,17508909,89,9,13,0,1
bounce back,big sean,2017,02,0.77,0.567,2,-5.698,1,0.175,0.105,0,0.125,0.26,81.477,6697978,84,10,15,0,1
paris,the chainsmokers,2017,01,0.646,0.644,2,-6.763,1,0.031,0.0243,0,0.0888,0.251,99.999,14288910,89,11,5,0,1
fake love,drake,2017,03,0.927,0.488,9,-9.433,0,0.42,0.108,0,0.196,0.605,133.987,41754617,97,12,17,0,1
24k magic,bruno mars,2016,11,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,22783246,89,13,19,0,1
starboy,the weeknd,2016,11,0.678,0.588,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.005,17508909,89,14,22,0,1
scars to your beautiful,alessia cara,2015,11,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,6213116,83,15,25,0,1
black beatles,rae sremmurd,2016,08,0.794,0.632,0,-6.163,1,0.0649,0.142,0,0.128,0.355,145.926,5299275,79,16,23,0,1
million reasons,lady gaga,2016,10,0.665,0.424,0,-7.838,1,0.0444,0.437,0,0.107,0.134,129.911,9500816,87,18,13,0,1
mercy,shawn mendes,2017,04,0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,21159030,92,19,22,0,1
ispy,kyle,2016,12,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.672,75.016,794051,75,20,8,0,1
caroline,amine,2017,07,0.941,0.335,5,-10.179,0,0.505,0.17,0,0.262,0.707,120.041,1056618,77,21,24,0,1
